kegg_pathways	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
ko04113: Meiosis - yeast	5.04662e-06	0.000126937	4.07068e-05	8.95208e-06	0.000104401	0.000193007	0.00028463	0.000141481	1.2029e-05	0.000139106	8.35142e-05	9.24049e-05	0.000142299	0.000167111	3.88892e-06	0.000177596	0.000102448	0.000161936	0.000135875	0.000130476	0.00022709	0.000199369	6.73007e-05	0.00015542	0.000153753
ko04114: Oocyte meiosis	0	0.00219635	0.00100891	0.000190497	0.00214251	0.00370641	0.000492249	0.00269602	0.000563296	0.00272215	0.00256486	0.0023395	0.00250996	0.00387068	5.35102e-05	0.00375148	0.0035645	0.002563	0.00306657	0.00279862	0.00485622	0.000169575	0.00188935	0.00371737	0.003209
ko04115: p53 signaling pathway	0	0.00136002	0.000870484	0.000152126	0.00118888	0.0022743	0.00156231	0.00179842	0.00038983	0.00189175	0.00176462	0.0021914	0.00202017	0.00380682	6.8126e-05	0.00306649	0.00372564	0.0027065	0.00294289	0.00317157	0.00541258	0.00171417	0.00193256	0.00300912	0.00394702
ko04120: Ubiquitin mediated proteolysis	2.85909e-05	0.00221358	0.0012322	0.000277853	0.00218622	0.00368193	0.00538291	0.00272086	0.000624582	0.00270795	0.00276348	0.00282245	0.00273195	0.00520395	7.68371e-05	0.00516657	0.00389109	0.00380506	0.00388863	0.00370389	0.00568393	0.00479479	0.00273004	0.00456055	0.00452471
ko04122: Sulfur relay system	0.0134113	0.00321459	0.00138556	0.000193227	0.00187805	0.00376268	0.00813643	0.00490788	0.000518787	0.00263341	0.00228629	0.00344826	0.00229905	0.0037345	0.000394722	0.00283495	0.00420351	0.00269714	0.00368741	0.00312198	0.00620216	0.00578457	0.0021421	0.00412054	0.00438787
ko04130: SNARE interactions in vesicular transport	0	0.00298342	0.0011876	0.000317044	0.0022362	0.00410383	0.00465965	0.00278467	0.000743391	0.00299507	0.00284519	0.00335546	0.00413977	0.00369306	8.4753e-05	0.00405743	0.00306054	0.00293052	0.00309969	0.00315013	0.00580767	0.00247815	0.00205507	0.00510275	0.00444863
ko04140: Regulation of autophagy	2.90179e-06	0.00215018	0.000829072	0.000252003	0.00162527	0.00378905	0.00306351	0.0023517	0.000614526	0.00244129	0.001998	0.00179421	0.00270436	0.00274662	3.82174e-05	0.00269713	0.00355308	0.00104234	0.00252068	0.00411039	0.00375604	0.00183275	0.00139935	0.00326457	0.00270216
ko04141: Protein processing in endoplasmic reticulum	0.000361806	0.00708587	0.00270808	0.000585829	0.00567564	0.010911	0.0114065	0.00757011	0.00182577	0.00787446	0.00825966	0.0071527	0.00736818	0.0113085	0.000210182	0.0142196	0.0112285	0.0108023	0.00984113	0.0108202	0.014468	0.0109026	0.00637723	0.0101182	0.0164606
ko04142: Lysosome	5.24947e-06	0.00652272	0.00317234	0.000715389	0.0062101	0.0121535	0.0101114	0.00807149	0.00177286	0.00762287	0.00674673	0.00798831	0.00856446	0.0153238	0.000224198	0.01422	0.0100432	0.0102514	0.00868601	0.0144059	0.0164024	0.00957958	0.00694018	0.0140703	0.0122387
ko04144: Endocytosis	2.07749e-05	0.00364397	0.00157808	0.000315384	0.00333497	0.00579588	0.00617802	0.00405908	0.000936069	0.00387383	0.00377743	0.00405727	0.00374465	0.00588377	9.05876e-05	0.00651356	0.00515124	0.004637	0.00456971	0.00466504	0.00663793	0.00648551	0.00340239	0.00576026	0.00581159
ko04145: Phagosome	4.08505e-06	0.0089154	0.00448791	0.000903636	0.00762641	0.0205338	0.011993	0.0128269	0.00234086	0.00850224	0.0104441	0.0104566	0.00924581	0.0175115	0.000276042	0.0331049	0.0167426	0.0238615	0.0124501	0.0157479	0.0206132	0.0119361	0.00618025	0.0182655	0.0147202
ko04146: Peroxisome	6.23406e-05	0.00438907	0.00193212	0.000343458	0.00465233	0.00724371	0.00785698	0.00563762	0.00112335	0.00516047	0.00440802	0.00520595	0.00509555	0.0074091	0.000184444	0.00739834	0.00571456	0.00519093	0.00628149	0.00500454	0.0074992	0.00813722	0.00386163	0.00741014	0.00616157
ko04150: mTOR signaling pathway	0	0.00261222	0.00110305	0.000205771	0.00244251	0.00392296	0.00533822	0.0027605	0.000611171	0.00282289	0.00244009	0.00242692	0.00306435	0.00399601	7.03872e-05	0.00398934	0.00359436	0.00459206	0.00331521	0.00308362	0.00632641	0.00475291	0.00226317	0.00377002	0.00571849
ko04210: Apoptosis	1.46098e-08	0.00192497	0.0010408	0.000250616	0.00276525	0.00421303	0.00173552	0.00318069	0.000666511	0.00339064	0.00312924	0.00245183	0.00289718	0.00347505	6.25169e-05	0.00376516	0.00272152	0.00198752	0.00264301	0.00317811	0.00392018	0.00119498	0.00180518	0.00270382	0.00310547
ko04260: Cardiac muscle contraction	0	0.0119375	0.00449797	0.000700653	0.00823951	0.0146472	0.0155758	0.0111492	0.00280962	0.00948314	0.010647	0.0115229	0.0113128	0.0127646	0.000267432	0.0117673	0.014072	0.00893125	0.0104587	0.0106194	0.0153855	0.00206314	0.00610791	0.017185	0.0148758
ko04270: Vascular smooth muscle contraction	7.29713e-07	0.00289209	0.00170507	0.000279613	0.00197115	0.00349858	0.00438487	0.00274136	0.000770442	0.00246055	0.00259243	0.00365121	0.00290025	0.0040846	8.55583e-05	0.00294242	0.00301173	0.00335015	0.00363874	0.00328726	0.00642962	0.000595957	0.00201614	0.0053316	0.00396253
ko04310: Wnt signaling pathway	3.57845e-07	0.00229037	0.00111044	0.000233236	0.00216959	0.00350239	0.00484949	0.00274047	0.000600204	0.00262081	0.00301019	0.00254729	0.00252847	0.00465263	9.35864e-05	0.00492858	0.00394847	0.00277185	0.00433644	0.00411275	0.0051337	0.00407799	0.00247894	0.00433561	0.0033462
ko04320: Dorso-ventral axis formation	4.13896e-07	0.00159715	0.00059502	0.000168108	0.00156467	0.00259197	0.00278712	0.0023056	0.000378611	0.00250456	0.00228275	0.00167614	0.00177529	0.00371379	5.98812e-05	0.00311126	0.00238794	0.00295653	0.00228409	0.00211206	0.00339461	0.00486108	0.00144013	0.00318596	0.00247511
ko04330: Notch signaling pathway	7.50921e-05	0.00254635	0.0014584	0.000207932	0.002223	0.00557431	0.00277598	0.00362639	0.000654644	0.00280766	0.00272195	0.00333448	0.00347152	0.00446205	6.80043e-05	0.00476287	0.00380248	0.00264353	0.00372438	0.00392216	0.00425486	0.00386933	0.00236042	0.00338502	0.0051783
ko04340: Hedgehog signaling pathway	0	0.00052682	0.00022331	8.38655e-05	0.000557441	0.000775656	0.00239448	0.000813627	0.000159464	0.000787239	0.000921004	0.000687065	0.000729269	0.00135435	1.76574e-05	0.000850694	0.000703429	0.000756219	0.000830176	0.000979876	0.00157738	0.000854478	0.000773587	0.00108962	0.000961272
ko04350: TGF-beta signaling pathway	0	0.00300106	0.00203107	0.000320011	0.00242059	0.00394126	0.0072416	0.0030567	0.000785599	0.0036829	0.00382266	0.00404658	0.00349913	0.00518115	8.33624e-05	0.00560836	0.00454809	0.0037039	0.00442492	0.00640648	0.00799457	0.00431946	0.00217872	0.00633854	0.00397974
ko04360: Axon guidance	0	0.000349817	0.000270733	0.000235733	0.000318387	0.000732407	0.00117658	0.000591162	0.000560904	0.000627259	0.000630685	0.000649556	0.000526452	0.00109564	6.64667e-05	0.00120767	0.000623072	0.00101709	0.00104138	0.000970986	0.00142195	0.00103675	0.000595561	0.00111625	0.000972006
ko04370: VEGF signaling pathway	0	0.00349833	0.00135157	0.000277769	0.00245191	0.00478631	4.30678e-05	0.00334891	0.00106613	0.0030585	0.0028669	0.00382906	0.00268487	0.00344469	8.02017e-05	0.00380696	0.00378419	0.00323784	0.00261138	0.00344574	0.00535323	0.000170174	0.00189168	0.00318484	0.0042133
ko04380: Osteoclast differentiation	0	0.000154721	0.000142036	0.000291236	0.000159649	0.000394476	0.000356156	0.000287725	0.000834858	0.000260909	0.000237671	0.000178457	0.00022459	0.000583637	8.16697e-05	0.000793	0.000387412	0.000258819	0.00036894	0.000654246	0.000923072	0.00045967	0.000271661	0.000453319	0.000617034
ko04510: Focal adhesion	0	0.00241902	0.00146919	0.000328819	0.00226883	0.00393618	0.0016239	0.00303287	0.00060832	0.00293151	0.00346226	0.00342237	0.00300444	0.00689703	0.000182771	0.00559195	0.00465293	0.00484351	0.00626144	0.0099752	0.0188778	0.000632934	0.00438614	0.0107272	0.00714143
ko04512: ECM-receptor interaction	3.39302e-07	0.00156835	0.000881077	0.000303912	0.00168389	0.00255484	0.00695579	0.00175308	0.000446255	0.00245223	0.0025017	0.00204501	0.00243776	0.00858353	0.000250403	0.00615495	0.00461786	0.00664785	0.00786424	0.0169731	0.0327942	0.0108364	0.00671198	0.0150977	0.0119763
ko04514: Cell adhesion molecules (CAMs)	3.59734e-06	0.123868	0.09643	0.0392258	0.114448	0.0473832	0.0022946	0.0717844	0.0430374	0.12546	0.10957	0.112876	0.118134	0.0812108	0.0502742	0.0635765	0.0908186	0.0969742	0.112062	0.0821632	0.0805485	0.00191826	0.136541	0.0639922	0.0689244
ko04520: Adherens junction	0	0.00285787	0.00140213	0.00031345	0.00302733	0.0046614	0.000884628	0.00385217	0.000723301	0.00364443	0.0038414	0.00353845	0.0033009	0.0054381	0.000110589	0.00575369	0.00414202	0.00368702	0.00507171	0.00416613	0.00699878	0.000621466	0.00367996	0.00591619	0.00350891
ko04530: Tight junction	1.07869e-05	0.00319515	0.00172764	0.000341288	0.00271554	0.00517677	0.00399108	0.00387549	0.00070659	0.00337641	0.00401404	0.00414543	0.00362549	0.00578755	0.000138085	0.00655968	0.00514728	0.00444736	0.0052726	0.00462172	0.0080075	0.00209772	0.00347442	0.00722656	0.00436622
ko04540: Gap junction	0	0.00164078	0.000940303	0.000217985	0.00185573	0.00300742	0.000288214	0.00248968	0.000403662	0.00219696	0.00230211	0.0021163	0.00210519	0.00396813	8.67601e-05	0.00281234	0.00247612	0.00310771	0.00296023	0.00262498	0.00515118	0.000110084	0.00185308	0.00386104	0.00275577
ko04610: Complement and coagulation cascades	3.40002e-06	0.000804419	0.000437079	0.000336095	0.00082381	0.00186128	0.0015263	0.00125742	0.000724597	0.00168008	0.0013287	0.0011559	0.00135231	0.00242465	0.000125274	0.00237596	0.00107776	0.00124641	0.00227228	0.00194798	0.00209285	0.00155236	0.000883804	0.00266136	0.00543025
ko04612: Antigen processing and presentation	4.18408e-06	0.0174384	0.00666501	0.0857992	0.0102002	0.0231034	0.0105502	0.0134502	0.0982139	0.00899885	0.0106762	0.0153905	0.0147772	0.0136133	0.108006	0.0134439	0.012242	0.0151816	0.00803021	0.0182848	0.0147857	0.0141302	0.00424604	0.024371	0.0163072
ko04614: Renin-angiotensin system	0	0.00123151	0.000917001	0.000214702	0.00318604	0.00369549	0.00112511	0.00236433	0.000513621	0.00240206	0.00285041	0.00151189	0.00213862	0.00461016	3.66391e-05	0.00604689	0.00222327	0.00311869	0.00186278	0.00237402	0.00259389	0.000731633	0.00177862	0.00314826	0.00168704
ko04620: Toll-like receptor signaling pathway	0	0.00166782	0.000810942	0.000252515	0.0014454	0.00276526	0.000271527	0.00207509	0.000428746	0.00195912	0.00201987	0.00173831	0.00209693	0.00499365	0.000109328	0.00387379	0.00269085	0.00342667	0.00316258	0.00929791	0.0122932	0.000461602	0.00544173	0.00724955	0.0109128
ko04621: NOD-like receptor signaling pathway	0	0.00149137	0.000801323	0.000196172	0.0014959	0.00255887	0.00146244	0.00218326	0.000402214	0.00220551	0.00194496	0.00138272	0.00187785	0.00261551	9.02951e-05	0.00338915	0.0017579	0.00264618	0.00241146	0.00463517	0.00392163	0.00274978	0.00312141	0.00260874	0.00850186
ko04622: RIG-I-like receptor signaling pathway	5.27805e-06	0.00129544	0.000609112	0.00021463	0.00106426	0.00198911	0.00100812	0.00164486	0.000262481	0.00177847	0.00217358	0.00121875	0.00175229	0.00240855	6.74534e-05	0.00298638	0.0020139	0.00250141	0.00234756	0.00419801	0.00322313	0.000613431	0.0028388	0.0026504	0.00759638
ko04623: Cytosolic DNA-sensing pathway	5.53525e-06	0.00177223	0.000852671	0.00019269	0.00132614	0.00238138	0.000671453	0.0020171	0.000366712	0.00182258	0.00176818	0.0015073	0.00237414	0.00281024	4.20727e-05	0.00350996	0.00220483	0.00248459	0.00283114	0.0037709	0.00346775	0.000768635	0.00148866	0.00386412	0.00314548
ko04626: Plant-pathogen interaction	0.000977124	0.000244292	7.7818e-05	0.000107353	0.00180744	0.000928739	0.000336835	0.000610354	3.58456e-05	0.00016569	0.000281981	0.000230425	0.000329068	0.000303598	5.22923e-05	0.000284274	0.00049182	0.000273402	0.000265641	0.000192623	0.000242692	0.00172739	0.00186685	0.000246785	0.000200231
ko04630: Jak-STAT signaling pathway	0	0.000949712	0.00054683	0.000169687	0.00101623	0.00180722	0.00244171	0.0013357	0.000254369	0.00150166	0.00128139	0.00149851	0.00148379	0.00248519	3.20094e-05	0.0021082	0.00171415	0.0017176	0.00146209	0.00169074	0.00235509	0.00224939	0.000992279	0.00264717	0.00214191
ko04640: Hematopoietic cell lineage	0	0.00316243	0.00106401	0.000727344	0.00234938	0.00387481	0.00348571	0.00277512	0.00169625	0.00344799	0.00251284	0.00260474	0.00233628	0.00256447	0.000129928	0.0022154	0.00379466	0.0025209	0.00265276	0.00310603	0.00334354	0.00484428	0.00186053	0.00330206	0.00165956
ko04650: Natural killer cell mediated cytotoxicity	0	0.00544035	0.00300046	0.000679736	0.000399752	0.00146684	0.00165938	0.000768482	0.00179611	0.00554885	0.000549492	0.000798911	0.00670265	0.000728796	0.000134139	0.0013206	0.00084401	0.00111314	0.00641537	0.0015984	0.00173934	0.00101318	0.0003045	0.00179271	0.00118559
ko04660: T cell receptor signaling pathway	0	9.49175e-05	2.69971e-05	0.0440254	7.53076e-05	0.000167872	0.000106054	5.75752e-05	0.0481809	0.000152978	0.000136373	0.000114031	5.37994e-05	4.94578e-05	0.0564948	4.47225e-05	3.49528e-05	3.53919e-05	8.40731e-05	0.000175852	7.05627e-05	0.000104251	5.31349e-05	3.45885e-05	0.000149481
ko04662: B cell receptor signaling pathway	0	0.000196048	0.000120077	0.000945415	2.87121e-05	0.000173369	0.000103631	0	0.00206438	3.18249e-05	0	0.000230671	6.64038e-05	7.00152e-05	0.00013531	0.000217375	0.000148245	0.000184451	0.000105042	0.000199587	0.000152312	2.68706e-05	5.7826e-05	0.000204313	0.000150702
ko04664: Fc epsilon RI signaling pathway	0	4.53297e-05	4.02462e-05	0.000950591	5.80184e-05	6.55089e-05	1.85742e-05	5.85153e-05	0.00229093	0.000103773	8.18694e-05	0.000104028	5.61311e-05	6.32207e-05	0.000149065	0.000154128	6.60628e-05	5.30564e-05	8.34215e-05	8.88182e-05	0.000120458	0.000125429	7.00917e-05	0.000106886	0.000117805
ko04666: Fc gamma R-mediated phagocytosis	0	3.7456e-05	4.55829e-05	0.000888863	5.53878e-05	8.7053e-05	0.000208964	3.17549e-05	0.00215071	9.08948e-05	4.72565e-05	7.26911e-05	0.000114996	0.000102932	0.000164445	7.74255e-05	8.47353e-05	8.8121e-05	0.000200502	4.59309e-05	0.000129893	6.54032e-05	3.40522e-05	0.00019488	0.000126548
ko04670: Leukocyte transendothelial migration	0	0.000147436	4.70374e-05	0.000447335	3.89535e-05	0.000134686	0.000113648	7.58466e-05	0.00114518	0.000140991	0.00015957	0.000107802	0.000132185	0.000623349	0.000184846	0.000591312	0.000333205	0.000498043	0.000496791	0.000563932	0.00159751	0.000276914	9.02114e-05	0.001198	0.000378335
ko04672: Intestinal immune network for IgA production	0	0.301552	0.233593	0.0937791	0.282371	0.148469	0.00789261	0.197156	0.104132	0.304904	0.272626	0.281576	0.293792	0.195831	0.118962	0.187414	0.222412	0.257626	0.267023	0.192588	0	0.0104783	0.319795	0.146418	0.158116
ko04710: Circadian rhythm - mammal	0	0.000518564	0.000713727	0.000100036	0.00027793	0.000533961	0.00203985	0.000539815	0.00036234	0.00133838	0.000445823	0.000486739	0.000484832	0.00133109	2.21469e-05	0.000995823	0.000565708	0.00106387	0.00120677	0.000824653	0.00182616	0.000780036	0.000910741	0.000865515	0.00102678
ko04711: Circadian rhythm - fly	3.3918e-05	0.000192938	0.000242186	2.66406e-05	0.000344928	0.00204139	0.00126577	0.00268691	2.57219e-05	0.000425116	0.000520385	0.000456702	0.000185645	0.00108669	0.000114598	7.74629e-05	0.000374862	0.000439962	0.000399626	0.000124297	0.000287062	0.000643728	4.85163e-05	0.000640079	0.000180183
ko04712: Circadian rhythm - plant	0	8.1207e-06	1.12134e-06	1.50928e-07	1.60909e-06	6.29329e-05	1.15435e-05	4.19332e-06	1e-05	1.88156e-06	4.49411e-06	1.20436e-06	2.11657e-06	0	0	0	4.30257e-06	0	5.80122e-06	5.74113e-06	2.94177e-06	0	0	2.10159e-06	4.21688e-06
ko04720: Long-term potentiation	0	0	6.88956e-05	0.000230003	0	0	0	0	0.000565322	6.46043e-05	0	0	4.04592e-05	0	3.82079e-05	0	0	0	0	0	0	0	0	9.46537e-05	0
ko04722: Neurotrophin signaling pathway	6.34923e-06	0.000127046	8.23674e-05	0.000215224	0.000131311	0.000215277	0.000233778	0.000108152	0.00054731	0.000165595	0.000112392	0.000121076	0.000171787	0.000201037	6.77578e-05	0.00031144	0.000301905	0.000226608	0.000274556	0.000142415	0.000485389	0.000185449	0.000179155	0.000282834	0.00033429
ko04730: Long-term depression	0	9.62298e-06	6.01293e-06	0.000268289	6.38072e-06	1.3231e-05	2.05409e-05	1.13378e-05	0.000853454	7.37999e-06	9.94925e-06	1.88895e-05	1.033e-05	2.03954e-05	9.66855e-05	2.22132e-05	1.38391e-05	1.40016e-05	1.36576e-05	1.56994e-05	2.51411e-05	6.95166e-06	1.21495e-05	3.21063e-05	1.86731e-05
ko04740: Olfactory transduction	5.67116e-06	0.00794147	0.00319376	0.0012468	0.00798343	0.0214005	0.0110126	0.0133255	0.00315198	0.00568981	0.00862525	0.00889757	0.0092847	0.000123697	4.61317e-05	2.03795e-06	0.0001934	0.00114693	3.22121e-05	0.000271019	2.16837e-05	0.000635883	9.4568e-07	1.03664e-06	5.19054e-07
ko04742: Taste transduction	0	0.000588792	0.000181188	0.000261251	0.000787762	0.000909819	0.00116354	0.000846884	0.000630767	0.000424271	0.000770512	0.000586513	0.000845784	0.000556194	0	0.000621912	0.000446692	0.000763808	0.000640706	0.000640749	0.000580803	0.000542631	0.000305492	0.000734696	0.000630118
ko04744: Phototransduction	1.09664e-05	0.00194267	0.00125379	0.000153934	0.00167109	0.00381956	0.00113557	0.00257961	0.000523114	0.00241915	0.00190256	0.00246524	0.00189831	0.00315086	4.98513e-05	0.00306135	0.00216038	0.00269528	0.00296828	0.00253917	0.00436637	0.00191395	0.00200691	0.00412215	0.00370061
ko04745: Phototransduction - fly	0	0.000227299	0.000136774	2.23004e-05	0.00026349	0.000438917	0.000449725	0.00042488	8.72167e-05	0.000280866	0.000250591	0.000370734	0.000204697	0.000611056	9.04419e-06	0.000604311	0.00037179	0.000574317	0.000379471	0.000417883	0.000576093	0.000655424	0.000360063	0.000667376	0.000464058
ko04810: Regulation of actin cytoskeleton	1.55642e-06	0.00298003	0.0016676	0.000352582	0.00295243	0.00512146	0.00406653	0.00383393	0.000756299	0.00370606	0.00361237	0.00446185	0.00347572	0.00533201	0.000124392	0.00570264	0.00423701	0.00447108	0.00499382	0.00637701	0.0089349	0.00266975	0.00280589	0.00739407	0.00460336
ko04910: Insulin signaling pathway	1.71077e-05	0.00218383	0.000983588	0.000218869	0.00219802	0.00356398	0.00153757	0.00290757	0.000543479	0.00280489	0.00271831	0.0028553	0.00290573	0.00393025	7.31622e-05	0.00413194	0.00316676	0.00350776	0.0029553	0.00263027	0.0047291	0.00038271	0.00211552	0.00386371	0.00398074
ko04912: GnRH signaling pathway	0	0.00246492	0.00108952	0.000242045	0.00205922	0.00381451	5.49079e-05	0.00294105	0.000677352	0.00272362	0.00232603	0.00262072	0.00247551	0.00468569	9.14231e-05	0.00346312	0.00279633	0.00370183	0.00330829	0.00340739	0.00583282	0.000286856	0.00201044	0.00444785	0.00397526
ko04914: Progesterone-mediated oocyte maturation	2.50085e-05	0.00184278	0.000694847	0.000166796	0.0016772	0.00276264	0.00396092	0.00213159	0.000458861	0.00212838	0.00197001	0.0019401	0.00201021	0.00332165	6.92564e-05	0.00337492	0.00334593	0.00238466	0.00257047	0.00227393	0.00486144	0.00322938	0.0018603	0.0032424	0.00328862
ko04916: Melanogenesis	0	0.00186659	0.000964289	0.000229274	0.00202623	0.00361405	0.000324484	0.0026982	0.000489445	0.00250993	0.00259643	0.00225284	0.00234424	0.00411104	0	0.00350336	0.00278519	0.00311718	0.00361093	0.00292131	0.00522592	0.000225245	0.00225523	0.00383991	0.00307827
ko04920: Adipocytokine signaling pathway	0	0.00151258	0.000976242	0.000235268	0.00190161	0.00313456	0.000858123	0.00289906	0.00038505	0.00253381	0.00268026	0.00229512	0.00225193	0.00369352	6.65361e-05	0.00376359	0.0026122	0.0020851	0.00233818	0.00267251	0.00497397	0.00121115	0.00206778	0.00272906	0.00253446
ko04930: Type II diabetes mellitus	0	9.57735e-07	3.26874e-07	0.000118759	3.41575e-07	2.49771e-06	2.17346e-06	3.00625e-07	0.000285286	5.04255e-06	2.5693e-06	3.45417e-06	0	2.78852e-06	9.98739e-05	1.89961e-06	4.36928e-06	1.27841e-06	6.12698e-07	2.03151e-05	1.77902e-05	1.50679e-06	6.46859e-07	7.63646e-07	3.15423e-06
ko04940: Type I diabetes mellitus	0	0.000158166	2.1846e-05	0.146337	0.000133916	0.000151746	0.000368003	0.000114984	0.160165	0.000321997	9.37584e-05	0.000178336	0.000238836	0.000181678	0.188342	0.000308346	0.000109328	6.22233e-05	0.000258838	0.000329993	0.0010947	3.24062e-05	9.36795e-05	0.000291326	0.000136912
ko04950: Maturity onset diabetes of the young	0	0.000211641	8.00779e-05	3.1225e-05	0.00032921	0.000609086	0.000379056	0.00055128	0.00014239	0.000392982	0.00038517	0.000342663	0.000209673	0.000807515	1.10599e-05	0.000551211	0.000226576	0.000528578	0.000382257	0.00027113	0.000639387	0.000220351	0.000323579	0.000550776	0.00046107
ko04960: Aldosterone-regulated sodium reabsorption	0	0.00301681	0.000905689	0.000381715	0.00217875	0.00388281	0.00230666	0.00426491	0.00149396	0.00237848	0.00213577	0.00232356	0.00265518	0.00044422	5.50521e-05	0.00205506	0.000699711	0.000481478	0.00059893	0.000844638	0.00171845	0.00202859	0.000733258	0.00154615	0.00255619
ko04962: Vasopressin-regulated water reabsorption	0.000225907	0.00149798	0.000629369	0.000384613	0.00140533	0.00268006	0.00349538	0.00163656	0.000844449	0.00184138	0.00225871	0.0023942	0.00194505	0.00262847	0.000116973	0.00327867	0.00271485	0.00239708	0.00320289	0.00229253	0.00325065	0.00264984	0.00119876	0.00339315	0.00366335
ko04964: Proximal tubule bicarbonate reclamation	0	0.00315531	0.000733637	0.000570834	0.00230672	0.00486817	0.00334461	0.00312915	0.0014475	0.00286023	0.00309138	0.00185454	0.00217207	0.00233984	0.000114685	0.00413014	0.003631	0.00381034	0.00343602	0.00250461	0.00592586	0.00486067	0.00171654	0.00240136	0.00247599
ko04966: Collecting duct acid secretion	0	0.000110651	5.36259e-05	0.000300474	0.000122524	0.000157956	0.000490555	0.000156555	0.00133461	0.000138873	0.000173102	0.000104905	0.000172324	0.000432717	9.9193e-05	0.00051498	0.000361213	0.000335504	0.000318814	0.000292327	0.000365571	0.000494891	0.000182899	0.000243327	0.000399116
ko04970: Salivary secretion	0	0.0023799	0.000478677	0.000468615	0.00136751	0.00330551	0.00176452	0.00162384	0.000743713	0.000979974	0.00155579	0.0018267	0.0028489	0.00272469	0.000100252	0.00647964	0.00965885	0.0032454	0.00233467	0.00346133	0.00139393	0.00167329	0.00515098	0.00469961	0.00418401
ko04971: Gastric acid secretion	0	6.05411e-05	6.16949e-05	0.000250794	9.96533e-05	0.000137648	8.87774e-05	0.000151728	0.000513408	0.000139282	7.49097e-05	8.29178e-05	9.22481e-05	0.000151675	8.88626e-05	0.000294733	0.000147742	8.58314e-05	0.000145469	0.000134554	0.000217393	0.000227664	0.000104243	6.97247e-05	8.24499e-05
ko04972: Pancreatic secretion	2.24676e-05	0.00239775	0.000812848	0.00112586	0.00587262	0.0075455	0.00364241	0.0041017	0.00227213	0.00395707	0.00290085	0.00273667	0.00262387	0.00142483	0.000116633	0.00120873	0.000448085	0.000395344	0.0005125	0.000443876	0.000889242	0.000285546	0.000401571	0.000783717	0.000690085
ko04973: Carbohydrate digestion and absorption	0	0.000329786	0.000107224	0.000240957	0.000215725	0.000419843	0.000433082	0.000238719	0.000449678	0.000199024	0.000269402	0.00025858	0.000322969	0.000576342	5.97012e-05	0.000673896	0.000590006	0.000892274	0.000921078	0.000704026	0.00100042	0.000757673	0.000793384	0.000304558	0.000570222
ko04974: Protein digestion and absorption	2.64605e-05	0.00116434	0.000666713	0.000267661	0.00155991	0.00247012	0.00220354	0.00174758	0.000572937	0.00192168	0.00178759	0.00125086	0.00146646	0.0034249	0.000269568	0.00397915	0.00271482	0.00248586	0.00325125	0.00437146	0.0117868	0.0034956	0.00152723	0.00421413	0.00363221
ko04976: Bile secretion	7.25365e-06	0.000474458	7.34721e-05	0.000228518	0.000989607	0.00154657	0.000230266	0.00105172	0.000430227	0.000796096	0.00063971	0.000403637	0.000271037	0.000118316	7.31415e-05	7.37234e-05	0.00013813	0.000157833	0.000116181	0.000138051	0.000218734	0.000328195	0.000109933	6.67378e-05	0.000237158
ko05010: Alzheimer's disease	0	0.000366746	0.000218057	0.000664258	0.000413924	0.000645524	0.000674795	0.000565259	0.00271198	0.000555089	0.00053068	0.000589633	0.000518467	0.00116242	0.00025228	0.000817655	0.000609006	0.000811423	0.000788884	0.000744158	0.000923012	0.00082506	0.000666021	0.000943854	0.00100694
ko05012: Parkinson's disease	2.46948e-05	0.000243086	9.70555e-05	0.000738018	0.000224211	0.00037899	0.000590422	0.000217146	0.0029702	0.000389128	0.000230561	0.000387831	0.000240831	0.000435103	0.000285196	0.000679862	0.000534347	0.000435665	0.000465028	0.000404066	0.000888141	0.000326405	0.000293143	0.000656988	0.000498962
ko05014: Amyotrophic lateral sclerosis (ALS)	5.39173e-05	0.000234991	0.000193169	0.000292819	0.000150856	0.000309086	0.00220077	0.000156539	0.000771117	0.000203449	0.000247678	0.000522593	0.00042711	0.000605879	0.000115689	0.000201226	0.000399819	0.000420989	0.000417977	0.000265225	0.000846703	0.00016389	0.000116833	0.000994968	0.000194025
ko05016: Huntington's disease	3.76279e-08	9.02624e-05	7.63246e-05	0.000648928	0.000123643	0.000233373	0.00035178	0.000138945	0.00261961	0.000185455	0.000124697	0.000183196	0.000211241	0.000236853	0.000270354	0.000253413	0.000169157	0.00017512	0.000187355	0.000171185	0.00033225	0.000212163	0.000113005	0.000280323	0.000143764
ko05020: Prion diseases	1.71756e-05	7.17053e-05	4.8681e-05	0.000279505	3.63448e-05	6.2293e-05	0.000402402	0.000110407	0.000539256	9.78347e-05	0.000200495	0.00011691	6.46052e-05	0.000624794	0.000115532	0.000168407	5.14521e-05	0.000485957	0.000230344	9.09875e-05	0.000377185	0.000121373	0.000148276	0.000133237	0.000302984
ko05100: Bacterial invasion of epithelial cells	0	0.000385694	0.00240525	0.000501443	0.000453774	0.000776862	0.00113779	0.000433294	0.00117298	0.000778841	0.00051055	0.000453014	0.000463443	0.000647466	0.000171882	0.000643738	0.000389806	0.000627886	0.000474821	0.00050775	0.00112661	0.000466637	0.00043846	0.00070339	0.000412335
