PercentCoverageGT5x	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:257313|Bordetella_pertussis_Tohama_I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:257314|Lactobacillus_johnsonii_NCC_533	0	0	0.03412499	0	0	0	0	0.04120089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:258594|Rhodopseudomonas_palustris_CGA009	0	0.0	0.0	0.0	0.0024324482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:259536|Psychrobacter_arcticus_273-4	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0.0	0.0	0
taxid:261292|Nitrosomonas_sp._Is79A3	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:262316|Mycobacterium_avium_subsp._paratuberculosis_K-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:262489|delta_proteobacterium_MLMS-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:262543|Exiguobacterium_sibiricum_255-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:262723|Mycoplasma_synoviae_53	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:262724|Thermus_thermophilus_HB27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:262727|Haemophilus_influenzae_R2846	0	0	0	0.0	0	0	0	0	0	0	0	0	0.00384749	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:262728|Haemophilus_influenzae_R2866	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:263358|Verrucosispora_maris_AB-18-032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0
taxid:264198|Ralstonia_eutropha_JMP134	0	0.0	0	0.008875918	0.114932087	0	0.0	0.0388803846	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.005071947	0.0	0
taxid:264199|Streptococcus_thermophilus_LMG_18311	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:264203|Zymomonas_mobilis_subsp._mobilis_ATCC_31821_=_ZM4	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:264730|Pseudomonas_syringae_pv._phaseolicola_1448A	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:264731|Prevotella_ruminicola_23	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.029754992	0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0	0
taxid:264732|Moorella_thermoacetica_ATCC_39073	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0039942426	0	0	0	0	0.0	0	0.0	0.0	0	0
taxid:265072|Methylobacillus_flagellatus_KT	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0
taxid:265311|Mesoplasma_florum_L1	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:265669|Listeria_monocytogenes_serotype_4b_str._F2365	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:266117|Rubrobacter_xylanophilus_DSM_9941	0	0	0	0.0	0.0023560428	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0.0072851284	0	0
taxid:266264|Cupriavidus_metallidurans_CH34	0	0.0	0	0.0	0.0615738104	0.0	0	0.0	0	0	0	0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0
taxid:266265|Burkholderia_xenovorans_LB400	0	0	0	0.0033294483	0.0	0	0	0	0.0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	0
taxid:266779|Chelativorans_sp._BNC1	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:266834|Sinorhizobium_meliloti_1021	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:266835|Mesorhizobium_loti_MAFF303099	0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0	0	0.0	0.0	0
taxid:266940|Kineococcus_radiotolerans_SRS30216	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0
taxid:267410|Listeria_monocytogenes_serotype_4b_str._H7858	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:267608|Ralstonia_solanacearum_GMI1000	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0
taxid:267747|Propionibacterium_acnes_KPA171202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001874811	0.0	0.0	0.0	0.0	0.0	0.0	0.008046033	0.009842739	0.0	0.0
taxid:269482|Burkholderia_vietnamiensis_G4	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0.0	0
taxid:269483|Burkholderia_sp._383	0.0	0.0	0.0	0.0034460975	0.0364894646	0.000668474	0.0	0.0138189721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000818304	0.0	0.0
taxid:269797|Methanosarcina_barkeri_'Fusaro'	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:271848|Burkholderia_thailandensis_E264	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:272558|Bacillus_halodurans_C-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:272559|Bacteroides_fragilis_NCTC_9343	0	0.0	0	0.000362471	0.629516537	0.0	0.0	0.0757565023	0.240795035	0	0.025277584	0	0.0	0.0	0.0	0.12444196	0.1436719763	0.0193445	0.3986036054	0.0206799031	0.035579377	0.5440879128	0.8188409823	0.0	0.2133618001
taxid:272562|Clostridium_acetobutylicum_ATCC_824	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:272563|Clostridium_difficile_630	0	0.0	0.00214042	0.1251444537	0.794861459	0.0392952005	0	0.0	0	0.0	0	0.000511838	0.3863912982	0	0.073820983	0	0.00169837	0	0.0	0.0	0	0.05767483	0.4335270493	0.0	0
taxid:272564|Desulfitobacterium_hafniense_DCB-2	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:272620|Klebsiella_pneumoniae_MCG_78578	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0	0	0	0.0	0.0
taxid:272621|Lactobacillus_acidophilus_NCFM	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:272622|Lactococcus_lactis_subsp._cremoris_SK11	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0
taxid:272623|Lactococcus_lactis_subsp._lactis_Il1403	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0.0	0	0	0	0	0
taxid:272627|Magnetospirillum_magnetotacticum_MS-1	0	0.0	0.0	0	0.0	0.0	0.0044377605	0	0.0	0.0	0	0.001677182	0.000583367	0.0	0.010761048	0.00057295	0.0022292942	1.04173e-05	0.0008437993	0.0027189056	0.001541757	0.012406987	0.0023543052	0.0	0.000802129
taxid:272630|Methylobacterium_extorquens_AM1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0
taxid:272632|Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:272843|Pasteurella_multocida_subsp._multocida_Pm70	0	0	0	0	0.1132232654	0.0	0	0.00513846	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:272942|Rhodobacter_capsulatus_SB_1003	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0
taxid:273036|Staphylococcus_aureus_RF122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0.0	0
taxid:273507|Phanerochaete_chrysosporium_RP-78	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:27350|Puccinia_striiformis_PST-78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:2762|Cyanophora_paradoxa	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:2771|Cyanidium_caldarium	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:278137|Mycobacterium_gilvum_Spyr1	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:278197|Pediococcus_pentosaceus_ATCC_25745	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0
taxid:2787|Porphyra_purpurea	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0
taxid:279010|Bacillus_licheniformis_ATCC_14580_=_DSM_13	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0
taxid:279238|Novosphingobium_aromaticivorans_DSM_12444	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0
taxid:279714|Pseudogulbenkiania_ferrooxidans_2002	0	0	0	0.0035927952	0.0049637334	0.0039946256	0.0	0.0017963972	0.0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0.0	0.003569157	0	0
taxid:279808|Staphylococcus_haemolyticus_JCSC1435	0	0	0	0	0	0.0	0	0.011971121	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0.0
taxid:280699|Cyanidioschyzon_merolae_strain_10D	0	0	0	0.0987394	0.227649126	0.08392845	0	0.04278712	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.0
taxid:280701|Pseudomonas_phage_F116	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:281090|Leifsonia_xyli_subsp._xyli_CTCB07	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0
taxid:281309|Bacillus_thuringiensis_serovar_konkukian_97-27	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:281310|Haemophilus_influenzae_86-028NP	0	0	0.0	0	0.0261166002	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0119614	0	0
taxid:281689|Desulfuromonas_acetoxidans_DSM_684	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:282458|Staphylococcus_aureus_subsp._aureus_MRSA252	0	0	0	0	0	0	0	0.000723485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0
taxid:282459|Staphylococcus_aureus_subsp._aureus_MSSA476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:283942|Idiomarina_loihiensis_L2TR	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:284591|Yarrowia_lipolytica_CLIB122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:284592|Debaryomyces_hansenii_CBS767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0
taxid:284593|Candida_glabrata_ATCC_2001	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:284811|Ashbya_gossypii_ATCC_10895	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:284812|Schizosaccharomyces_pombe_972h-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:284813|Encephalitozoon_cuniculi_GB-M1	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:285951|Gracilaria_tenuistipitata_var._liui	0	0	0	0.0	0.179462026	0.0413306	0	0	0	0	0.0	0	0.04024299	0	0	0	0	0	0	0	0	0	0.0402429	0	0
taxid:286636|Streptococcus_pyogenes_MGAS10394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:288000|Bradyrhizobium_sp._BTAi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:2880|Ectocarpus_siliculosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:288705|Renibacterium_salmoninarum_ATCC_33209	0	0.014008398	0.0	0	0	0.0	0	0.0	0.0	0	0.00247207	0.020156881	0	0.0	0.093083068	9.50796e-05	0.026780756	0.0	0.013723157	0.0328658544	0.0165755482	0.145059788	0.01952302	0.00152127	0.0
taxid:289376|Thermodesulfovibrio_yellowstonii_DSM_11347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:289380|Clostridium_perfringens_SM101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:2898|Cryptomonas_paramecium	0	0	0	0.0	0.18786116	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:290315|Chlorobium_limicola_DSM_245	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227998	0	0
taxid:290338|Citrobacter_(diversus)_koseri_ATCC_BAA-895	0	0.0	0.0	0	0	0.010368368	0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0.0	0	0
taxid:290339|Cronobacter_sakazakii_ATCC_BAA-894	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:290340|Arthrobacter_aurescens_TC1	0	0.0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0
taxid:290398|Chromohalobacter_salexigens_DSM_3043	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:290399|Arthrobacter_sp._FB24	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0	0	0.0
taxid:2903|Emiliania_huxleyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:290400|Jannaschia_sp._CCS1	0	0	0	0.0017256494	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001112587	0	0
taxid:290402|Clostridium_beijerinckii_NCIMB_8052	0	0	0.0	0	0.0	0.004199553	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0.202545429	0	0.0	0
taxid:290512|Prosthecochloris_aestuarii_DSM_271	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:292414|Ruegeria_sp._TM1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:292415|Thiobacillus_denitrificans_ATCC_25259	0	0	0.0	0.0	0.0527526165	0.01532746	0	0.005842303	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0	0	0.0
taxid:292564|Cyanobium_gracile_PCC_6307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:293614|Rickettsia_akari_str._Hartford	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:293826|Alkaliphilus_metalliredigens_QYMF	0	0.0	0.0	0.0	0.0473672623	0.0	0.0	0	0	0	0	0.0	0.019656904	0	0.0	0	0.0	0	0	0	0	0.0	0.011177457	0.0	0
taxid:294747|Candida_tropicalis_MYA-3404	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:295405|Bacteroides_fragilis_YCH46	0	0	0	0.4262589934	0.0365462121	0.0	0	0	0	0	0.0	0.003633904	0.3808822467	0.3690199478	0	0.0	0.0	0	0.0	0.0	0.0	0.0389185606	0.0	0	0
taxid:296543|Thalassiosira_pseudonana_CCMP1335	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	7.26433e-05	0.000117613	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0
taxid:296587|Micromonas_sp._RCC299	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0.0	0	0	0
taxid:296591|Polaromonas_sp._JS666	0	0	0	0	0.0061028614	0.0	0.0	0.0044584769	0.0	0.0	0	0	0.0	0	0	0	0.00105105	0	0	0	0	0	0.0	0.0	0
taxid:298653|Frankia_sp._EAN1pec	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:298654|Frankia_sp._EuI1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:299768|Streptococcus_thermophilus_CNRZ1066	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0.0	0
taxid:300267|Shigella_dysenteriae_Sd197	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:300268|Shigella_boydii_Sb227	0	0.0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0.0032066341	0.0	0	0	0.0	0.0	0	0	0	0
taxid:300269|Shigella_sonnei_Ss046	0	0	0.0	0.0	0	0.00148347	0	0.301619099	0	0	0	0	0.0	0.00148347	0.0	0.0	0.0	0	0	0.0125007096	0	0	0	0.0	0.0044306292
taxid:300852|Thermus_thermophilus_HB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:306263|Campylobacter_lari_RM2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004835341	0	0	0	0	0	0	0	0	0	0
taxid:306264|Campylobacter_upsaliensis_RM3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00709566	0	0	0.0	0.003998343	0	0	0	0	0	0
taxid:306537|Corynebacterium_jeikeium_K411	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0
taxid:3077|Chlorella_vulgaris	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.10357686	0	0
taxid:311402|Agrobacterium_vitis_S4	0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:311403|Agrobacterium_radiobacter_K84	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0
taxid:312153|Polynucleobacter_necessarius_subsp._asymbioticus_QLW-P1DMWA-1	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:312309|Vibrio_fischeri_ES114	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:31312|Nephroselmis_olivacea	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0.0	0	0
taxid:313612|Lyngbya_sp._PCC_8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:313627|Bacillus_sp._NRRL_B-14911	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:313628|Lentisphaera_araneosa_HTCC2155	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314225|Erythrobacter_litoralis_HTCC2594	0	0.0	0.0	0.00242432	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0	0	0.0	0	0.0025226055	0.0	0.0
taxid:314253|Nitrobacter_sp._Nb_311A	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314288|Vibrio_alginolyticus_12G01	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314315|Lactobacillus_sakei_subsp._sakei_23K	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314565|Xanthomonas_campestris_pv._campestris_8004	0.0	0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0
taxid:314607|beta_proteobacterium_KB13	0	0	0	0	0.0	0.011255006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:31532|Lactococcus_phage_sk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0
taxid:31537|Lactococcus_phage_c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0
taxid:316055|Rhodopseudomonas_palustris_BisA53	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0
taxid:316056|Rhodopseudomonas_palustris_BisB18	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0	0	0	0	0	0.0	0
taxid:316057|Rhodopseudomonas_palustris_BisB5	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0
taxid:316058|Rhodopseudomonas_palustris_HaA2	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0
taxid:316273|Xanthomonas_campestris_pv._vesicatoria_85-10	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0.0	0
taxid:316274|Herpetosiphon_aurantiacus_DSM_785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:316275|Aliivibrio_salmonicida_LFI1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:316278|Synechococcus_sp._RCC307	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:316385|Escherichia_coli_DH10B	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:316401|Escherichia_coli_ETEC_H10407	0	0	0	0.00140811	0	0.0	0	0.000882416	0	0	0	0	0.007697673	0.0	0	0	0	0.0	0	0	0.0	0	0.0	0	0
taxid:316407|Escherichia_coli_str._K-12_substr._W3110	0	0	0	0	0	0	0	0.0273979938	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:317655|Sphingopyxis_alaskensis_RB2256	0	0.0	0.0	0.0	0.0	0.0	0.0022526416	0.0	0.0	0.0	0.0	0.0	0.002223001	0	0.0055723201	0.0	0.0	0.0	0.00195624	0	0.0	0.0	0.0022230021	0.0	0.0
taxid:318161|Shewanella_denitrificans_OS217	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:318586|Paracoccus_denitrificans_PD1222	0	0.0	0	0.0	0	0	0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0
taxid:319224|Shewanella_putrefaciens_CN-32	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:319225|Chlorobium_luteolum_DSM_273	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:31964|Clavibacter_michiganense_sepedonicum	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0
taxid:319701|Streptococcus_pyogenes_MGAS6180	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:319795|Deinococcus_geothermalis_DSM_11300	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:320374|Burkholderia_pseudomallei_S13	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0
taxid:320831|Staphylococcus_phage_PT1028	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:321314|Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_SC-B67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001193317	0	0
taxid:321955|Brevibacterium_linens_BL2	0	0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0
