PercentCoverage	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:435591|Parabacteroides_distasonis_ATCC_8503	0	0.0232	0.0189	0.1576	0.0262	0.0885	0	0	0	0	0	0.2157	0.0487	0.0047	0.0016	0	0	0	0	0	0	0	0.0063	0	0
taxid:436717|Acinetobacter_oleivorans_DR1	0	0	0	0	0	0	0	0.0163	0.0018	0	0.0128	0	0	0.0018	0	0	0.0099	0.0336	0.003	0.0149	0	0.0113	0	0	0.0018
taxid:43765|Corynebacterium_amycolatum_9e01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0.0031	0	0.0109	0	0	0
taxid:438753|Azorhizobium_caulinodans_ORS_571	0	0	0	0	0	0	0	0	0	0	0.0114	0.0143	0	0	0	0.0014	0.0028	0.0099	0	0.0014	0.0015	0	0	0	0
taxid:439235|Desulfatibacillum_alkenivorans_AK-01	0	0	0	0	0	0	0.0012	0.0012	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0.0012	0	0
taxid:439375|Ochrobactrum_anthropi_ATCC_49188	0	0	0	0.0218	0	0	0.0156	0	0	0.0072	0.0219	0	0	0	0.0073	0	0.0015	0.0015	0	0	0.0015	0.0117	0	0	0
taxid:439496|Rhodobacterales_bacterium_Y4I	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:439497|Ruegeria_sp._R11	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:439855|Escherichia_coli_SMS-3-5	0	0.0472	0	0	0.0933	0	0	0.0204	0	0	0	0	0	0.0058	0	0	0	0	0	0	0.0043	0	0.0965	0	0.0061
taxid:43989|Cyanothece_sp._ATCC_51142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0
taxid:440085|Methylobacterium_extorquens_CM4	0	0	0	0	0	0	0	0.00250000000001	0	0	0	0.0012	0	0	0.0012	0	0.0012	0	0	0	0	0	0	0	0
taxid:44058|Aureoumbra_lagunensis	0	0	0	0.3646	0.6307	0.2491	0	0.0795	0	0	0	0.3424	0	0	0.3805	0	0	0	0	0	0	0.0806	0.5734	0	0
taxid:441157|Burkholderia_thailandensis_MSMB43	0	0	0.0011	0	0	0	0.0021	0.0011	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:441163|Burkholderia_oklahomensis_EO147	0	0	0	0.0011	0	0.0011	0	0.0021	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0
taxid:441164|Burkholderia_thailandensis_Bt4	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0
taxid:441166|Burkholderia_ubonensis_Bu	0	0	0	0	0.0022	0.0011	0.0032	0.0024	0	0	0	0	0.0011	0	0	0	0	0	0	0.0011	0	0	0	0	0
taxid:441620|Methylobacterium_populi_BJ001	0	0.0013	0	0	0	0.0013	0	0	0.0013	0	0	0	0.0013	0	0.0039	0	0	0	0.0013	0	0	0	0.0013	0	0
taxid:441768|Acholeplasma_laidlawii_PG-8A	0	0	0	0	0.0252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:441769|Bacillus_coahuilensis_m4-4	0	0	0	0	0.00790000000001	0.0273	0	0	0	0	0	0	0.0072	0	0	0	0	0	0	0	0	0	0.0073	0	0
taxid:441770|Clostridium_botulinum_A_ATCC_19397	0	0	0	0.00790000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:441959|Talaromyces_stipitatus_ATCC_10500	0.0016	0.0041	0	0	0.000199999999995	0.003	0.000800000000001	0.0016	0.0016	0	0.0013	0.0023	0.000199999999995	0	0.0012	0.000999999999995	0.002	0.0012	0.000599999999995	0.0011	0	0	0	0.0004	0.0014
taxid:441960|Penicillium_marneffei_ATCC_18224	0	0.000599999999995	0	0.000299999999998	0.000500000000003	0	0.0013	0.000500000000003	0.000800000000001	0	0.000299999999998	0.0013	0.000500000000003	0.000299999999998	0	0.000500000000003	0.000299999999998	0	0	0.000299999999998	0.000500000000003	0	0	0.000500000000003	0
taxid:442493|Enterococcus_phage_phiEF24C	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535	0	0	0	0	0	0	0	0	0	0	0
taxid:442563|Bifidobacterium_animalis_subsp._lactis_AD011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0
taxid:443144|Geobacter_sp._M21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0
taxid:443152|Marinobacter_algicola_DG893	0	0	0	0	0	0.0017	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443226|Coccidioides_posadasii_Silveira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0
taxid:443254|Marinitoga_piezophila_KA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0
taxid:443906|Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0
taxid:444177|Lysinibacillus_sphaericus_C3-41	0	0	0	0	0.0016	0.0016	0	0	0.0032	0.033	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:444179|Candidatus_Sulcia_muelleri_GWSS	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0639	0	0
taxid:444612|Rickettsia_endosymbiont_of_Ixodes_scapularis	0	0.0045	0	0.0045	0	0.005	0.0045	0.0045	0.0045	0.0051	0	0.0045	0.0045	0	0.0045	0	0	0.0045	0	0	0	0	0	0	0
taxid:445334|Clostridium_perfringens_C_str._JGS1495	0	0	0.1677	0	1.5292	1.6632	0	0.4725	0.5676	0	0	0.367	0.2442	0.0269	0.5734	0	0.0104	0.0292	1.9055	0	0.00520000000001	2.4115	0	0	0.1001
taxid:445335|Clostridium_botulinum_NCTC_2916	0	0	0.0263	0.2139	0.2487	0.0437	0	0	0.1799	0	0	0	0.1252	0	0.0262	0	0	0	0	0	0	0.2274	0	0	0
taxid:445336|Clostridium_botulinum_Bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0
taxid:445337|Clostridium_botulinum_C_str._Eklund	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0.2114	0	0
taxid:445932|Elusimicrobium_minutum_Pei191	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:445987|Borrelia_valaisiana_VS116	0	0	0	0	0.00599999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:446462|Actinosynnema_mirum_DSM_43827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064	0
taxid:446465|Brachybacterium_faecium_DSM_4810	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0.0042	0	0.0021	0	0	0	0	0	0.0021	0
taxid:446466|Cellulomonas_flavigena_DSM_20109	0	0	0	0	0	0.0333	0.0018	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0.0129	0.0037
taxid:446469|Sanguibacter_keddieii_DSM_10542	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0.0328	0.0036
taxid:446471|Xylanimonas_cellulosilytica_DSM_15894	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.002	0
taxid:447093|Histoplasma_capsulatum_G186AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0	0	0
taxid:447095|Blastomyces_dermatitidis_ATCC_26199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100000000003	0	0	0	0	0	0	0
taxid:447217|Anaeromyxobacter_sp._K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0
taxid:447454|candidate_division_TM7_single-cell_isolate_TM7a	0	0	0	0	0.0069	0	0	0.0279	0	0	0.0061	0	0	0	0.0149	0	0	0	0	0	0	0.0716	0.0556	0	0
taxid:447455|candidate_division_TM7_single-cell_isolate_TM7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3632	0	0
taxid:447456|candidate_division_TM7_single-cell_isolate_TM7c	0.0372	0	0	0	0.0156	0.015	0	0.0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156	0	0	0
taxid:449447|Microcystis_aeruginosa_NIES-843	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:450851|Phenylobacterium_zucineum_HLK1	0	0.0034	0.0035	0.0017	0	0.0017	0	0	0	0	0	0.0017	0.0121	0	0	0	0	0	0	0	0	0	0	0.0017	0
taxid:451515|Staphylococcus_aureus_subsp._aureus_USA300_FPR3757	0	0	0	0	0	0	0.0073	0.0204	0	0	0	0.0313	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:45151|Pyrenophora_tritici-repentis	0	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0
taxid:451640|Catenibacterium_mitsuokai_DSM_15897	0.0071	0	0	0.2289	0.0909	0.00559999999999	0	0.0333	0	0	0	0	0	0	0.00559999999999	0	0.0028	0.026	0	0	0	0	0.1723	0	0
taxid:451707|Bacillus_cereus_NVH0597-99	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0
taxid:451709|Bacillus_cereus_03BB108	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451754|Clostridium_perfringens_B_str._ATCC_3626	0	0	0	0.1353	0.6783	0.0988	0.0078	0	0	0	0	0	0	0	0.0097	0	0	0	0	0.0754	0	0.0471	0.0849	0	0
taxid:451755|Clostridium_perfringens_E_str._JGS1987	0	0	0	0.0055	0	0.0018	0	0	0	0	0	0	0.036	0	0	0	0	0	0.0092	0	0	0.0312	0.0018	0	0
taxid:451756|Clostridium_perfringens_CPE_str._F4969	0	0	0	0.0427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0
taxid:452471|Candidatus_Amoebophilus_asiaticus_5a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0
taxid:452638|Polynucleobacter_necessarius_subsp._necessarius_STIR1	0	0	0	0	0.0376	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:452652|Kitasatospora_setae_KM-6054	0	0	0	0	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:452662|Sphingobium_japonicum_UT26S	0	0.1463	0.0753	0.0666	0.0051	0.0051	0	0.0034	0.0257	0	0.0497	0.0821	0.1197	0.0086	0.0137	0.0017	0.0068	0	0.012	0.0171	0.0172	0.0017	0.0017	0.066	0
taxid:452680|Pseudomonas_sp._UK4	0.0258	3.3293	2.7139	0.9338	3.4067	3.8425	6.9157	3.4714	2.676	3.644	3.356	3.8943	4.1874	1.3301	3.5613	1.8521	2.3918	1.8617	1.7706	1.3748	2.443	3.9056	1.8397	1.9338	1.7803
taxid:452863|Arthrobacter_chlorophenolicus_A6	0	0.0092	0	0	0	0	0.0031	0	0	0	0	0.0015	0.0015	0	0.0264	0	0	0	0	0	0	0.0395	0.0076	0	0
taxid:454166|Salmonella_enterica_subsp._enterica_serovar_Agona_str._SL483	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:454169|Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1595	0	0
taxid:454286|Coccidioides_immitis_RMSCC_3703	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0
taxid:455632|Streptomyces_griseus_subsp._griseus_NBRC_13350	0	0	0	0	0	0	0	0	0.0018	0.0062	0	0	0	0	0.0018	0	0.000900000000004	0	0	0	0	0	0	0	0
taxid:457391|Bacteroides_sp._3_1_33FAA	0	0.0778	0.1179	0.6293	2.8658	1.6096	0.094	0.6003	0.0092	0.0764	0.0429	0.0791	0.8157	0.0241	0.1175	0.0553	0.0785	0.0399	0.0096	0.0884	0.0433	0.0028	0.1462	0.0961	0.0578
taxid:457405|Fusobacterium_nucleatum_subsp._animalis_7_1	0.669	0	0	0	0	0	0	0.003	0	0	0.028	0	0	0	0.0031	0	0	0	0	0	0.0031	0.0153	0.0426	0	0
taxid:457412|Ruminococcus_sp._5_1_39BFAA	0.0024	0.0416	0.0673	0.7061	0.6655	0.3758	0.0805	0.1584	0.0042	0.041	0.00790000000001	0.082	0.2042	0	0.0466	0.004	0.0709	0.00599999999999	0.002	0.0944	0.0361	0.0637	0.3128	0.0341	0.0563
taxid:457421|Clostridiales_bacterium_1_7_47FAA	0.0014	0.0972	0.0443	0.1024	0.1541	0.1113	0.0347	0.0708	0	0.0289	0.0191	0.045	0.0718	0.0529	0.1144	0.0098	0.0476	0.0352	0.0662	0.0397	0.036	0.0422	1.0161	0.0468	0.0296
taxid:457570|Natranaerobius_thermophilus_JW/NM-WN-LF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071	0	0	0	0	0	0	0	0.0216	0	0
taxid:458233|Macrococcus_caseolyticus_JCSC5402	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169	0
taxid:460265|Methylobacterium_nodulans_ORS_2060	0	0.000900000000004	0	0	0.00599999999999	0	0	0.0234	0	0	0	0	0	0	0	0.0456	0	0.000900000000004	0	0	0	0.0064	0.000900000000004	0	0
taxid:461836|Thecamonas_trahens_ATCC_50062	0	0.000800000000001	0.000299999999998	0.000500000000003	0.000500000000003	0.0011	0	0.000800000000001	0.000900000000004	0.000599999999995	0	0.000299999999998	0.0011	0.000299999999998	0.000299999999998	0.0011	0.000699999999998	0.000500000000003	0.0013	0.000500000000003	0.000800000000001	0.000299999999998	0.000299999999998	0.000599999999995	0.000800000000001
taxid:46234|Anabaena_sp._90	0	0	0	0	0	0	0	0.00289999999999	0	0	0	0.0129	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:463136|Blastocystis_sp._DMP/02-328	0	0	0	0	0.2742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:464988|Hemiselmis_andersenii	0	0	0.0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0
taxid:465515|Micrococcus_luteus_NCTC_2665	0.0038	0	0	0	0	0	0	0.0122	0.012	0.003	0.003	0.0091	0.003	0.0121	0.0152	0.003	0.0091	0.00599999999999	0	0	0.003	0.003	0.003	0.003	0
taxid:465541|Streptomyces_sp._Mg1	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0.0011	0	0	0.000999999999995	0	0	0	0	0	0.0011	0
taxid:465817|Erwinia_tasmaniensis_Et1/99	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0
taxid:467661|Rhodobacteraceae_bacterium_KLH11	0	0.0017	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:467705|Streptococcus_gordonii_str._Challis_substr._CH1	0	0	0	0.3826	0.2602	0.1546	0	0.0848	0	0.0035	0.0034	0	0.0035	0	0.0383	0.0444	0.0035	0	0.0207	0	0	0.0241	0.2599	0	0
taxid:469008|Escherichia_coli_BL21(DE3)	0	0	0.1006	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:469371|Thermobispora_bispora_DSM_43833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0.0018	0	0	0
taxid:469378|Cryptobacterium_curtum_DSM_15641	0	0	0	0	0	0.0738	0	0	0	0	0	0	0	0	0.043	0	0.0645	0	0	0	0	0	0	0	0
taxid:469383|Conexibacter_woesei_DSM_14684	0	0	0	0	0	0	0	0.0012	0	0	0	0.0012	0	0	0	0	0.0012	0	0	0	0	0	0.0012	0.0024	0
taxid:469470|Coccidioides_posadasii_RMSCC_2133	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0.000299999999998	0	0	0	0.000299999999998	0	0	0	0	0
taxid:469471|Coccidioides_posadasii_RMSCC_3700	0	0.000299999999998	0.000299999999998	0.000299999999998	0.000299999999998	0.000299999999998	0	0.000299999999998	0.000299999999998	0.000299999999998	0.000299999999998	0.000299999999998	0.000299999999998	0	0	0	0.000299999999998	0.000299999999998	0.000299999999998	0.000299999999998	0.000299999999998	0	0.000900000000004	0	0
taxid:469472|Coccidioides_posadasii_CPA_0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0	0	0
taxid:469587|Bacteroides_sp._2_1_16	0	0	0	0.0118	0.0086	0.0015	0	0.0014	0	0	0	0	0.00289999999999	0	0	0	0	0	0.0015	0	0	0	0.0057	0	0
taxid:469588|Bacteroides_sp._2_1_22	0	0.005	0.0142	0.2214	0.9048	0.2087	0.013	0.051	0.0026	0.0051	0	0.0038	0.1266	0	0.0926	0	0.0531	0	0	0.0013	0.0026	0.0887	0.146	0.022	0
taxid:469589|Bacteroides_sp._2_1_33B	0	0.2483	0.0684	0.1972	1.1122	0.2918	0.0355	0.0369	0	0.0306	0	0.0556	0.1485	0.0974	0.0304	0	0.0477	0.0059	0	0	0.0062	0.0665	0.1091	0.0432	0
taxid:469595|Citrobacter_sp._30_2	0	0	0	0	0.0015	0.0015	0	0	0	0	0	0	0	0.00599999999999	0.0014	0	0	0.0014	0	0	0.0015	0	0	0	0
taxid:469598|Escherichia_sp._3_2_53FAA	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:469603|Fusobacterium_nucleatum_subsp._animalis_3_1_33	0.0791	0.5166	0	0.5228	0.4317	0	0	0.2298	0.0034	0	0	0	0	0	1.0293	0	0.1568	0.0101	0.4335	0.3327	0.0068	0.1063	6.9471	0	0
taxid:469604|Fusobacterium_nucleatum_subsp._vincentii_3_1_36A2	87.8089	0.0034	0.0635	0	0.0205	0.0697	0.0292	0.0095	0.1178	0.0188	0	0.0219	0	0.2382	0.0034	0.1299	0	0	0.0136	0	0.1414	0.6447	0.0237	0.0992	0.1074
taxid:469606|Fusobacterium_nucleatum_subsp._vincentii_4_1_13	0.9711	0	0	0	0.0034	0	0	0	0.0034	0	0	0	0	0	0.0219	0	0	0	0.0071	0	0	0.0174	0.0884	0	0
taxid:469609|Streptococcus_sp._2_1_36FAA	0	0	0	0.0068	0.0034	0.0034	0.0034	0.0068	0.0373	0	0.1249	0.00329999999999	0	0.0258	0.0034	0	0	0.0034	0	0.0292	0.0034	0	0	0	0
taxid:471223|Geobacillus_sp._WCH70	0	0.0022	0	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0
taxid:471852|Thermomonospora_curvata_DSM_43183	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:471853|Beutenbergia_cavernae_DSM_12333	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0.0016	0	0	0
taxid:471854|Dyadobacter_fermentans_DSM_18053	0	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0.0011	0	0	0	0	0	0	0.0011	0	0
taxid:471855|Slackia_heliotrinireducens_DSM_20476	0	0	0.0289	0	0.1058	0.1238	0.0345	0	0	0	0	0	0	0	0.0926	0	0	0	0	0	0	0	0.0581	0	0
taxid:471856|Jonesia_denitrificans_DSM_20603	0	0	0	0	0.0138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:471857|Saccharomonospora_viridis_DSM_43017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0
taxid:471870|Bacteroides_intestinalis_DSM_17393	0	0.0101	0	0.0648	0.0291	0.109	0.00250000000001	0.0013	0.0187	0	0	0	0.00250000000001	0	0.0038	0	0	0.0258	0	0	0	0	0.1057	0	0
taxid:473819|Bifidobacterium_dentium_ATCC_27678	0	0.0866	0	0	0	0	0	0.1588	0	0	0	0	0	0	0	0	0	0	0	0.4642	0	0	0.1074	0	0
taxid:474186|Enterococcus_faecalis_OG1RF	0	0.0143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:47573|Chrysodidymus_synuroideus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2227	0	0	0	0	0	0	0	0	0	0
taxid:477641|Modestobacter_marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0.0014	0.0014	0	0.0027	0	0	0	0.0041	0
taxid:477974|Candidatus_Desulforudis_audaxviator_MP104C	0	0	0	0	0.0068	0.0032	0	0	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0	0	0
taxid:478009|Halobacterium_salinarum_R1	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:478749|Marvinbryantia_formatexigens_DSM_14469	0	0.00329999999999	0.0116	0.0646	0.233	0.0814	0.005	0.03	0	0.0109	0	0.0066	0.0929	0	0.0317	0.0016	0.01	0	0.0017	0.01	0	0.00830000000001	0.0658	0.0103	0
taxid:478801|Kytococcus_sedentarius_DSM_20547	0.00329999999999	0.0027	0	0	0	0	0.0027	0	0.0163	0	0	0	0	0	0.0026	0	0.0027	0	0	0	0.0027	0	0.00520000000001	0	0
taxid:479431|Nakamurella_multipartita_DSM_44233	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0.0013	0	0	0	0	0	0	0.0013	0
taxid:479432|Streptosporangium_roseum_DSM_43021	0	0	0	0	0.000699999999998	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0.000699999999998	0
taxid:479434|Sphaerobacter_thermophilus_DSM_20745	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0
taxid:479435|Kribbella_flavida_DSM_17836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0	0	0	0	0	0	0	0.000999999999995	0
taxid:479436|Veillonella_parvula_DSM_2008	0.0047	0.0036	0.0998	0.6478	0.4359	0.3621	0.032	0.1655	0.4009	0	0.0749	0.0285	0.4848	0.0392	0.1613	0.0071	0.0497	0.0177	0.0036	0.0178	0.014	2.2457	0.39	0.0961	0.0071
taxid:479437|Eggerthella_lenta_DSM_2243	0	0	0	0.1189	0.284	0.2278	0	0.0021	0	0	0	0.0397	0.1207	0	0.1428	0	0	0.0182	0.0063	0	0	0.0021	0.2345	0.0521	0.0555
taxid:479831|Clostridium_difficile_QCD-63q42	0	0	0	0.0259	0.0259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0
taxid:480119|Acinetobacter_baumannii_AB0057	0	0.0018	0	0	0	0.0174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:481743|Paenibacillus_sp._Y412MC10	0	0	0	0.0283	0.0644	0.0021	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0
taxid:481805|Escherichia_coli_ATCC_8739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0
taxid:482561|Paracoccidioides_brasiliensis_Pb03	0	0	0	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:483514|Schizosaccharomyces_octosporus_yFS286	0	0.000599999999995	0	0	0	0	0	0	0	0	0	0	0	0	0.000599999999995	0	0	0	0.000599999999995	0	0	0	0	0	0
taxid:484020|Bifidobacterium_bifidum_BGN4	0	0.0103	0	0	0	0.0034	0	0	0.0103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:48483|Reclinomonas_americana	0	0	0	0.2187	0.113	0	0	0.1101	0	0	0	0	0.2216	0	0	0	0	0	0	0	0.1057	0.1101	0.5591	0	0
taxid:484906|Babesia_bovis_T2Bo	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0.0017	0	0	0	0	0	0
taxid:485916|Desulfotomaculum_acetoxidans_DSM_771	0	0	0	0	0.0017	0.0188	0	0	0	0	0	0	0.0017	0	0	0	0	0	0.0206	0	0	0	0.1787	0	0
taxid:485917|Pedobacter_heparinus_DSM_2366	0	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0
taxid:485918|Chitinophaga_pinensis_DSM_2588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0
taxid:486041|Laccaria_bicolor_S238N-H82	0	0.0013	0.000100000000003	0.000100000000003	0.000699999999998	0.000199999999995	0.000199999999995	0	0.000500000000003	0.000100000000003	0.000100000000003	0.0004	0.000100000000003	0.000100000000003	0.000199999999995	0.000500000000003	0.000199999999995	0.000599999999995	0.0004	0.000199999999995	0.0004	0.000299999999998	0.000199999999995	0.000999999999995	0.000100000000003
taxid:486410|Streptococcus_dysgalactiae_subsp._equisimilis_GGS_124	0	0	0	0	0	0.0613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:487213|Streptococcus_pneumoniae_Taiwan19F-14	0	0.0252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0226	0	0	0	0	0	0	0
taxid:487214|Streptococcus_pneumoniae_Hungary19A-6	0	0	0	0	0	0	0	0	0	0	0.1518	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0
taxid:487215|Streptococcus_pyogenes_Alab49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333
taxid:487797|Flavobacteria_bacterium_MS024-3C	0	0	0	0.0195	0.0123	0.0074	0	0	0	0	0	0	0.0051	0	0	0	0	0	0	0	0	0	0.0149	0.0049	0
taxid:488221|Streptococcus_pneumoniae_70585	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0.0451	0	0	0	0	0	0	0	0	0	0
taxid:488222|Streptococcus_pneumoniae_JJA	0	0	0	0	0.0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:488537|Clostridium_perfringens_D_str._JGS1721	0	0	0	0	0.0168	0.0516	0	0.0019	0.0037	0	0	0	0	0	0	0.0243	0	0	0	0	0	0.0261	0	0	0
