species	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
Geodermatophilus obscurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0
Gimesia maris	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Glaciecola sp. 4H-3-7+YE-5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter oxydans	0	0	0	0	40	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Gordonia bronchialis	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	2	0	1	0	0	0	1	0	0	0
Gordonia polyisoprenivorans	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. KTR9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	4	0	0	1	0	0
Gottschalkia acidurici	0	0	0	20	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0
Gracilaria tenuistipitata	0	0	0	2	88	18	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	13	0	0
Granulicatella elegans	0	0	0	68	18	0	0	1	18	0	4	4	11	0	4	0	0	0	18	3	0	684	1807	0	19
Granulicella mallensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Granulicella tundricola	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Grimontia hollisae	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guillardia theta	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus influenzae	0	1	6	56	145	1	0	32	33	0	6	1	94	0	4	0	9	6	1	0	7	0	96	16	0
Haemophilus parainfluenzae	1	0	0	672	1038	356	1	29	53	5	29	9	372	7	23	1	2	17	0	10	2	136	173	21	4
Halanaerobium hydrogeniformans	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Halanaerobium praevalens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Haliscomenobacter hydrossis	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacillus halophilus	0	0	0	0	37	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
Halobacterium salinarum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas elongata	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Halorhodospira halophila	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloterrigena turkmenica	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halothermothrix orenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Halothiobacillus neapolitanus	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter pylori	0	3	2	6	10	3	3	0	2	2	4	7	2	4	6	7	6	5	3	4	10	3	8	5	2
Heliobacterium modesticaldum	0	0	0	13	110	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	71	0	0
Hemiselmis andersenii	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Herbaspirillum seropedicae	0	6	0	0	36	2	5	0	1	0	0	3	1	0	2	1	1	11	0	0	0	0	1	2	13
Herminiimonas arsenicoxydans	0	0	0	2	88	7	0	6	1	0	0	7	0	0	3	0	0	0	0	0	0	3	0	2	0
Herpetosiphon aurantiacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Hippea maritima	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Histophilus somni	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0
Histoplasma capsulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Human herpesvirus 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	1	0	1	0	0	5
Human herpesvirus 4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human herpesvirus 5	0	0	0	0	0	0	0	1	0	3	0	0	0	0	32	0	0	1	0	0	0	0	1	0	24
Human mastadenovirus C	7	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	2	9
Human mastadenovirus D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hyaloperonospora arabidopsidis	0	2	1	18	12	2	63	22	4	1	0	14	2	2	12	1	8	0	4	1	8	50	46	0	15
Hydrogenivirga sp. 128-5-R1-1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium denitrificans	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	1
Hyphomicrobium sp. MC1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	2	0	0	2	0	0	2	0
Hyphomonas neptunium	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idiomarina loihiensis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Ignavibacterium album	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Ilyobacter polytropus	1	0	97	0	1	1	0	0	0	0	0	8	1	0	20	0	0	0	0	0	0	1	1	0	0
Intrasporangium calvum	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Isoptericola variabilis	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jannaschia sp. CCS1	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Janthinobacterium sp. Marseille	0	0	0	19	173	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0
Jonesia denitrificans	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kangiella koreensis	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ketogulonicigenium vulgare	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Kineococcus radiotolerans	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	16	0
Kitasatospora setae	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella oxytoca	1	663	60	0	0	131	0	0	2	3	0	11	0	101	106	0	28	34	3	33	11	7	82	11	1
Klebsiella pneumoniae	0	175	16	0	837	953	30	162	9	9	5	17	4	46	105	17	9	46	0	3	16	22	10	10	1
Klebsiella variicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0
Kocuria rhizophila	0	1	20	0	0	1	0	0	0	7	1	0	0	2	2	0	4	2	0	1	0	0	0	3	0
Komagataeibacter medellinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Kribbella flavida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Kyrpidia tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Kytococcus sedentarius	1	1	0	0	0	0	1	0	6	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0
Labrenzia aggregata	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Labrenzia alexandrii	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laccaria bicolor	0	12	1	4	7	6	3	0	7	6	2	7	1	2	2	6	7	10	7	3	10	4	2	10	1
Lachancea kluyveri	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoclostridium phytofermentans	0	2	0	133	255	68	0	6	0	0	0	0	55	0	129	0	0	0	0	0	0	10	679	0	5
Lacinutrix sp. 5H-3-7-4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus acidophilus	0	19	0	13	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus amylovorus	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Lactobacillus casei group	0	0	9	18	0	0	0	0	0	0	5	2	0	2	1	0	0	0	0	0	8	0	0	2	0
Lactobacillus coleohominis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	0
Lactobacillus crispatus	0	0	0	0	0	0	3	0	0	2	0	0	2	8	4	0	0	0	0	7	0	2	0	0	0
Lactobacillus delbrueckii	0	26	4	0	236	0	6	18	0	4	0	0	1	0	11	0	0	1	0	0	0	0	230	10	0
Lactobacillus fermentum	0	51	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	73	1	0
Lactobacillus gasseri	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
Lactobacillus helveticus	0	0	0	12	92	11	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
Lactobacillus jensenii	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0
Lactobacillus johnsonii	0	0	108	0	204	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Lactobacillus plantarum	0	0	0	0	68	0	0	0	0	0	0	0	13	0	14	0	0	0	0	0	0	0	0	0	0
Lactobacillus reuteri	0	0	10	81	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
Lactobacillus ruminis	0	0	0	1	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
Lactobacillus sakei	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus salivarius	0	0	0	24	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
Lactobacillus sanfranciscensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Lactococcus garvieae	0	0	7	0	0	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus lactis	11	2	16	6	0	38	5	44	0	9	0	13	505	4	98	10	32	14	4	13	6	12	24	27	10
Lactococcus phage 712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Lactococcus phage P008	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Lactococcus phage P335 sensu lato	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Lactococcus phage SK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Lactococcus phage bIBB29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Lactococcus phage bIL170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Lactococcus phage bIL67	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lactococcus phage c2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Lactococcus phage jj50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Lactococcus phage phiLC3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Laribacter hongkongensis	0	0	0	334	3182	573	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	388	2	0
Lawsonia intracellularis	0	0	0	41	0	0	10	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	417	0	0
Leadbetterella byssophila	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Legionella pneumophila	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leifsonia xyli	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4
Lentisphaera araneosa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptosira terrestris	0	0	0	0	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	159	0	1
Leptothrix cholodnii	0	0	0	0	3670	149	11	357	0	0	0	0	0	0	0	0	22	7	0	7	0	1	0	0	0
Leptotrichia buccalis	0	0	1	0	1071	0	0	2	0	0	2	1	0	0	293	13	1	0	0	0	1	5	3951	0	0
Leptotrichia goodfellowii	33	0	3	7	242	8	0	0	0	0	1	0	0	0	1	0	3	0	9	0	0	0	50	0	0
Leuconostoc citreum	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc gelidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Leuconostoc mesenteroides	0	0	0	18	27	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2	7	0	1
Leuconostoc sp. C2	0	0	0	1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnobacter sp. MED105	0	0	0	8	537	76	0	31	0	1	0	0	3	0	0	0	2	0	0	0	0	0	18	0	0
Listeria monocytogenes	0	0	0	30	13	1	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	7	18	0	0
Lodderomyces elongisporus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
Lyngbya sp. PCC 8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lysinibacillus sphaericus	0	0	0	0	1	1	0	0	2	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macrococcus caseolyticus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Mageeibacillus indolicus	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
Magnaporthiopsis poae	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0
Magnetospirillum magneticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Magnetospirillum magnetotacticum	0	1	14	0	2	20	77	0	22	7	0	41	29	12	174	20	54	18	40	56	38	245	60	13	26
Mahella australiensis	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malassezia globosa	9	1	1	0	1	9	9	5	2	0	9	7	0	5	17	2	2	2	5	1	3	4	3	6	0
Malassezia restricta	8	4	5	6	17	6	8	11	4	15	6	7	1	14	37	8	7	18	8	5	12	13	3	7	4
Malassezia sympodialis	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0
Mannheimia haemolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
Maricaulis maris	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
Marinitoga piezophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Marinobacter adhaerens	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Marinobacter algicola	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinobacter hydrocarbonoclasticus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Marinobacter sp. BSs20148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Marinomonas mediterranea	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Marinomonas sp. MWYL1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marvinbryantia formatexigens	0	2	8	222	4728	328	5	43	0	11	0	4	395	0	37	1	8	0	1	8	0	5	145	9	0
Megasphaera elsdenii	0	0	0	0	1	43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0
Meiothermus ruber	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Meiothermus silvanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	55	0	0
Melioribacter roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
Melissococcus plutonius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Mesoplasma florum	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium ciceri	0	6	0	1	0	2	0	1	1	1	2	1	0	0	0	2	1	0	0	0	6	1	1	0	0
Mesorhizobium loti	0	0	0	0	2	0	4	4	1	1	1	2	1	0	9	0	2	0	2	0	0	0	4	4	0
Mesorhizobium opportunistum	0	0	0	0	0	2	0	0	0	0	0	0	1	1	3	1	1	0	0	0	0	2	1	1	7
Methanopyrus kandleri	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methanosaeta thermophila	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanosarcina barkeri	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanosphaera stadtmanae	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanothermobacter thermautotrophicus	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylibium petroleiphilum	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0
Methylobacillus flagellatus	0	0	0	0	2	1	0	16	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium extorquens group	0	3	0	20	0	3	18	2	47	17	0	20	9	7	14	1	3	1	1	16	0	2	0	3	2
Methylobacterium nodulans	0	1	0	0	9	0	0	29	0	0	0	0	0	0	0	65	0	1	0	0	0	13	1	0	0
Methylobacterium populi	0	1	0	0	0	1	0	0	1	0	0	0	1	0	3	0	0	0	1	0	0	0	1	0	0
Methylobacterium radiotolerans	0	148	44	41	28	9	152	26	78	0	59	195	110	3	803	2	308	39	78	52	216	565	238	50	130
Methylobacterium sp. 4-46	0	1	0	0	111	0	0	61	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0
Methylocella silvestris	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylococcus capsulatus	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystis sp. SC2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomonas methanica	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophaga frappieri	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophaga nitratireducenticrescens	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilales bacterium HTCC2181	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotenera mobilis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotenera versatilis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methylovorus sp. MP688	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Meyerozyma guilliermondii	1	0	1	0	1	0	1	0	1	0	0	1	1	0	2	0	1	2	2	0	1	2	4	0	1
Micavibrio aeruginosavorus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium testaceum	0	0	0	0	0	0	0	8	1	0	0	0	0	0	3	0	1	0	0	1	0	5	0	20	18
Micrococcus luteus	1	0	0	0	0	0	0	4	4	1	1	3	1	4	5	1	3	2	0	0	1	1	1	1	0
Microcystis aeruginosa	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microlunatus phosphovorus	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	3	0
Micromonas sp. RCC299	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
Micromonospora sp. L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Microsporum gypseum	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mobiluncus curtisii	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	0	0
Modestobacter marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	3	0
Monosiga brevicollis	0	1	3	4	1	0	5	3	2	10	2	0	0	0	1	2	3	3	3	1	11	2	1	5	0
Moorella thermoacetica	0	0	0	4	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	2	0	2	8	0	0
Moraxella catarrhalis	0	0	0	0	2	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0
Mortierella verticillata	0	1	2	0	4	0	2	0	3	11	0	0	2	1	1	1	1	0	0	1	0	2	1	1	3
Mucor circinelloides	0	0	0	1	3	2	1	1	0	3	1	0	3	1	1	9	0	1	3	0	4	0	2	2	1
Murine polyomavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Myceliophthora thermophila	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Mycobacterium avium complex (MAC)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0
Mycobacterium chelonae group	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Mycobacterium chubuense	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mycobacterium gilvum	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Mycobacterium rhodesiae	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	4	0	1	0
Mycobacterium sinense	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium sp. KMS	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium tuberculosis complex	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
Mycobacterium vanbaalenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Mycoplasma arthritidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mycoplasma fermentans	0	0	0	2	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
Mycoplasma hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mycoplasma mycoides group	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Mycoplasma synoviae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcus xanthus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Nakamurella multipartita	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
Natranaerobius thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	12	0	0
Naumovozyma castellii	2	0	0	0	2	1	5	3	3	0	0	2	2	1	0	0	0	1	1	0	3	3	1	5	0
Naumovozyma dairenensis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nautilia profundicola	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Neisseria cinerea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Neisseria flavescens	1	0	4	0	180	122	0	78	0	0	70	8	5	16	19	0	9	11	2	8	2	6	27	1	0
Neisseria gonorrhoeae	5	2	7	1	1	6	1	42	9	23	2	8	5	2	15	2	13	4	10	11	6	1	2	10	11
Neisseria lactamica	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0
Neisseria meningitidis	0	1	0	21	41	18	0	1	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria mucosa	0	0	1	0	6	5	3	20	0	0	41	0	0	0	27	0	1	7	0	0	9	0	15	1	0
Neisseria sicca	0	1	0	0	0	0	0	22	0	4	3	0	1	0	2	0	0	0	5	4	0	0	0	5	0
Neisseria subflava	0	9	0	0	1	3	7	5	0	3	50	0	0	0	2	0	0	0	0	5	21	0	1	0	0
Neosartorya fischeri	0	0	1	23	78	18	16	8	1	0	1	3	14	8	37	4	3	1	3	4	13	7	55	16	2
Nephroselmis olivacea	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0
Neurospora tetrasperma	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Niastella koreensis	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratiruptor sp. SB155-2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrobacter hamburgensis	0	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
