Count	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:278197|Pediococcus_pentosaceus_ATCC_25745	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	39	0	0
taxid:2787|Porphyra_purpurea	0	0	6	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1
taxid:279010|Bacillus_licheniformis_ATCC_14580_=_DSM_13	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0
taxid:279238|Novosphingobium_aromaticivorans_DSM_12444	0	42	18	5	0	8	0	0	2	1	6	35	24	1	12	1	16	2	0	3	0	6	2	9	1
taxid:279714|Pseudogulbenkiania_ferrooxidans_2002	0	0	0	25	145	30	5	9	2	2	0	3	0	0	0	0	2	0	0	1	0	1	20	0	0
taxid:279808|Staphylococcus_haemolyticus_JCSC1435	0	0	0	0	0	4	0	510	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1
taxid:280699|Cyanidioschyzon_merolae_strain_10D	0	0	0	21	265	34	0	16	0	0	0	0	2	0	0	0	0	0	0	4	0	1	12	0	1
taxid:280701|Pseudomonas_phage_F116	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:281090|Leifsonia_xyli_subsp._xyli_CTCB07	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4
taxid:281309|Bacillus_thuringiensis_serovar_konkukian_97-27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:281310|Haemophilus_influenzae_86-028NP	0	0	6	0	117	0	0	32	0	0	0	0	0	0	0	0	7	0	0	0	0	0	87	0	0
taxid:281689|Desulfuromonas_acetoxidans_DSM_684	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:282458|Staphylococcus_aureus_subsp._aureus_MRSA252	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
taxid:282459|Staphylococcus_aureus_subsp._aureus_MSSA476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
taxid:283942|Idiomarina_loihiensis_L2TR	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
taxid:284591|Yarrowia_lipolytica_CLIB122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:284592|Debaryomyces_hansenii_CBS767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
taxid:284593|Candida_glabrata_ATCC_2001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:284811|Ashbya_gossypii_ATCC_10895	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:284812|Schizosaccharomyces_pombe_972h-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
taxid:284813|Encephalitozoon_cuniculi_GB-M1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:285951|Gracilaria_tenuistipitata_var._liui	0	0	0	2	88	18	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	13	0	0
taxid:286636|Streptococcus_pyogenes_MGAS10394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
taxid:288000|Bradyrhizobium_sp._BTAi1	3	200	63	104	11	33	28	10	46	22	39	112	137	20	16	7	70	10	8	28	10	17	10	62	9
taxid:2880|Ectocarpus_siliculosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
taxid:288705|Renibacterium_salmoninarum_ATCC_33209	0	152	28	0	0	65	0	5	70	0	63	160	0	8	422	78	207	42	139	182	170	684	161	73	86
taxid:289376|Thermodesulfovibrio_yellowstonii_DSM_11347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
taxid:289380|Clostridium_perfringens_SM101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
taxid:2898|Cryptomonas_paramecium	0	0	0	1	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0
taxid:290315|Chlorobium_limicola_DSM_245	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
taxid:290338|Citrobacter_(diversus)_koseri_ATCC_BAA-895	0	39	25	0	0	128	0	1	2	1	1	0	0	0	9	0	0	7	0	0	1	0	1	0	0
taxid:290339|Cronobacter_sakazakii_ATCC_BAA-894	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
taxid:290340|Arthrobacter_aurescens_TC1	0	35	0	9	2	67	3	0	0	4	1	4	1	1	1	0	0	0	1	37	3	1	9	7	0
taxid:290398|Chromohalobacter_salexigens_DSM_3043	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
taxid:290399|Arthrobacter_sp._FB24	0	0	0	0	0	1	0	1	0	0	0	0	0	3	22	0	0	0	6	0	9	27	0	0	10
taxid:2903|Emiliania_huxleyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
taxid:290400|Jannaschia_sp._CCS1	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
taxid:290402|Clostridium_beijerinckii_NCIMB_8052	0	0	102	0	13	444	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2174	0	1	0
taxid:290512|Prosthecochloris_aestuarii_DSM_271	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
taxid:292414|Ruegeria_sp._TM1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
taxid:292415|Thiobacillus_denitrificans_ATCC_25259	0	0	4	1	2631	69	0	40	0	0	0	0	0	0	5	0	19	1	0	0	0	0	0	0	3
taxid:292564|Cyanobium_gracile_PCC_6307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
taxid:293614|Rickettsia_akari_str._Hartford	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:293826|Alkaliphilus_metalliredigens_QYMF	0	1	13	42	1719	1	1	0	0	0	0	42	189	0	19	0	30	0	0	0	0	32	150	2	0
taxid:294747|Candida_tropicalis_MYA-3404	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
taxid:295405|Bacteroides_fragilis_YCH46	0	0	0	20602	535	9	0	0	0	0	1	164	18015	6335	0	24	31	0	34	11	1	503	39	0	0
taxid:296543|Thalassiosira_pseudonana_CCMP1335	0	2	1	17	18	2	6	9	0	1	35	49	3	10	5	10	0	4	9	0	3	4	28	25	13
taxid:296587|Micromonas_sp._RCC299	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
taxid:296591|Polaromonas_sp._JS666	0	0	0	0	242	2	10	79	1	5	0	0	2	0	0	0	11	0	0	0	0	0	1	2	0
taxid:298653|Frankia_sp._EAN1pec	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
taxid:298654|Frankia_sp._EuI1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
taxid:299768|Streptococcus_thermophilus_CNRZ1066	0	0	0	0	0	0	0	0	0	1	2	0	0	0	36	0	0	2	0	0	0	0	0	16	0
taxid:300267|Shigella_dysenteriae_Sd197	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:300268|Shigella_boydii_Sb227	0	9	0	0	0	0	2	0	0	0	0	4	4	0	0	152	2	0	0	4	9	0	0	0	0
taxid:300269|Shigella_sonnei_Ss046	0	0	3	4	0	41	0	10293	0	0	0	0	4	60	7	19	2	0	0	158	0	0	0	1	151
taxid:300852|Thermus_thermophilus_HB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:306263|Campylobacter_lari_RM2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
taxid:306264|Campylobacter_upsaliensis_RM3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	9	25	0	0	0	0	0	0
taxid:306537|Corynebacterium_jeikeium_K411	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	4	1	1	0	0	1	0	1	4
taxid:3077|Chlorella_vulgaris	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0
taxid:311402|Agrobacterium_vitis_S4	0	5	0	0	0	0	0	0	0	0	6	1	13	0	0	0	0	0	0	0	0	0	0	1	0
taxid:311403|Agrobacterium_radiobacter_K84	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
taxid:312153|Polynucleobacter_necessarius_subsp._asymbioticus_QLW-P1DMWA-1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
taxid:312309|Vibrio_fischeri_ES114	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
taxid:31312|Nephroselmis_olivacea	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0
taxid:313612|Lyngbya_sp._PCC_8106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:313627|Bacillus_sp._NRRL_B-14911	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:313628|Lentisphaera_araneosa_HTCC2155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314225|Erythrobacter_litoralis_HTCC2594	0	17	2	18	0	0	0	0	0	0	0	1	9	0	0	0	1	1	0	0	1	0	11	7	1
taxid:314253|Nitrobacter_sp._Nb_311A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314288|Vibrio_alginolyticus_12G01	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314315|Lactobacillus_sakei_subsp._sakei_23K	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:314565|Xanthomonas_campestris_pv._campestris_8004	1	0	0	0	0	0	0	0	2	0	9	1	0	6	21	0	0	15	0	12	0	0	6	0	0
taxid:314607|beta_proteobacterium_KB13	0	0	0	0	2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:31532|Lactococcus_phage_sk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
taxid:31537|Lactococcus_phage_c2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
taxid:316055|Rhodopseudomonas_palustris_BisA53	0	6	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	5	0	0	0	1	0
taxid:316056|Rhodopseudomonas_palustris_BisB18	0	1	0	1	0	0	0	0	4	1	0	0	2	0	0	1	1	2	0	0	0	0	0	1	0
taxid:316057|Rhodopseudomonas_palustris_BisB5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0
taxid:316058|Rhodopseudomonas_palustris_HaA2	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	4	0	0	0	1	0	9	0	0	0
taxid:316273|Xanthomonas_campestris_pv._vesicatoria_85-10	0	0	0	1	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0
taxid:316274|Herpetosiphon_aurantiacus_DSM_785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
taxid:316275|Aliivibrio_salmonicida_LFI1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
taxid:316278|Synechococcus_sp._RCC307	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
taxid:316385|Escherichia_coli_DH10B	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	3	0	0	0
taxid:316401|Escherichia_coli_ETEC_H10407	0	0	0	55	0	4	0	65	0	0	0	0	199	5	0	0	0	28	0	0	7	0	19	0	0
taxid:316407|Escherichia_coli_str._K-12_substr._W3110	0	0	0	0	0	0	0	364	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:317655|Sphingopyxis_alaskensis_RB2256	0	64	23	37	10	1	18	8	18	15	23	14	45	0	38	2	9	6	15	0	6	2	11	27	8
taxid:318161|Shewanella_denitrificans_OS217	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:318586|Paracoccus_denitrificans_PD1222	0	1	0	1	0	0	0	1	1	0	1	0	2	1	0	2	1	0	0	0	0	0	0	0	0
taxid:319224|Shewanella_putrefaciens_CN-32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:319225|Chlorobium_luteolum_DSM_273	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:31964|Clavibacter_michiganense_sepedonicum	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0	24	0	0	0	1	0	0	0	0	0
taxid:319701|Streptococcus_pyogenes_MGAS6180	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
taxid:319795|Deinococcus_geothermalis_DSM_11300	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
taxid:320374|Burkholderia_pseudomallei_S13	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
taxid:320831|Staphylococcus_phage_PT1028	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:321314|Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_SC-B67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
taxid:321955|Brevibacterium_linens_BL2	0	0	0	1	0	4	0	1	0	0	1	0	0	0	0	0	0	5	0	0	0	1	1	0	0
taxid:321967|Lactobacillus_casei_ATCC_334	0	0	9	18	0	0	0	0	0	0	5	2	0	2	0	0	0	0	0	0	4	0	0	0	0
taxid:322159|Streptococcus_thermophilus_LMD-9	0	133	0	46	0	505	0	39	11	0	58	1	141	44	299	0	26	63	17	50	12	43	76	32	0
taxid:322710|Azotobacter_vinelandii_DJ	0	5	5	0	5	2	21	0	3	3	7	1	4	0	5	2	1	7	1	0	3	12	3	1	3
taxid:323097|Nitrobacter_hamburgensis_X14	0	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:323098|Nitrobacter_winogradskyi_Nb-255	0	0	0	0	44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:323261|Nitrosococcus_oceani_ATCC_19707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
taxid:323848|Nitrosospira_multiformis_ATCC_25196	0	0	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:324057|Paenibacillus_sp._JDR-2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:324831|Lactobacillus_gasseri_ATCC_33323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
taxid:326423|Bacillus_amyloliquefaciens_FZB42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0
taxid:330214|Candidatus_Nitrospira_defluvii	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
taxid:330879|Aspergillus_fumigatus_Af293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
taxid:331104|Blattabacterium_sp._(Blattella_germanica)_str._Bge	0	0	0	5	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0
taxid:331111|Escherichia_coli_E24377A	0	0	0	0	0	88	0	61	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
taxid:331112|Escherichia_coli_HS	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:331113|Simkania_negevensis_Z	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
taxid:331271|Burkholderia_cenocepacia_AU_1054	0	0	0	0	35	0	11	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:331272|Burkholderia_cenocepacia_HI2424	0	15	36	76	285	13	53	594	67	15	23	13	48	0	144	28	64	16	1	8	52	29	71	0	1
taxid:331869|alpha_proteobacterium_BAL199	0	0	0	2	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
taxid:332648|Botrytis_cinerea_(B05.10)	2	1	0	1	1	3	0	1	0	21	0	1	11	1	1	2	1	0	1	0	2	0	0	14	9
taxid:332952|Aspergillus_flavus_NRRL3357	0	0	0	1	2	3	1	2	0	0	1	1	0	0	1	3	0	0	3	0	1	0	0	0	0
taxid:333668|Theileria_parva_strain_Muguga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
taxid:333849|Enterococcus_faecium_DO	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0
taxid:333990|Carnobacterium_sp._AT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
taxid:334390|Lactobacillus_fermentum_IFO_3956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	73	1	0
taxid:334413|Finegoldia_magna_ATCC_29328	1	0	0	74	0	0	0	38	0	0	0	2	0	3	1	0	1	0	2	34	1	1	290	0	0
taxid:334819|Fusarium_verticillioides_7600	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
taxid:335283|Nitrosomonas_eutropha_C91	0	0	0	0	832	0	7	178	0	1	0	2	0	0	0	0	11	0	1	8	0	0	0	0	0
taxid:335284|Psychrobacter_cryohalolentis_K5	1	1	0	0	0	1	2	0	0	0	0	0	0	0	6	0	0	1	0	3	0	1	0	0	0
taxid:335541|Syntrophomonas_wolfei_Goettingen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
taxid:335659|Bradyrhizobium_sp._S23321	0	2	0	5	0	0	1	0	6	0	0	4	0	0	3	0	0	0	0	2	4	5	0	0	0
taxid:33653|Cafeteria_roenbergensis	0	0	0	6	105	36	0	21	0	0	0	0	0	0	0	0	1	0	0	1	0	0	8	0	0
taxid:337191|Gordonia_sp._KTR9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	4	0	0	1	0	0
taxid:338187|Vibrio_campbellii_ATCC_BAA-1116	0	0	0	1	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:338473|Actinomyces_phage_Av-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:338966|Pelobacter_propionicus_DSM_2379	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:338969|Rhodoferax_ferrireducens_T118	0	0	0	0	1	0	1	5	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
taxid:339670|Burkholderia_ambifaria_AMMD	0	1	0	1	1	4	17	61	2	4	1	1	6	1	8	0	8	8	10	7	2	2	2	2	1
taxid:339671|Actinobacillus_succinogenes_130Z	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:339860|Methanosphaera_stadtmanae_DSM_3091	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:340099|Thermoanaerobacter_pseudethanolicus_ATCC_33223	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:340100|Bordetella_petrii_DSM_12804	0	0	0	0	1	0	0	6	8	0	1	0	0	0	5	1	0	0	0	10	0	1	0	2	0
taxid:340322|Corynebacterium_glutamicum_R	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
taxid:34116|Leptosira_terrestris	0	0	0	0	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	159	0	1
taxid:342108|Magnetospirillum_magneticum_AMB-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
taxid:342109|Xanthomonas_oryzae_pv._oryzae_MAFF_311018	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:342110|Ralstonia_solanacearum_UW551	0	2	0	26	1399	0	35	203	0	8	1	0	13	0	0	0	45	0	0	12	0	4	7	0	0
taxid:342451|Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305	1	0	0	1	0	3	2	19	0	0	0	1	0	0	4	0	0	0	0	2	1	1	1	0	1
taxid:342610|Pseudoalteromonas_atlantica_T6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
taxid:342613|Streptococcus_agalactiae_18RS21	0	299	58	687	376	3334	5	1	0	0	0	0	725	0	795	0	0	0	77	0	0	87	179	0	0
taxid:342614|Streptococcus_agalactiae_515	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:342615|Streptococcus_agalactiae_H36B	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:344609|Shigella_boydii_CDC_3083-94	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:344612|Aspergillus_clavatus_NRRL_1	0	4	1	0	0	1	5	2	1	2	1	2	5	0	2	0	4	0	1	0	1	4	0	1	0
taxid:344747|Planctomyces_maris_DSM_8797	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
taxid:345219|Bacillus_coagulans_36D1	0	0	5	19	45	0	0	0	0	0	0	11	20	0	7	0	0	0	0	0	0	0	21	0	0
taxid:347253|Streptococcus_salivarius_JIM8777	0	0	0	1	9	0	1	0	0	0	4	8	0	0	10	0	0	0	0	0	0	8	0	0	0
taxid:347256|Mycoplasma_hominis_ATCC_23114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:347834|Rhizobium_etli_CFN_42	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	3	0
taxid:349101|Rhodobacter_sphaeroides_ATCC_17029	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:349102|Rhodobacter_sphaeroides_ATCC_17025	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
taxid:349106|Psychrobacter_sp._PRwf-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
taxid:349123|Lactobacillus_reuteri_100-23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:349124|Halorhodospira_halophila_SL1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:349161|Desulfotomaculum_reducens_MI-1	0	0	0	78	164	42	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	190	0	0
taxid:349163|Acidiphilium_cryptum_JF-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
taxid:349307|Methanosaeta_thermophila_PT	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:349519|Leuconostoc_citreum_KM20	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:349520|Paenibacillus_polymyxa_E681	0	0	0	57	304	69	1	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	102	0	13
taxid:349741|Akkermansia_muciniphila_ATCC_BAA-835	0	0	0	2895	0	0	205	168	0	61	0	579	0	0	0	0	0	21	43	3	50	0	2056	0	0
taxid:349965|Yersinia_intermedia_ATCC_29909	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0
taxid:349968|Yersinia_bercovieri_ATCC_43970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:350054|Mycobacterium_gilvum_PYR-GCK	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:350058|Mycobacterium_vanbaalenii_PYR-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
taxid:350688|Alkaliphilus_oremlandii_OhILAs	0	0	0	15	6	0	0	0	2	0	0	0	3	0	0	0	0	0	9	0	0	0	0	0	0
taxid:350701|Burkholderia_dolosa_AUO158	0	0	1	0	0	0	1	2	0	1	0	0	1	0	1	0	2	1	0	0	0	0	0	0	1
taxid:350703|Pseudomonas_aeruginosa_2192	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
taxid:351016|Roseobacter_sp._AzwK-3b	0	0	0	0	1	2	2	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	2	0	1
taxid:351348|Marinobacter_aquaeolei_VT8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
taxid:351605|Geobacter_uraniireducens_Rf4	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
taxid:351607|Acidothermus_cellulolyticus_11B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351627|Caldicellulosiruptor_saccharolyticus_DSM_8903	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:351745|Shewanella_sp._W3-18-1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
