PercentCoverage	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
taxid:441770|Clostridium_botulinum_A_ATCC_19397	0	0	0	0	0	0	0	0	0	0	0	0	0.0159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:441771|Clostridium_botulinum_A_str._Hall	0	0	0	0	0	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091	0	0	0	0	0	0
taxid:441772|Clostridium_botulinum_F_str._Langeland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:441959|Talaromyces_stipitatus_ATCC_10500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:442563|Bifidobacterium_animalis_subsp._lactis_AD011	0.0046	0.0202	0.0665	0.0039	0	0.0093	0.0256	0	0.0041	0.0304	0.014	0.054	0.0397	0	0.0178	0.0093	0	0.0046	0.0452	0.0046	0.009	0.0366	0	0.0093	0.0274	0.0545	0.0046	0.0267	0.0047	0.0138	0.0092	0.0184	0.0086	0.0093	0	0.0341	0	0.0428	0.0568	0.0093	0	0.0206	0.0215	0	0	0.0212	0.0414	0.0093	0	0.0185	0.0138	0	0.0181	0	0.0043	0.0582	0.0113	0	0.0305	0.0046	0	0.0062	0	0.0857	0.0047	0.0041	0	0.009	0.0048	0.031	0	0.0125	0.0275	0.0046	0.0485	0	0.0658	0.0137	0	0	0	0	0.0103	0.0178	0.009	0	0.0098	0.017	0.0537
taxid:443143|Geobacter_sp._M18	0.0017	0.0066	0.0016	0.0016	0.0017	0.0017	0	0	0	0	0	0.0034	0	0.0034	0.0017	0.00520000000001	0	0.0064	0	0.012	0	0.0138	0	0.0034	0	0	0	0.02	0	0	0	0	0	0	0.0099	0	0	0.0508	0	0	0.0034	0.0017	0.0017	0.0101	0	0.0017	0	0	0	0	0	0	0	0	0.0032	0	0.0034	0	0	0.0073	0	0	0.0219	0.0314	0.0068	0	0	0.0017	0	0	0.0017	0	0.0189	0	0	0.0015	0.0099	0.0074	0	0.00329999999999	0	0	0	0	0	0.0016	0	0	0.013
taxid:443144|Geobacter_sp._M21	0.0019	0.0019	0	0	0	0	0.0077	0	0.0017	0	0.0019	0	0.0017	0.0035	0	0	0	0	0	0.0074	0.0019	0.0037	0.0057	0	0	0.0057	0.0131	0.0019	0.0038	0.0019	0.0018	0	0	0	0	0	0	0	0	0	0	0.0151	0.0036	0.0095	0.00559999999999	0.0036	0.015	0.0114	0	0	0	0	0	0	0.0035	0.0092	0	0	0.0016	0	0	0.0019	0.0153	0	0	0.0057	0	0	0	0	0	0	0.0038	0	0.0032	0.0036	0	0	0	0	0.0035	0.0018	0.0019	0	0.0019	0	0	0.0162	0
taxid:443152|Marinobacter_algicola_DG893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.002	0	0	0	0.0018	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443218|Amycolicicoccus_subflavus_DQS3-9A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443254|Marinitoga_piezophila_KA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443342|candidate_division_TM7_genomosp._GTL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443906|Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0.0105	0.0053	0.0074	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0.011	0
taxid:444158|Methanococcus_maripaludis_C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:444177|Lysinibacillus_sphaericus_C3-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0.0111	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.0019	0	0	0	0
taxid:444178|Brucella_ovis_ATCC_25840	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0.0027	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0.0022	0	0	0	0	0	0.0026	0	0	0	0	0	0	0
taxid:444179|Candidatus_Sulcia_muelleri_GWSS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0362	0	0	0	0	0	0	0	0.0338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:444450|Escherichia_coli_O157:H7_str._EC4115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2737	0.0021	0	0	0	0.0109	0	0.0016	0	0	0	0	0	0	0	0	0	0.0047	0	0.1001	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0
taxid:444612|Rickettsia_endosymbiont_of_Ixodes_scapularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0
taxid:445334|Clostridium_perfringens_C_str._JGS1495	0.0992	0.1097	0.1209	0.0491	0.0285	0	0.4369	0.9282	0.0411	0.091	0	0.0907	0.0049	0.0218	0.0292	0.0579	0.0848	0.0153	0.2063	0.0024	0.0049	0	8.9473	0.0473	2.1643	0.2716	0.00830000000001	0.0977	0.0303	0.0325	0	0	0.0569	0.071	0.0554	0	0.0237	0.0024	0.4021	0.0048	0.0508	0.1266	0.105	0.9684	0.12	0.0617	0.1565	0	0.0496	0.2117	0.0345	0	0.0392	0.048	0.0333	0.4158	0.067	0.0814	0.0195	0.2053	0.0783	0	0.1351	0.0046	0.1128	0.0753	0.0177	0	0.00250000000001	0.0921	0	0.2478	0.0295	0.344	0.0141	0.0531	0.2839	0.028	0.0809	0.0216	0.1081	0	0.4318	0.0249	0.7578	0	0.0048	0.0026	0.1511
taxid:445335|Clostridium_botulinum_NCTC_2916	0	0.0066	0.0331	0	0.0212	0	0	0	0	0	0.0022	0	0	0	0.0115	0.0022	0	0	0	0	0	0.0022	0.0825	0	0.0652	0.0175	0	0.0493	0	0	0	0	0.0022	0	0	0	0	0	0	0.0088	0.0303	0	0.0022	0	0.0022	0	0.0022	0	0	0	0.0173	0	0.0352	0	0	0.0774	0	0.0232	0	0	0.0276	0	0.0309	0.0021	0	0	0	0.0329	0	0	0	0	0	0	0.0022	0	0	0.0594	0	0	0	0.015	0.0291	0.0086	0.0301	0	0	0	0
taxid:445336|Clostridium_botulinum_Bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146	0	0.002	0	0	0	0	0.0021	0.0043	0.0272	0.0345	0	0.0021	0	0	0	0	0	0.0021	0	0	0	0	0	0.0309	0	0	0	0.0169	0.0616	0	0	0	0.0299	0	0.0461	0	0	0	0.002	0	0	0.0149	0	0	0	0	0	0	0	0.0209	0	0	0	0.0154	0.0155	0	0.0572	0	0.0021	0	0	0	0	0	0	0.0219	0	0	0	0.0655	0	0	0	0.0879
taxid:445337|Clostridium_botulinum_C_str._Eklund	0.0118	0	0.0057	0.0336	0	0	0.0031	0.0345	0	0	0.0394	0.0061	0	0.003	0.012	0.003	0	0	0.0417	0.0273	0.027	0.003	0.0953	0	0	0.003	0.00289999999999	0.003	0.03	0	0.0942	0	0.003	0	0.0144	0.0154	0.003	0.066	0.009	0	0	0	0.0271	0.0292	0.069	0	0.003	0	0	0	0.0278	0.003	0.0149	0.034	0.077	0.1163	0	0	0	0	0	0	0.0306	0.0028	0	0.009	0.0031	0	0	0.0026	0	0.0058	0.0577	0.0957	0.003	0.0589	0	0.0026	0.0148	0	0	0.0028	0.1297	0.003	0.0061	0	0.0211	0	0.1342
taxid:445932|Elusimicrobium_minutum_Pei191	0.0054	0	0.00520000000001	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:445987|Borrelia_valaisiana_VS116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:446462|Actinosynnema_mirum_DSM_43827	0	0	0.000999999999995	0	0	0	0.0067	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0	0	0.000999999999995	0	0	0	0.0011	0	0	0	0	0	0	0	0.0041	0	0	0.0011	0	0	0	0	0	0.0054	0	0.0022	0	0	0	0	0	0	0	0	0	0.002	0	0.0011	0	0	0	0.0011	0	0	0	0.0041	0	0.000999999999995	0	0.000999999999995	0	0	0	0.0011	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0.0099	0.0022
taxid:446465|Brachybacterium_faecium_DSM_4810	0	0	0	0.0184	0	0	0.0128	0	0	0	0	0.00250000000001	0.0114	0.00250000000001	0.00250000000001	0	0	0	0.0139	0	0	0	0.0022	0	0	0.0146	0	0	0	0	0	0	0	0.0021	0	0	0	0.00250000000001	0	0.005	0.005	0.0023	0.00250000000001	0.0202	0	0.0047	0.00250000000001	0	0	0	0	0	0	0	0.0046	0	0.0075	0	0.00250000000001	0.0049	0.0022	0	0.0252	0	0.0134	0	0	0	0	0	0	0	0.0178	0	0	0.0024	0	0	0	0.0068	0	0	0.0045	0	0	0	0	0.0074	0
taxid:446466|Cellulomonas_flavigena_DSM_20109	0.0022	0.0022	0	0.0041	0.0065	0	0	0.0023	0	0	0	0.00869999999999	0.0021	0	0.0065	0.0065	0	0	0.0021	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0.0021	0	0	0.0154	0	0.0149	0	0.0064	0.0043	0	0	0.0021	0	0	0	0.00790000000001	0	0	0	0.0021	0.0022	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0.0116	0	0.0022	0	0.0108	0.0112	0	0	0	0	0.00599999999999	0	0.0022	0	0.0044	0	0.0044
taxid:446468|Nocardiopsis_dassonvillei_subsp._dassonvillei_DSM_43111	0	0	0.0013	0	0	0	0	0	0	0.004	0	0	0.0027	0.0013	0.0014	0	0	0	0.0014	0.0086	0.0014	0.0081	0	0	0	0.0069	0	0	0.0028	0	0.0014	0	0	0	0	0	0	0	0	0	0	0.0028	0	0.0136	0.0011	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0.0027	0	0.0124	0.0177	0	0	0	0	0.0027	0	0	0	0.009	0.0042	0.0012	0.0053	0.0014	0	0.0077	0	0	0.0012	0.0013	0.0027	0	0	0.0062	0.0027	0.0176	0.0096
taxid:446469|Sanguibacter_keddieii_DSM_10542	0	0	0.00599999999999	0	0.0021	0	0.0022	0	0.0042	0	0	0.0048	0.012	0	0	0.0021	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084	0	0.0021	0	0	0.0021	0.0021	0.0081	0	0	0.0161	0.0021	0	0.0041	0	0	0.002	0	0	0	0.002	0.0019	0.0019	0	0	0.0148	0	0.0041	0	0	0	0.0042	0	0	0	0.0022	0.0122	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0.0019	0	0.0042	0
taxid:446470|Stackebrandtia_nassauensis_DSM_44728	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0.0026	0.0013	0	0	0.0065	0	0	0	0	0	0	0	0	0.0051	0	0	0.0013	0	0	0.00250000000001	0	0	0	0	0	0.0013	0	0	0.0026	0	0	0	0.0013	0.0012	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0.0067	0
taxid:446471|Xylanimonas_cellulosilytica_DSM_15894	0	0.0023	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0.0023	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0.0145	0.00559999999999	0.0023	0	0.0064	0	0	0	0	0.0091	0	0	0.0022	0	0.0093	0	0.0064	0.0021	0	0.007	0.007	0.0264	0	0	0	0	0	0	0.0043	0	0	0	0	0	0.002	0	0.0067	0	0	0	0.0022	0	0	0	0.0021	0	0.0348	0.0023
taxid:447217|Anaeromyxobacter_sp._K	0	0	0.0017	0	0	0	0	0.0037	0.0018	0	0	0.0018	0.0099	0	0	0	0	0	0.0051	0	0	0	0	0	0	0	0	0	0.0069	0	0	0	0	0	0.0035	0	0	0.0104	0.0016	0	0	0.0194	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.0016	0.007	0	0	0	0	0	0	0	0.005	0.0018	0	0	0	0	0	0	0.0034	0.0121	0	0.005	0.0134	0	0	0	0.0017	0.0017	0	0.0016	0	0	0	0	0.0162	0.0071
taxid:447454|candidate_division_TM7_single-cell_isolate_TM7a	0	0.0047	0	0.0023	0.0047	0.0024	0	0	0	0.0048	0.0024	0.0048	0	0	0.0024	0	0.0023	0.0072	0.0045	0	0	0.0072	0	0	0.0024	0	0	0.0024	0	0.0071	0	0	0.0184	0	0	0.012	0	0	0.0047	0.0203	0	0	0.0024	1.7675	0	0	0.0024	0	0.0112	0.0023	0	0	0.0024	0.0697	0.0112	0	0	0	0.0121	0	0.2315	0.0096	0.0049	0.0158	0.0073	0.0024	0.00250000000001	0	0.0098	0	0.1024	0	0.0049	0	0.0024	0.0046	0.0024	0.0024	0.0096	0	0	0	0	0	0.0073	0.0023	0	0	0
taxid:447455|candidate_division_TM7_single-cell_isolate_TM7b	0	0	0	0	0.0726	0	0	0	0	0	0.0743	0.0743	0	0	0	0	0.0693	0	0	0	0.0735	0	0.0735	0	0	0.0743	0	0.1486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2072	0	0.0636	0	0	0	0	0.0735	0	0	0.0693	0	0	0	0	0	0	0	0	0	0	0.0743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3747	0	0	0	0	0	0
taxid:447456|candidate_division_TM7_single-cell_isolate_TM7c	0.0183	0	0.0526	0	0	0	0	0	0	0.1097	0.037	0	0	0.0526	0	0	0.0172	0	0.0526	0.0181	0	0	0.037	0	0	0	0	0.017	0.0185	0	0	0	0.0185	0	0.0548	0	0	0	0.0183	0.1285	0.0554	0.0253	0	0.7306	0	0.0154	0.0156	0	0.0172	0.0175	0.016	0	0	0	0.0513	0	0.0185	0	0	0.037	0.037	0	0	0	0	0	0	0	0.0382	0	0	0.0686	0	0	0	0.0345	0	0	0	0.053	0	0	0.1041	0	0	0	0	0	0.0185
taxid:448384|Enterobacteria_phage_Phi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:448385|Sorangium_cellulosum_So_ce56	0	0	0	0	0	0.000699999999998	0	0	0	0	0	0	0	0	0	0	0	0	0.000699999999998	0	0	0	0	0.000699999999998	0	0	0	0.000699999999998	0	0	0	0	0	0	0	0	0	0.000699999999998	0	0	0	0.0028	0.000699999999998	0.000699999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0.000599999999995	0.0014	0	0	0.000699999999998	0	0	0	0.002	0	0	0.002	0	0	0.000699999999998	0	0	0	0.000599999999995	0	0.000599999999995	0	0	0	0.000699999999998	0
taxid:449216|Rickettsia_prowazekii_Rp22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:449447|Microcystis_aeruginosa_NIES-843	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0.0015	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0
taxid:450851|Phenylobacterium_zucineum_HLK1	0	0	0	0	0	0.00599999999999	0.0064	0	0.0019	0	0.0041	0	0	0	0	0	0	0	0.002	0.008	0	0.0102	0.0019	0	0	0.0021	0	0.0021	0.0021	0	0	0.0061	0	0	0	0	0	0.0082	0	0	0	0.0021	0.0021	0	0.002	0	0	0	0	0.0036	0	0	0.0021	0	0	0.002	0.0021	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0.002	0	0.0104	0.0058	0	0.0068	0	0.0038	0	0	0	0	0	0	0	0	0	0	0
taxid:451515|Staphylococcus_aureus_subsp._aureus_USA300_FPR3757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451516|Staphylococcus_aureus_subsp._aureus_USA300_TCH1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091	0	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0	0
taxid:45151|Pyrenophora_tritici-repentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451640|Catenibacterium_mitsuokai_DSM_15897	0.392	0.1738	0.2306	0.173	0.3616	0.3586	0.3466	0.1925	1.426	4.6704	0.2169	32.0132	0.7703	0.0474	0.2498	0.2075	0.2336	0.0404	0.2656	0.3431	1.7145	0.2495	0.0443	0.2502	0.1909	0.1127	0.2364	0.1927	0.206	0.1467	0.0653	0.1215	0.1561	0.2307	0.2087	0.4244	0.1924	1.8404	0.1958	0.1526	0.4585	0.1152	0.2289	0.0405	0.1623	0.1993	2.001	0.1884	0.1547	11.6952	0.0441	0.0706	0.2349	0.0729	0.2235	0.3836	0.0526	30.8117	7.9946	0.265	0.283	0.0259	0.1224	0.6382	0.2737	0.459	0.0554	0.1334	0.1528	0.8359	0.1505	0.2683	0.1401	0.3019	15.0481	0.4038	0.1728	0.5211	0.1454	13.3368	0.4054	0.2738	0.2356	0.2671	3.7744	0.0494	0.1542	0.235	1.2523
taxid:451707|Bacillus_cereus_NVH0597-99	0	0.0017	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0.0089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451708|Bacillus_cereus_H3081.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0.0034	0	0	0	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0.0017	0	0	0	0	0	0	0	0
taxid:451709|Bacillus_cereus_03BB108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451754|Clostridium_perfringens_B_str._ATCC_3626	0.0178	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0.4627	0	0.1385	0.0102	0	0	0	0	0.0206	0	0.0023	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0.0158	0.0023	0	0	0	0.0089	0	0	0	0	0	0	0.0023	0.0143	0	0	0	0	0	0	0	0.0429	0	0	0	0.0022	0	0.0361	0	0.0046	0	0	0	0
taxid:451755|Clostridium_perfringens_E_str._JGS1987	0	0.0022	0	0	0	0	0.1212	0	0	0	0.00869999999999	0	0	0.0043	0	0.013	0.012	0	0.008	0	0	0.015	0.0239	0.0022	0.0022	0	0	0.0022	0	0	0	0	0	0.013	0	0	0	0	0.0021	0	0	0	0	0.0337	0	0	0	0	0.0076	0.0021	0	0.0065	0.0325	0.002	0.01	0	0.0257	0	0	0	0	0	0.0327	0.0243	0.0041	0	0.018	0.0086	0	0	0	0.0021	0	0	0	0	0	0	0.0088	0	0	0	0.0104	0.0021	0	0	0	0	0
taxid:451756|Clostridium_perfringens_CPE_str._F4969	0.0175	0	0	0	0	0	0	0.0439	0.0099	0.0638	0	0.0135	0	0	0	0	0	0	0.0121	0	0	0	0.3915	0	0.0026	0	0	0	0	0.0023	0	0	0	0.00250000000001	0	0	0	0	0	0	0	0.0076	0	0	0.00250000000001	0	0	0	0	0	0	0	0	0	0	0	0.0537	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250000000001	0	0.0206	0.00250000000001	0	0	0	0	0	0	0	0	0.00250000000001	0	0.0332	0	0	0	0
