genus	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
Cellvibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Chaetomium	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Chelativorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Chitinophaga	0	0	0	2	0	0	0	0	1	0	2	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
Chlamydomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Chlamydophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Chloracidobacterium	0	2	3	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0
Chlorella	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
Chlorobaculum	0	0	0	0	1	0	3	0	0	0	0	3	2	0	2	0	1	0	0	0	2	3	2	0	0	2	1	2	0	3	0	1	2	0	0	0	0	3	1	0	0	2	1	0	2	0	2	1	0	3	0	0	0	2	0	1	2	0	2	0	1	4	3	3	0	0	0	0	0	1	0	0	6	0	1	3	1	5	0	0	2	0	3	0	1	0	1	4	4
Chlorobium	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	1	1	0	0
Chloroflexus	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroherpeton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Chromobacterium	1	0	0	9	0	1	0	0	30	5	0	24	0	2	0	0	0	10	0	1	0	12	0	0	0	0	3	9	1	9	1	17	1	14	1	0	6	0	2	0	0	1	14	144	0	9	8	3	0	12	10	0	14	0	21	1	0	0	13	2	0	1	5	4	21	5	13	0	0	8	7	0	18	17	0	0	0	2	23	29	0	37	5	8	1	0	5	0	11
Chromohalobacter	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Chthoniobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Citreicella	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	5
Citrobacter	1	2	4	0	0	10	3	10	0	390	11	1	170	0	4	1	18	2	10	0	0	5	5276	3	2	11	3	0	0	33	18	0	0	0	569	0	3	3	156	0	1	3	3	101	39	1604	1	4	38	10	59	0	0	746	4	88	71	44	1	5499	2	14	16	34	1	0	0	0	18	1	4	0	0	7	54	1	16	0	0	5	1	9	10	0	47	0	1	3309	1356
Clavibacter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	4	2	3	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	4	0
Clostridium	834	643	882	286	603	267	2052	817	231	670	481	540	575	652	630	567	269	284	823	764	237	790	7370	511	1609	949	711	807	877	179	491	353	471	815	904	526	330	565	1080	400	909	1074	779	7723	869	370	606	747	201	582	537	159	408	715	1083	1131	491	406	231	781	448	659	1029	449	686	342	402	342	478	573	459	1139	637	1338	647	1781	774	992	240	390	775	315	1186	487	2182	510	371	484	905
Coccidioides	6	0	2	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	6	1	0	0	2	0	2	0	0	1	1	1	2	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	2	2	0	0	2	1	0	0	0	0	0	0	0	2
Collimonas	0	0	0	0	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0
Collinsella	1645	926	2172	1316	59	691	13	6921	2606	1145	2384	1773	372	45	8	3931	15	774	1789	404	1730	2222	30	19	2082	83	1626	1113	264	16	12	3591	1530	3634	7832	2448	475	3358	880	1	80	429	3391	52	597	5730	3438	23	4100	2299	6014	7	2649	2241	2657	1213	7	2918	2666	108	593	4	6537	10113	2233	3769	369	3837	65	1131	6545	25	9226	43	2053	5297	19	8157	21	895	2541	7542	1257	900	2252	0	4532	3695	2261
Colwellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas	0	0	0	0	21	0	0	0	7	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	5	0	1	0	0	0	16	9	0	1	0	0	7	1	0	5	12	1	28	3	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	14	0	1	0	10	0	1	1	0	3	2	0	5	1	2	0	5	7	0	7	7	0	0	0	7	0
Conexibacter	0	1	0	0	3	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	14	1	0	2	1	1	0	0	0	1	0	0	2	0	0	0	1	0	5	0	0	0	0	0	1	0	0	6	0	1	8	0	0	5	0	1	8	0	0	0	0	2	0	0	0	1	8	0
Coprinopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacillus	279	78	314	152	250	285	932	49	44	112	121	80	206	3420	663	292	151	255	569	51	26	88	74	655	135	111	1203	69	2154	467	195	477	358	319	2522	598	449	14	43	2062	342	33	98	325	1390	135	39	171	557	78	494	3295	278	11995	671	271	1196	147	9	33	165	5166	71	131	153	410	7702	446	135	1522	10462	330	39	595	167	294	34	1702	232	49	564	197	149	129	59	32631	689	77	29
Coraliomargarita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
Corallococcus	2	1	0	0	1	0	2	0	0	6	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	8	0	2	8	2	0	3	0	3	0	6	0	0	0	3	0	0	6	0	5	0	0	0	0	0	2	2	1	0	0	3	0	0	0	0	4	0	1	0	0	2	0	0	0	1	15	0	1	0	0	0	0	0	0	1	0	0	0	0	3	2	0
Coriobacterium	1	1	2	1	4	0	7	2	0	0	5	3	2	2	0	2	1	9	2	1	1	2	2	1	2	3	2	7	16	0	3	4	1	1	0	7	4	1	1	0	3	7	3	0	1	0	2	2	5	5	7	0	1	1	5	3	0	2	2	1	0	1	6	5	2	3	0	2	3	0	2	2	5	3	9	6	1	3	0	0	5	1	8	0	1	1	1	7	5
Corynebacterium	5	5	15	8	9	5	1	3	2	7	10	13	15	4	2	6	5	0	16	5	4	5	1	9	0	4	7	2	4	2	5	7	4	2	3	2	2	9	2	2	6	10	13	41	4	11	9	1	1	9	3	1	4	5	2	4	3	4	6	9	1	1	16	17	2	5	0	5	0	1	4	2	19	19	1	9	5	3	4	4	9	4	4	9	2	0	5	10	8
Coxiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Croceibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Crocosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cronobacter	0	1	0	0	0	0	1	0	0	17	6	1	0	0	2	0	0	0	0	0	0	2	6	0	7	0	0	0	1	1	0	1	0	0	205	0	0	0	13	0	0	0	0	8	0	12	2	0	0	2	0	0	0	2	0	20	15	2	2	76	0	0	6	1	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	2	8	1	0	0	2	3370	1
Cryptobacterium	3	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	1	2	0	0	0	0	2	0	0	1	6	1	1	2	0	3	1	0	32	0	0	0	0	0	3	1	1	1	0	2	1	0	0	5	1	0	1	2	16	3	0	0	0	0	1	4	0	3	2	0	1	0	1	2	0	0	1	0	0	0	0	0	1	0
Cryptomonas	0	1	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	2	0	1	8	1	7	0	0	1	0	2	0	0	0	0	0	2	1	2	2	0	0	1	1	3	0	0	0	0	1	0	1	1	0	1	1	0	0	2	3	0	1	1	0	1	0	0	0	0	0	2	0	0	5	0	0	1	0	6	0	0	9	0	0	0	3
Cryptosporidium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus	0	30	7	3	4	0	8	10	29	2	38	28	6	4	1	3	9	0	7	11	9	7	4	7	14	0	3	14	0	1	42	29	1	12	1	1	0	1	8	3	3	36	13	632	3	23	1	32	8	29	6	0	0	6	36	10	41	2	5	12	13	7	4	14	27	0	1	15	3	2	2	1	18	3	9	32	24	1	21	9	10	45	9	19	29	0	11	22	2
Cyanidioschyzon	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	1	0	2	0	5	0	0	0	0	0	0	1	3	0	0	1	1	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	2
Cyanidium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cyanobium	0	0	0	3	1	2	4	0	0	0	0	3	6	0	5	0	0	1	1	3	0	10	0	1	1	0	2	1	2	1	1	0	0	1	0	1	0	0	0	0	1	4	0	0	2	0	3	0	0	1	0	0	0	0	2	1	1	1	0	7	1	0	1	1	0	0	0	2	4	0	0	0	5	4	4	2	0	2	0	1	4	2	3	2	1	1	0	10	5
Cyanophora	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	2	6	0
Cyanothece	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Cycloclasticus	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Cytophaga	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	6	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	19	0
D3likevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Debaryomyces	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Dechloromonas	0	14	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	9	0	1	0	1	0	0	0	0	1	2	0	5	0	7	0	0	0	0	21	0	1	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	11	0	0	0	0	0	0	1	0	1	0	0	4	0
Deferribacter	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dehalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	1	0	24	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	10	0	0	0	0	0	0	19	14
Dehalococcoides	1	15	3	0	0	19	22	2	1	4	3	10	1	7	25	4	1	19	0	15	0	3	15	3	2	10	0	5	2	5	0	3	2	1	70	19	0	5	1	5	4	5	4	1	4	0	8	0	15	4	0	1	4	0	0	11	0	4	3	0	4	34	0	53	21	0	1	8	2	2	0	2	3	11	6	0	1	1	0	4	3	5	3	0	1	1	25	2	2
Dehalogenimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Deinococcus	0	1	3	3	1	2	2	0	0	1	0	2	4	1	2	3	1	1	4	2	1	2	2	0	2	1	1	1	1	1	1	2	0	1	2	0	0	3	1	0	3	15	0	0	1	0	2	1	0	0	0	0	1	0	1	7	0	1	1	1	0	0	15	8	3	0	0	2	0	2	0	2	3	1	6	1	1	6	0	0	5	0	7	1	2	1	0	7	2
Delftia	4	5	8	0	6	0	2	11	2	5	14	27	9	1	5	1	0	2	4	7	0	6	0	20	4	5	0	6	15	5	8	0	0	8	5	0	8	26	2	0	0	15	10	153	3	15	12	10	0	18	3	1	6	0	0	15	7	8	27	11	4	2	19	13	10	0	7	20	0	1	15	5	4	13	4	0	3	1	19	21	1	10	6	8	40	2	7	9	0
Denitrovibrio	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfarculus	14	3	2	2	4	0	4	0	2	0	1	2	2	1	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	3	0	1	0	2	0	7	1	0	1	0	3	0	5	1	0	0	0	8	0	0	0	1	0	3	0	0	15	0	0	1	0	13	1	1	1	0	0	0	0	2	0	0	2	4	0	3	0	0	5	0	9	1	0	2	0	7	10
Desulfatibacillum	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0
Desulfitobacterium	14	0	18	12	1	6	10	0	1	0	1	1	0	0	6	0	12	1	5	1	1	0	12	0	4	4	7	0	9	9	6	13	11	1	1	0	0	3	7	0	36	12	0	0	4	1	0	8	7	0	0	0	0	28	5	2	0	4	0	5	2	0	3	1	13	0	0	0	6	2	7	1	0	8	25	4	1	14	0	2	11	4	10	1	3	19	0	0	2
Desulfobacca	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Desulfobacula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobulbus	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Desulfococcus	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	1	1	0	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0
Desulfohalobium	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfomicrobium	11	3	1	15	0	2	1	0	0	0	2	10	0	0	0	1	0	2	1	0	7	0	0	0	0	0	3	1	1	1	1	0	1	0	1	2	0	5	2	0	7	1	17	3	0	6	4	5	0	6	0	1	0	0	0	0	1	0	2	9	3	0	0	1	1	0	1	0	0	0	0	0	1	0	6	0	0	1	1	6	2	0	4	1	4	0	3	8	5
Desulfomonile	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Desulfosporosinus	14	10	16	0	0	4	16	0	4	15	2	2	8	0	0	8	0	0	7	4	0	4	0	2	5	11	10	1	6	0	0	1	1	5	14	2	1	1	9	15	7	52	56	1	14	25	29	0	0	33	1	1	2	5	0	31	1	0	1	2	38	3	0	1	0	1	11	16	0	1	14	1	17	2	55	0	11	11	0	0	0	0	3	0	8	0	0	0	27
Desulfotalea	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
