Count	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
taxid:398578|Delftia_acidovorans_SPH-1	4	0	8	0	5	0	0	11	1	5	1	0	6	0	0	0	0	0	4	7	0	6	0	9	0	4	0	6	0	0	8	0	0	8	5	0	0	0	0	0	0	14	4	1	3	0	0	10	0	10	3	0	6	0	0	8	7	0	0	0	4	1	10	7	1	0	7	0	0	0	9	0	4	10	4	0	0	0	0	10	1	9	6	7	1	2	5	0	0
taxid:398580|Dinoroseobacter_shibae_DFL_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
taxid:398767|Geobacter_lovleyi_SZ	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0
taxid:399599|Shewanella_baltica_OS195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
taxid:399726|Thermoanaerobacter_sp._X514	0	3	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	5	0	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
taxid:399739|Pseudomonas_mendocina_str._ymp	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
taxid:399741|Serratia_proteamaculans_568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	4	4	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	107	0
taxid:399742|Enterobacter_sp._638	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	4	79	0	1	1	0	0	0	0	4	0	0	10	649	0	0	0	115	0	0	0	0	1	0	22	0	0	0	0	2	0	0	1	0	50	6	8	0	101	0	0	22	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	982	0
taxid:399795|Comamonas_testosteroni_KF-1	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	3	8	0	1	0	0	7	0	0	0	12	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	4	0	0	0	0	1	2	0	0	1	1	0	5	0	0	7	0	0	0	0	0	0
taxid:40041|Streptococcus_equi_subsp._zooepidemicus	0	0	0	0	0	5	5	11	8	3	2	1	1	24	4	0	0	0	1	1	0	0	2	0	0	4	0	0	0	0	0	0	0	1	12	56	0	2	1	0	0	0	0	25	1	0	2	1	0	0	0	0	0	1	0	43	0	0	25	0	9	0	0	8	0	0	0	0	1	6	0	1	0	18	2	0	0	10	0	0	6	3	0	0	0	0	0	0	0
taxid:400667|Acinetobacter_baumannii_ATCC_17978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:400668|Marinomonas_sp._MWYL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
taxid:400673|Legionella_pneumophila_'Corby'	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:401053|Terriglobus_saanensis_SP1PR4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
taxid:401473|Bifidobacterium_dentium_Bd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	686	0	21	1	0	0	0	0	0	0	0	36	0	0	0	228	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:401526|Thermosinus_carboxydivorans_Nor1	6	0	16	17	11	3	0	0	1	2	2	2	1	15	0	19	13	2	18	24	31	2	2	2	12	22	79	23	0	1	16	0	1	7	7	0	38	15	2	0	1	43	0	0	1	2	22	0	19	18	428	0	0	0	3	22	40	22	17	0	10	2	35	0	1	213	2	15	1	13	30	9	0	13	84	15	1	0	1	12	33	0	0	0	19	18	1	32	10
taxid:402626|Ralstonia_pickettii_12J	1	0	14	0	0	0	0	7	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	13	0	0	0	6	0	0	0	0	0	8	1	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	26	0	0	0	2	0	0	0	0	8	2
taxid:402676|Schizosaccharomyces_japonicus_yFS275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:402881|Parvibaculum_lavamentivorans_DS-1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	4	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
taxid:403677|Phytophthora_infestans_T30-4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
taxid:403833|Petrotoga_mobilis_SJ95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:404380|Geobacter_bemidjiensis_Bem	0	0	5	0	0	3	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	5	6	0	0	7	0	0	0	0	1	8	0	0	1	0	0	2	0	0	0	0	0	5	0	0	13	1	0	0	1	0	0	0	0	1	6	3	0	0	3	1	0	0	0	5	3	0	0	0	1	1	0
taxid:404589|Anaeromyxobacter_sp._Fw109-5	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	3	1	0	1	0	0	2	0	0	1	1	3	0	0	3	0	0	2	0	3	0	0	3	0	0	0	1	0	0	0	2	1	0	2	0	5	0	0	2	0	0	0	0	0	1	0	0	1	6	0	2	6	0	3	0	0	0	0	1	2	3	1	0	1	1
taxid:404692|Coccidioides_immitis_RMSCC_2394	6	0	2	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	6	1	0	0	2	0	2	0	0	1	1	1	2	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	2	2	0	0	2	1	0	0	0	0	0	0	0	2
taxid:405416|Acinetobacter_baumannii_ACICU	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:405531|Bacillus_cereus_G9842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
taxid:405533|Bacillus_cereus_AH1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:405534|Bacillus_cereus_AH187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:405535|Bacillus_cereus_AH820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:405536|Bacillus_anthracis_Tsiankovskii-I	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	5
taxid:405566|Lactobacillus_helveticus_DPC_4571	0	1	1	0	0	0	1	13	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	9	0	0	0	0	3	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	3	0	0	0	0	1
taxid:405948|Saccharopolyspora_erythraea_NRRL_2338	0	0	1	0	1	1	1	0	0	2	1	3	1	3	0	0	0	1	7	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0	5	0	0	0	2	0	3	0	1	3	0	0	0	0	1	0	1	0	0	0	1	0
taxid:405955|Escherichia_coli_APEC_O1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	48	75	0	0	0	0	5	7	0	0	4	0	0	0	562	0	0	0	13	49	0	0	0	0	0	0	239	71	0	0	0	0	0	0	332	0	0	2	0	0	0	0	0	0	0	26	4	0	14	0	0	10	2	0	14	0	0	0	0	0
taxid:40631|Enterobacteria_phage_N15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:406327|Methanococcus_vannielii_SB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
taxid:406425|Burkholderia_cenocepacia_MC0-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
taxid:406817|Xenorhabdus_nematophila_ATCC_19061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
taxid:406818|Xenorhabdus_bovienii_SS-2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:407976|Shewanella_baltica_OS223	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:409438|Escherichia_coli_SE11	0	0	0	0	0	1	0	3	0	19	0	6	1	0	2	29	0	20	0	0	0	0	2811	0	0	0	0	0	0	969	98	0	0	0	1	0	0	0	385	58	0	0	0	7602	9	0	517	0	20	0	0	0	0	0	0	32	293	0	0	0	0	1	0	0	0	4	0	0	2	110	22	0	0	0	747	0	0	4	0	0	1	0	0	0	660	0	0	4	1
taxid:410358|Methanocorpusculum_labreanum_Z	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:411154|Gramella_forsetii_KT0803	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0
taxid:411461|Dorea_formicigenerans_ATCC_27755	12265	10898	12574	12481	13189	9964	8521	11441	5023	6710	9778	9124	8868	2714	7574	9337	13638	5013	10273	12387	5903	7146	5582	13573	9961	9612	10826	8066	2549	2882	8210	8003	8466	10713	9707	7018	3736	8358	9361	1880	18761	3316	8278	229	8456	11616	8076	6167	13572	9740	2595	8747	6646	8457	12334	11103	596	7553	5474	9288	7085	9226	4341	10286	16502	4266	3184	7898	5831	16906	11731	18417	6382	18650	8919	13145	1986	10876	9372	7578	15397	7476	7958	8066	10621	6810	6602	2711	6076
taxid:411467|Pseudoflavonifractor_capillosus_ATCC_29799	3579	3638	3462	3012	3170	5425	5418	3161	1205	4324	3277	7539	5627	2969	2400	5075	2181	1385	3852	3006	2352	4135	1527	2394	3595	7206	2769	5270	3197	2693	4118	4418	1867	2796	3257	5218	562	6790	4081	2032	1768	8881	5570	69	2985	3009	5971	5296	689	3159	1714	1137	1829	1660	1945	5884	3247	1465	2101	3593	1648	1630	7626	2923	3557	3102	2227	5051	3810	2711	4204	6322	6461	4780	6890	3810	7002	5852	1037	1948	3640	2404	4593	4352	3634	1672	4254	6217	5111
taxid:411469|Eubacterium_hallii_DSM_3353	2782	3286	5489	1368	1936	1292	7369	4347	1412	752	4025	927	449	1845	2463	486	2971	1345	1109	2969	2296	638	1109	3102	1094	1285	421	959	8284	336	137	3796	2134	1366	2935	4532	95	721	1413	100	4397	1317	1898	199	2921	2751	1081	1675	2057	1434	266	6371	6171	870	1647	927	967	2553	1728	1182	1759	501	301	15740	9614	4024	784	5423	202	2042	4382	4502	152	3817	4665	8545	450	4437	6658	1635	5886	2068	1113	1506	3281	84	1055	171	2823
taxid:411470|Ruminococcus_gnavus_ATCC_29149	5675	2547	4356	3572	5830	13207	8102	6045	3708	3524	2427	2060	1602	12770	5276	2101	5138	7349	4917	4430	2824	1498	1824	8178	12419	3360	7777	2147	6511	7073	6497	2048	15905	5150	18581	4356	7979	2071	5391	20738	7816	2293	2115	52	3893	4833	3303	2090	23281	3372	3272	5877	5375	19653	11154	5454	3808	1383	1891	1354	4382	27952	1590	4236	3291	6004	21746	2248	1429	12467	15890	5816	1093	8944	1495	6342	3011	5560	6958	2178	4756	3720	1667	2935	3410	56121	7450	866	1617
taxid:411901|Bacteroides_caccae_ATCC_43185	8379	4935	20263	14556	1042	9688	204	7889	44203	524	967	8472	638	71725	43531	6234	65127	9990	19209	8017	201	16474	14654	9478	1382	2953	759	1745	1129	1421	22530	43787	16986	6063	23014	141295	4578	760	9596	567	891	727	6196	165	1529	230	4661	10448	1014	1759	306	83991	969	28	1648	5715	6069	738	25038	5037	2993	87	396	571	6167	2802	13876	44997	2784	823	9179	674	51	163	5319	6151	3241	32250	1654	3087	9320	184	3386	14489	15424	3592	758	621	9306
taxid:411903|Collinsella_aerofaciens_ATCC_25986	1645	926	2172	1316	59	691	13	6921	2606	1145	2384	1773	372	45	8	3931	15	774	1789	404	1730	2222	30	19	2082	83	1626	1113	264	16	12	3591	1530	3634	7832	2448	475	3358	880	1	80	429	3391	52	597	5730	3438	23	4100	2299	6014	7	2649	2241	2657	1213	7	2918	2666	108	593	4	6537	10113	2233	3769	369	3837	65	1131	6545	25	9226	43	2053	5297	19	8157	21	895	2541	7542	1257	900	2252	0	4532	3695	2261
taxid:412694|Bacillus_thuringiensis_'Al_Hakam'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:413404|Candidatus_Ruthia_magnifica_str._'Calyptogena_magnifica'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:413949|Eimeria_tenella_strain_Houghton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:413997|Escherichia_coli_B_(REL606_strain)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:414684|Rhodospirillum_centenum_SW	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	0	5	0	0	1	6	1	0	0	0	0	0	0	0	1	6	0	0	4	7	0	1	3	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	6	0	1	3	1	0	0	0	0	0	0	0	5	2	0	0	13	0	0	0	11	1	0	4	0	0	2	0
taxid:414970|Enterobacteria_phage_cdtI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:415426|Hyperthermus_butylicus_DSM_5456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:416269|Actinobacillus_pleuropneumoniae_serovar_5b_str._L20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:416276|Rickettsia_massiliae_MTU5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:416344|Burkholderia_sp._KJ006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
taxid:416348|Halorubrum_lacusprofundi_ATCC_49239	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:416870|Lactococcus_lactis_subsp._cremoris_MG1363	21	2	0	35	22	0	67	0	5	0	50	1	0	0	0	0	9	3	0	0	0	0	38	0	0	19	13	3	9	0	0	0	0	0	0	53	0	0	3	0	29	0	11	43	17	0	0	2	18	1	0	0	6	1	5	0	2	1	37	16	0	0	0	20	7	0	178	0	0	0	0	33	0	0	9	0	6	0	105	0	0	14	22	0	7	0	19	0	0
taxid:417400|Vibrio_cholerae_B33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0
taxid:41880|Pycnococcus_provasolii	1	2	1	2	2	1	2	1	0	2	1	1	0	0	0	4	0	1	0	1	0	8	1	0	1	0	2	0	0	1	1	0	4	1	7	0	0	0	5	0	4	0	2	3	0	3	0	5	0	1	5	0	3	0	0	0	1	2	0	5	0	0	2	1	0	1	1	3	0	1	3	1	2	2	1	2	2	0	1	1	1	5	1	1	1	0	0	1	1
