kegg_modules	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
M00095: C5 isoprenoid biosynthesis, mevalonate pathway	0	0	0	0	0	0	0.000140213	1.25365e-05	4.75175e-07	0	2.97102e-07	0	0	0	0	0	0	0	0	0	0	0	3.30326e-13	0	0	0	0	0	0	0	6.39022e-17	0	0	0	0	0	0	5.83382e-06	0	0	0	0	0	4.51764e-06	0	0	0.000127372	0	0	0.000130821	0	0	0	9.41207e-08	9.13874e-08	0	0	0	0	0	0.000929187	0	0	2.79013e-07	0.000212995	0	0	0.000106208	0	0	2.79083e-05	0	0	2.4791e-07	0	0	0	0.000375767	0	0	0	0	0	0	0	0	0	0	0
M00096: C5 isoprenoid biosynthesis, non-mevalonate pathway	0.00508563	0.00510016	0.00495958	0.00530866	0.0021134	0.00803133	0.0162986	0.0202157	0.0133095	0.00761391	0.006016	0.00694154	0.0016053	0.00988906	0.010353	0.0200954	0.0175375	0.00585095	0.00919236	0.00647677	0.00580742	0.0130604	0.0180099	0.00285265	0.00828646	0.00999252	0.00728833	0.00508057	0.00959869	0.00972688	0.0168275	0.0136861	0.0110622	0.0113622	0.00950803	0.0129858	0.00582925	0.0223542	0.0166191	0.00878837	0.00552021	0.00512628	0.0112314	0.0150046	0.00961636	0.00721791	0.0153383	0.0102626	0.00357897	0.00961338	0.00786902	0.00848281	0.00522037	0.00997865	0.00197947	0.0084648	0.0141944	0.00593683	0.0174018	0.0134357	0.0091747	0.00456968	0.010258	0.0100662	0.00639871	0.00411236	0.00703459	0.0134963	0.0162621	0.0103435	0.017512	0.00446753	0.006645	0.00664298	0.0147483	0.00643606	0.00342252	0.0196179	0.00685871	2.49349e-06	0.0134825	0.0052626	0.00939848	0.0076141	0.00300387	0.00742572	0.00698055	0.021353	0.00546563
M00099: Sphingosine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00101: Cholesterol biosynthesis, FPP => cholesterol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00102: Ergocalciferol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00104: Bile acid biosynthesis, cholesterol => cholate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00105: Bile acid biosynthesis, cholesterol => chenodeoxycholate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00109: C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00112: Tocopherol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00113: Jasmonic acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00114: Ascorbate biosynthesis, plants, glucose-6P => ascorbate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00115: NAD biosynthesis, aspartate => NAD	0.0295117	0.0284355	0.0267365	0.0314765	0.0318995	0.030844	0.0256147	0.0279471	0.0318116	0.0305772	0.0325816	0.0255315	0.0247442	0.0291249	0.0300431	0.0262348	0.0287065	0.033006	0.0267119	0.0317813	0.0385678	0.0243985	0.0255369	0.0289391	0.028171	0.0251065	0.032579	0.0252518	0.0313813	0.0266713	0.0222229	0.0278032	0.034852	0.0300283	0.0284217	0.0300321	0.035357	0.0281944	0.0220762	0.0325589	0.0340828	0.0191476	0.027003	0.0229628	0.0301194	0.033884	0.0279472	0.0268504	0.0326057	0.0260488	0.0382457	0.0331102	0.0319031	0.0267086	0.031798	0.029376	0.0247385	0.0352865	0.030092	0.0219119	0.0271383	0.0279998	0.0228884	0.0285688	0.0287496	0.0348825	0.0302329	0.0285745	0.0287777	0.0313465	0.0304611	0.0257724	0.0269728	0.0270332	0.021186	0.0268495	0.0354063	0.0283129	0.0285063	0.0345041	0.0264509	0.0339025	0.0271633	0.0270782	0.0265032	0.0331806	0.0324163	0.0151668	0.0215966
M00116: Menaquinone biosynthesis, chorismate => menaquinone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04276e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00117: Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	0	0	0	0	0	0.000917128	0.000953673	0	0	0	0	0	0	0	0	0	0	0	0.000385431	0	0	0.000115667	0.00328668	0	0.000179648	0	0	0	0	0.00205104	0.00662721	0	0	0	0.000456578	0	7.08229e-07	0.000510777	0.00350134	0	0	0	0	0.00839876	1.77418e-06	0	0.00123459	0	0	0	0	0	0	0	0	0	0.00132231	0	0	0.00399916	0	0.000742076	0	0	0	0	0	0	0	0	0.000107486	0	0	1.00399e-05	0	0	0	0.000505857	0	0	0	2.17047e-05	0	0	0.000902483	0	0	0.00260838	0
M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate	0.0202142	0.024954	0.0244279	0.0259099	0.0228894	0.0215198	0.0175739	0.0203333	0.0243343	0.0209139	0.0215022	0.0195853	0.021501	0.0272005	0.0243696	0.0225543	0.0238659	0.0252687	0.0220649	0.0210431	0.0245013	0.0196604	0.0203247	0.0190173	0.0218122	0.0193926	0.0227642	0.0159491	0.022486	0.0210652	0.0197293	0.0230825	0.0262132	0.0241523	0.0192572	0.0214297	0.0288125	0.0195938	0.01648	0.0223071	0.0238635	0.0141936	0.0203971	0.0109815	0.023344	0.023846	0.0190957	0.0219468	0.0226887	0.0193188	0.0267044	0.0236477	0.0243664	0.0196636	0.0243598	0.0197201	0.019986	0.0216525	0.0200701	0.0161618	0.0208712	0.015645	0.0164533	0.0151567	0.0215072	0.0252351	0.0273449	0.023115	0.0211154	0.0242919	0.0215156	0.0167145	0.0190603	0.0176582	0.0187958	0.0191299	0.0250383	0.0203061	0.0231459	0.0291848	0.0220888	0.022709	0.0187417	0.0227483	0.0192794	0.0262535	0.0233347	0.0151725	0.0139469
M00121: Heme biosynthesis, glutamate => protoheme/siroheme	0.0029004	0.00252153	0.00171637	0.00176938	0.00327955	0.00230993	0.00582763	0.00331637	0.0034171	0.00228258	0.00246111	0.0027594	0.00316201	0.00118061	0.00196488	3.88855e-05	0.00231543	0.000935259	1.38834e-05	0.0020295	0.00102838	0.00113833	0.00668586	0.00254498	0.00173789	0.00158242	2.3804e-05	0.00163326	0.00424627	0.00395149	0.00904012	0.00180139	0.00281154	0.000975366	0.00330366	1.01854e-05	0	0.00365372	0.00552964	0.00115913	0.00174269	0.00327422	0.00128212	0.0117435	0.00135583	0.0024658	0.00403403	0.00125328	0.00245676	0.0018838	0.00251545	0.00161022	0.0017954	0.00630365	0.00305059	0.00252299	0.00578287	0.00311852	0.00384156	0.00638259	0.00407976	0.00341118	0.00154465	0.00257103	0.00313175	0.00156632	0.00303084	0.00143002	0.00434697	0.00105736	0.00295422	0.00113241	0.00181886	0.00521027	0.00310617	0.00156348	5.9929e-07	0.00508407	0.00426294	5.14723e-06	0.000934209	0.00220725	0.00210887	3.33146e-05	0.00326946	0.00121449	0.00247068	0.00632655	0.00134761
M00122: Cobalamin biosynthesis, cobinamide => cobalamin	0	0	0	0	0	0.000103058	2.12164e-05	8.73066e-05	0	0	0	0	0	0.00108965	0	0	0	0	0	0	0	0	7.37419e-06	0	0	0	0	0	0	3.55273e-08	8.01841e-07	0	0	0	0	0	0	0	6.57442e-06	0	0	0	0	1.76278e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.93765e-08	0	0	5.17579e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01501e-05	0	0	2.17688e-05	0
M00123: Biotin biosynthesis, pimeloyl-CoA => biotin	0.0144776	0.0166485	0.0166206	0.0194901	0.0170389	0.017259	0.0147628	0.014777	0.0255516	0.0225381	0.0093693	0.0148637	0.0119505	0.0230751	0.0203339	0.016544	0.0141091	0.0246963	0.0164627	0.0148832	0.00857486	0.00954345	0.0128182	0.0104717	0.0131693	0.01343	0.0176475	0.00895482	0.0188124	0.0204424	0.0180981	0.0234758	0.022076	0.0143646	0.0145762	0.0184997	0.0332009	0.0102085	0.0130214	0.0197619	0.0137611	0.0125529	0.0126464	0.0102588	0.0130856	0.00939002	0.0130356	0.01967	0.0211527	0.0120157	0.0210732	0.0253142	0.0220623	0.015752	0.0213093	0.0113209	0.0207068	0.0113401	0.0114545	0.0108716	0.0139125	0.00650279	0.0169595	0.010847	0.0134753	0.0215908	0.0241817	0.0226932	0.0227318	0.0182009	0.0204566	0.0149396	0.00859001	0.0111512	0.0111991	0.0100024	0.0204483	0.0102202	0.0237306	0.024816	0.0117919	0.0165618	0.00997189	0.0202314	0.0123172	0.0308008	0.0229944	0.0099414	0.00748598
M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	0.00140109	0.00208246	0.00116493	0.00108613	0.00117368	0.00153014	0.00199551	0.00189764	0.00104869	0.00192241	0.00161606	0.00216243	0.00193284	0.00115263	0.00321664	0.00172427	0.00145926	0.00126793	0.00183454	0.0015492	0.000773928	0.00171691	0.005341	0.00135638	0.00167695	0.00283875	0.0017103	0.00215557	0.0012869	0.00400989	0.00884231	0.00087663	0.00172468	0.00205015	0.00221234	0.0014713	0.00104961	0.00188661	0.00542378	0.0011533	0.00119633	0.00221344	0.00124343	0.00629596	0.00191229	0.00161933	0.00287675	0.00153275	0.00348832	0.00136855	0.00127672	0.000750793	0.00156772	0.00177679	0.000747795	0.00211214	0.00636566	0.00223198	0.00127402	0.00615264	0.00151488	0.00187646	0.00126576	0.00124751	0.00194103	0.00114447	0.00141189	0.00119065	0.00217331	0.0012241	0.00103338	0.0018866	0.00170487	0.00170964	0.00166226	0.000825432	0.00130028	0.00297414	0.0016624	0.0010691	0.00140798	0.000915696	0.00119922	0.00169646	0.00283803	0.000729606	0.00137066	0.00299032	0.00302527
M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	0.0271557	0.0309452	0.0245624	0.0301155	0.0322893	0.0293564	0.0238425	0.0255897	0.032292	0.025887	0.0340802	0.0222917	0.0272651	0.0376729	0.0268994	0.026042	0.0275058	0.0295453	0.0204883	0.0263269	0.035763	0.0228384	0.0272877	0.0284608	0.0206135	0.0238748	0.0268353	0.0245113	0.0297217	0.028088	0.0244684	0.0300404	0.0331631	0.0320601	0.0316977	0.0269289	0.0352066	0.0272115	0.0212058	0.0284129	0.0322567	0.0188221	0.0282846	0.0189855	0.0220098	0.032869	0.025	0.0268115	0.0323352	0.0256833	0.0323933	0.0344066	0.030198	0.0304637	0.0328595	0.0263075	0.0278524	0.0358451	0.0262412	0.0231284	0.022863	0.0231727	0.0274893	0.0225524	0.0253364	0.0308758	0.0335287	0.0314875	0.0269791	0.0269018	0.0245932	0.0209371	0.0307503	0.0280875	0.025236	0.0277793	0.0282	0.0188338	0.0329801	0.0341041	0.0302258	0.0247891	0.0231948	0.0255155	0.0254295	0.0324775	0.0287588	0.0183912	0.018272
M00126: Tetrahydrofolate biosynthesis, GTP => THF	0.0195054	0.023084	0.0182565	0.024552	0.021751	0.022696	0.0184579	0.0205247	0.029106	0.0222616	0.021707	0.0192934	0.0183244	0.0226748	0.0248616	0.0173558	0.0220564	0.0294383	0.0191925	0.0178725	0.0205211	0.020725	0.0212665	0.0164101	0.0217803	0.0201462	0.0238135	0.018831	0.0249095	0.0248624	0.0159761	0.024049	0.0330268	0.0220066	0.0170317	0.0238343	0.0307491	0.0183362	0.0174827	0.0270176	0.0194871	0.0130191	0.0194588	0.015636	0.0195931	0.0192063	0.0176371	0.0223312	0.0307936	0.0171905	0.0253233	0.0255548	0.0272229	0.0259731	0.02617	0.0170677	0.0249297	0.0248206	0.0259275	0.0150328	0.0180273	0.0110542	0.0152097	0.0210539	0.0201181	0.0244486	0.0271204	0.0246946	0.0232592	0.0244505	0.0247607	0.0191325	0.0196058	0.0168738	0.0185665	0.0179897	0.0218592	0.0153925	0.0267167	0.0291255	0.0155207	0.0233281	0.0162997	0.0221326	0.0187183	0.0292007	0.0280902	0.0131764	0.018026
M00127: Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	0.0187608	0.0208694	0.0167172	0.0239151	0.0207428	0.0232238	0.0189196	0.0220852	0.012251	0.0172134	0.0255767	0.0201304	0.0171974	0.0211953	0.0195011	0.0188243	0.020104	0.0201381	0.015957	0.0201121	0.0344978	0.0188618	0.0225832	0.0182324	0.0202281	0.0202153	0.0221414	0.0205325	0.0213911	0.0171127	0.0189053	0.018004	0.0202	0.0258671	0.0200751	0.0166565	0.0137502	0.021079	0.0147664	0.016788	0.0203636	0.014846	0.0194601	0.00933076	0.0228789	0.0268301	0.0213787	0.0189389	0.0183307	0.0193968	0.0277868	0.0205222	0.0198007	0.0175643	0.0209441	0.0200655	0.0160776	0.0298111	0.023019	0.0175586	0.0184015	0.0196505	0.0219216	0.0166909	0.020735	0.0217408	0.0171248	0.0232695	0.0158413	0.0229663	0.0193028	0.0172979	0.0258745	0.0225029	0.0168881	0.0213192	0.0203036	0.0212806	0.0227165	0.0194039	0.0206113	0.0225687	0.0200846	0.0186372	0.0233084	0.014895	0.0228202	0.0184489	0.0147227
M00128: Ubiquinone biosynthesis, eukaryotes, chorismate => ubiquinone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00129: Ascorbate biosynthesis, animals, glucose-1P => ascorbate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54632e-06	0
M00130: Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	0	6.63933e-08	0	0	1.99001e-09	1.35642e-08	2.5693e-10	5.0388e-08	0	0	0	6.75707e-08	0	1.00099e-08	1.63908e-07	1.93614e-07	0	0	0	2.96018e-07	2.28455e-06	1.37927e-06	0	1.67459e-07	2.76711e-08	2.18834e-10	0	7.77779e-07	2.02046e-09	0	5.99418e-21	4.48599e-07	8.63392e-09	6.55666e-09	0	0	0	4.56312e-08	0	8.33015e-09	0	6.37573e-08	1.7541e-07	2.24963e-11	4.44731e-08	1.52827e-09	7.60327e-08	6.53855e-11	0	7.70595e-07	0	0	7.22071e-07	0	2.2806e-10	2.00892e-07	0	0	5.78175e-09	6.23903e-12	2.48957e-07	0	3.64871e-07	5.4165e-07	1.6916e-07	0	2.50668e-07	0	0	1.60698e-09	4.5937e-10	0	1.8924e-06	0	0	2.46689e-07	0	8.16499e-08	0	0	4.78652e-08	0	4.33064e-08	0	0	1.76581e-07	0	1.00528e-06	2.38627e-08
M00131: Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01156e-14	1.31272e-09	0	0	0	0	0	0	0	0	0	0	1.45414e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00133: Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	0.00418705	0.00627334	0.00738261	0.00124551	0.00277954	0.00622189	0.00646634	0.0114021	0.00273065	0.00961165	0.00188837	0.00475623	0.00912497	0.00398942	0.0097745	0.00437604	0.0026699	0.00580894	0.00813971	0.00294702	0.00244419	0.00761437	0.00969956	0.00901377	0.00839139	0.00860184	0.00780349	0.00565522	0.00768891	0.00695487	0.0091008	0.010068	0.00746819	0.00821017	0.00791617	0.00756526	0.000568419	0.00506847	0.00742803	0.00756818	0.00459871	0.00533076	0.00823956	0.00824842	0.00728716	0.00491927	0.00666125	0.00372931	0.00483757	0.00840021	0.00884138	0.00280471	0.00682331	0.00772216	0.00405528	0.00690976	0.00845246	0.00360971	0.0065989	0.00970115	0.00719163	0.00567019	0.00519165	0.00606466	0.00721454	0.0111373	0.00775605	0.0110993	0.0162662	0.00355993	0.00841701	0.007405	0.00657119	0.00947156	0.00508344	0.00415805	0.0127721	0.0057749	0.00613484	0.00721561	0.00553613	0.00593265	0.0107879	0.00828308	0.00561511	0.010741	0.00494548	0.00651504	0.00392851
M00136: GABA biosynthesis, prokaryotes, putrescine => GABA	4.08387e-08	1.88631e-07	0	0	0	1.85796e-08	0.000127345	9.41417e-05	0	3.46778e-07	3.18066e-07	2.96414e-08	4.67179e-09	3.97696e-07	3.98013e-08	4.05394e-08	1.09994e-07	0	1.07903e-07	4.54009e-09	1.94185e-07	1.06396e-07	0.00217138	3.20274e-08	5.76963e-07	6.10017e-05	1.0908e-07	1.68249e-07	2.09872e-08	4.3466e-06	0.00272973	5.20919e-08	6.35904e-08	1.04156e-07	1.38372e-06	0	4.10935e-08	8.35973e-09	0.00168813	5.45997e-05	1.0237e-07	1.11815e-06	5.95543e-08	0.00354488	0	0.000287299	3.12005e-06	8.07008e-07	1.07727e-05	2.9471e-08	1.27695e-07	2.18435e-08	1.14395e-08	4.92766e-07	1.49405e-07	8.71084e-06	0.00022412	0	1.26449e-07	0.00198039	1.7189e-07	5.284e-05	7.5563e-07	1.29738e-07	7.87644e-08	5.77752e-08	0	3.51261e-08	3.51208e-09	2.38515e-06	2.85961e-05	4.37213e-07	2.15912e-07	1.76894e-07	0.00016539	4.34663e-08	4.32114e-07	5.94656e-05	5.35237e-08	4.43242e-07	1.78947e-05	4.75239e-08	0	3.09437e-07	6.54884e-05	0	1.24363e-07	0.000422705	6.1181e-09
M00142: Complex I (NADH dehydrogenase), NADH dehydrogenase I	0	0	0	0	0	0	3.16112e-07	0	1.30838e-05	0	0	4.50972e-06	0	5.36175e-06	0	0	0	0	2.12799e-06	0	0	0	0	0	0	2.26641e-06	0	0	0	0	0	0	0	0	0	0	3.42704e-05	0	6.5754e-10	0	0	0	0	6.48261e-06	0	0	3.71878e-06	0	2.93471e-07	0	1.40042e-05	0	4.30067e-05	0	0	0	0	0	0	6.048e-09	0	0	0	0	0	0	0	3.49005e-06	1.40298e-06	2.81278e-06	3.11647e-06	0	0	0	4.01597e-07	4.13574e-06	0	0	0	0	0	0	1.13467e-05	0	0	0	0	3.49559e-08	0
M00143: Complex I (NADH dehydrogenase), NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00144: Complex I (NADH dehydrogenase), NADH dehydrogenase I	0.00789563	0.00722315	0.00684821	0.00894437	0.00829185	0.00709457	0.00622288	0.00778606	0.0143098	0.00811633	0.0118784	0.00817814	0.00569887	0.0111888	0.00941838	0.0075991	0.00686829	0.0114424	0.0057531	0.00703392	0.0125483	0.0077496	0.00929467	0.00450488	0.00754353	0.00709387	0.00614797	0.00702255	0.0104229	0.0122251	0.00958736	0.0116847	0.0125324	0.0106105	0.0036819	0.0109429	0.0166467	0.00769938	0.00650067	0.00851773	0.00688305	0.00644954	0.00584572	0.00450185	0.0082143	0.0125391	0.00897956	0.012072	0.0103831	0.00658085	0.0132817	0.0112276	0.00877426	0.00753272	0.0101962	0.00908168	0.0129198	0.0103767	0.009448	0.00703388	0.00596281	0.00844216	0.00937464	0.00635409	0.00632194	0.00855322	0.0122434	0.0116238	0.014985	0.00791868	0.0109932	0.00615656	0.0093703	0.00464603	0.00690226	0.00661186	0.0137892	0.00942524	0.00787967	0.0115011	0.00541997	0.0108186	0.00578323	0.00882225	0.00787647	0.0108654	0.0130353	0.00467492	0.0043146
M00145: Complex I (NADH dehydrogenase), NADH dehydrogenase I/diaphorase subunit of the bidirectional hydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00146: Complex I (NADH dehydrogenase), NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00147: Complex I (NADH dehydrogenase), NADH dehydrogenase (ubiquinone) 1 beta subcomplex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00148: Complex II (succinate dehydrogenase / fumarate reductase), succinate dehydrogenase (ubiquinone)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00149: Complex II (succinate dehydrogenase / fumarate reductase), succinate dehydrogenase	0	0	0	0	0	0.00617148	0	0	0	0.00201131	0	0	0	0	0.00199694	0	0	0	0	0	0	0	0.0076049	0	0	0	0	0	0	0.00575126	0.00984617	0	0	0	0.0013925	0	0	0	0.0101572	0	0	0	0	0.00725091	0	0.00179324	0.00334189	0	0.00177489	0	0	0	0	0	0	0	0.00484919	0	0	0.0109552	0	0.00149005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00337893	0	0	0	0	0	0	0.00306318	0	0	0.00240016	0.00190229
M00150: Complex II (succinate dehydrogenase / fumarate reductase), fumarate reductase	0	0	0	0	0.000489588	0	0.000794471	0	0	0	0	0	0	0.000633097	0	0	0	0	0	1.17952e-05	0	0	0.00204988	0	0	0	0	0	0	0.0022654	0.00594476	0	0	0	0	0	0	0	0.00272032	0	0	0	0	0.00966922	0	0	0.00112344	0	0	0	0	0	0	0.000481981	9.10325e-07	0	0.00154752	0	0	0.00477026	0.000743763	0.000934537	0	0	0	0	0	0	0	0.000318507	0.000746976	0	0	0	0.000729121	0	0	0.000399106	0	0	0	0	0	0	0.00215052	0.000516365	0	0.00273151	0.000658427
