NormalizedPercentage	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
taxid:443152|Marinobacter_algicola_DG893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000580024399105	0	0.000280209825393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216353689158	0.00056730415219	0	0	0	0.000286027132829	0	0	0.000347423796757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443218|Amycolicicoccus_subflavus_DQS3-9A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168305159855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443254|Marinitoga_piezophila_KA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000550860057069	0	0	0	0.00111599462051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000456214931081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000682994938669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443342|candidate_division_TM7_genomosp._GTL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251983277895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000594093894318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443906|Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105584473955	0	0	0	0	0	0	0	0	0.000484347684563	0	0	0	0	0	0	0	0	0.000447606390173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000482175743197	0	0	0.00193611403551	0.00153508574566	0.000722876733269	0	0	0	0	0	0	0	0	0	0.000338222346613	0	0	0	0	0	0	0	0	0.000777179435742	0	0	0	0	0.00476288938551	0
taxid:444158|Methanococcus_maripaludis_C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000796802976864	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:444177|Lysinibacillus_sphaericus_C3-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106612890696	0	0	0	0.00169440109615	0	0	0	0	0	0	0.000183465423909	0	0	0	0	0	0	0	0	0	0	0	0	0	8.37860722974e-05	0	0	0	0	0	0	0.00019391456645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019818927085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547738171704	0	0.000243941588361	0	0	0	0
taxid:444178|Brucella_ovis_ATCC_25840	0	0	0	0	0	0	0	0	0	0.000450928436753	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377509639511	0	0	0	0.000764801734087	0	0	0	0	0	0	0.000521680518952	0	0	0	0	0	0	0	0	0	0.000535861977757	0	0	0	0	0.000597288882559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350576545125	0	0.000424258986726	0	0	0	0	0	0.00038536200898	0	0	0	0	0	0	0
taxid:444179|Candidatus_Sulcia_muelleri_GWSS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00749160873741	0	0	0	0	0	0	0	0.00333202708594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:444450|Escherichia_coli_O157:H7_str._EC4115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0350177726913	0.000248434976996	0	0	0	0.00104850296717	0	0.000143974464526	0	0	0	0	0	0	0	0	0	0.000827184304055	0	0.0103636660823	0	0	0	0	0	0	0	0.00340861717246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000452838383467	0	0	0	0	0	0	0	0	0	0	0
taxid:444612|Rickettsia_endosymbiont_of_Ixodes_scapularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076453310366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000636910559706	0	0	0	0	0	0	0
taxid:445334|Clostridium_perfringens_C_str._JGS1495	0.0137120989926	0.0206101097605	0.0236971996633	0.00665677224713	0.00244625836351	0	0.0567848705503	0.0928509332365	0.00439540831567	0.0165402573229	0	0.0186238144675	0.000912647075505	0.00191408164916	0.00351613076283	0.00930628524021	0.0104964579372	0.0026251761645	0.0495648688976	0.000326369935251	0.00132484851129	0	1.66204777699	0.0074302171703	0.324199198086	0.0576123005101	0.00125259126317	0.0287374967698	0.00291945593163	0.00337957350472	0	0	0.00895070987947	0.011451922909	0.00630070532572	0	0.00224305154027	0.000415075994906	0.0677547296152	0.000464018123254	0.00450121285611	0.0494779052273	0.0239063628192	0.0723194815064	0.0268467519855	0.0199534233939	0.0287812474799	0	0.00493352549429	0.0587797720419	0.00688896264825	0	0.00398614094485	0.00706885365048	0.00489807924774	0.095454080124	0.00394880237605	0.0123251469003	0.00357706379035	0.0428619210002	0.0131645204207	0	0.0405703578598	0.000446893797532	0.0202783961922	0.0120566089283	0.00182539901637	0	0.000473086191633	0.0128524185391	0	0.0486095737179	0.0101937105093	0.0517508612853	0.0025125012104	0.00872990801142	0.0623670386091	0.00458574993814	0.00755648053098	0.00334574409918	0.0244348696941	0	0.135491012871	0.0041817578817	0.134807721993	0	0.000617632368272	0.00110418500144	0.0379111754267
taxid:445335|Clostridium_botulinum_NCTC_2916	0	0.00114602205516	0.00506402212024	0	0.00185143544465	0	0	0	0	0	0.000461837031647	0	0	0	0.00171951988276	0.000352170208363	0	0	0	0	0	0.000634934939606	0.0168733807414	0	0.0094455880341	0.00337575574571	0	0.0155355684957	0	0	0	0	0.000325165879899	0	0	0	0	0	0	0.000842854161115	0.00260149144358	0	0.000472001274199	0	0.000435402802511	0	0.000390141642036	0	0	0	0.00208554743262	0	0.00362026321148	0	0	0.016882241799	0	0.00342034398182	0	0	0.00440490937617	0	0.00905001949788	0.000202937276558	0	0	0	0.00465757856262	0	0	0	0	0	0	0.000380314186355	0	0	0.00961115912579	0	0	0	0.00407052594423	0.00916364322539	0.00126597498917	0.00437264515183	0	0	0	0
taxid:445336|Clostridium_botulinum_Bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187831818032	0	0.000233633799744	0	0	0	0	0.00060687498923	0.000645107529416	0.00381135751424	0.0049810511099	0	0.000271835953269	0	0	0	0	0	0.000310795685593	0	0	0	0	0	0.00414198747851	0	0	0	0.00360913536589	0.00306237910098	0	0	0	0.00364213305394	0	0.0106689224381	0	0	0	0.000245451952553	0	0	0.000827414163891	0	0	0	0	0	0	0	0.00395173413638	0	0	0	0.00287472179517	0.00223137398327	0	0.00867877056424	0	0.000272264580971	0	0	0	0	0	0	0.00457498891332	0	0	0	0.0103091940202	0	0	0	0.0222773782686
taxid:445337|Clostridium_botulinum_C_str._Eklund	0.00161468462113	0	0.000861769617924	0.00448947266549	0	0	0.000401206221922	0.00323807884521	0	0	0.00817368086809	0.00115136151529	0	0.000262960803559	0.00133768767283	0.000479444328954	0	0	0.008672262672	0.00403536862819	0.00737143098657	0.000864400079335	0.0211336984034	0	0	0.000574469003119	0.000387188504621	0.000846004577949	0.00277671713207	0	0.00765701629639	0	0.00044268065096	0	0.0014426749038	0.00188722784443	0.000277339878443	0.0112907649509	0.00117992481765	0	0	0	0.00578324048768	0.00136309000248	0.0142261712899	0	0.000531138617978	0	0	0	0.00378568417804	0.000250769795457	0.00215627315534	0.00419530264437	0.00892489891468	0.0254681747196	0	0	0	0	0	0	0.0105605927932	0.000276278697256	0	0.00114671340654	0.000322428067442	0	0	0.000397281129227	0	0.000852522330752	0.0198061475059	0.0124095686034	0.00051775952519	0.0103247033031	0	0.000436154225816	0.00141562655342	0	0	0.000426277830233	0.0427727275631	0.000430874414375	0.000793722228925	0	0.00267282891197	0	0.0346153078721
taxid:445932|Elusimicrobium_minutum_Pei191	0.00072728949296	0	0.000776320007344	0	0.000454123254239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000752370035379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000708618811071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:445987|Borrelia_valaisiana_VS116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466247384346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:446462|Actinosynnema_mirum_DSM_43827	0	0	0.0001546929908	0	0	0	0.000864228059647	0	0	0	0	0	0	0	0	0	0.000119470500685	0	0	0	0.000294048350452	0	0	0	0.000159193755005	0	0	0	0	0	0	0	0.000635711377538	0	0	0.000135507640791	0	0	0	0	0	0.00177121850243	0	9.78732435341e-05	0	0	0	0	0	0	0	0	0	0.000251027614137	0	0.000223009527149	0	0	0	0.00016689729628	0	0	0	0.000396749916302	0	0.000137228111983	0	0.000151762319228	0	0	0	0.000153033045405	0	0	0	0	0	0.000156584776809	0	0	0	0	0	0	0	0	0	0.00441130284636	0.000517805202886
taxid:446465|Brachybacterium_faecium_DSM_4810	0	0	0	0.0024516722959	0	0	0.00164322112949	0	0	0	0	0.000471563367225	0.00231086348484	0.00021540181833	0.000273938504508	0	0	0	0.00284152029245	0	0	0	0.000376336221854	0	0	0.00282342462081	0	0	0	0	0	0	0	0.000386623791999	0	0	0	0.000420396442745	0	0.000469965911735	0.000414446313002	0.000808259894547	0.000526365104197	0.0010049058833	0	0.00130381848739	0.000435077101032	0	0	0	0	0	0	0	0.000522196091751	0	0.00041373291315	0	0.000452864328277	0.000761602201569	0.000350875351631	0	0.0079297242069	0	0.00251489692129	0	0	0	0	0	0	0	0.00589964204707	0	0	0.000384426436996	0	0	0	0.00112954329239	0	0	0.00145986955206	0	0	0	0	0.0033550153642	0
taxid:446466|Cellulomonas_flavigena_DSM_20109	0.000289908678141	0.000373500158837	0	0.000537375150114	0.000724081805794	0	0	0.000211411317321	0	0	0	0.00165377035536	0.000405209330508	0	0.00072052571738	0.00103298244001	0	0	0.000415216556814	0.000579624463873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368582052187	0.000282466259738	0	0	0.0063777676095	0	0.000685261086762	0	0.00171468182732	0.000762906601734	0	0	0.0004745060767	0	0	0	0.00125540990906	0	0	0	0.000304015810341	0.000397048229971	0	0	0	0	0.000396835844581	0	0	0	0	0	0	0	0	0.00452594077353	0	0.000371844699772	0	0.00193640259473	0.00250589904019	0	0	0	0	0.00191990818919	0	0.000285017840868	0	0.000548449461275	0	0.00103583469875
taxid:446468|Nocardiopsis_dassonvillei_subsp._dassonvillei_DSM_43111	0	0	0.000194997588975	0	0	0	0	0	0	0.000677205982908	0	0	0.000510674289154	0.000119003319733	0.000151343158065	0	0	0	0.000261643062032	0.00127834863455	0.000370661392501	0.00234711358406	0	0	0	0.00129988419433	0	0	0.000251321529447	0	0.000108287331489	0	0	0	0	0	0	0	0	0	0	0.000893080767877	0	0.000616868495967	0.00026825316227	0	0	0	0	0.000897010638109	0	0	0	0	0	0	0	0	0	0.000420763348263	0	0.00226040322112	0.00597401582162	0	0	0	0	0.000382606686878	0	0	0	0.00154324121516	0.00162969141644	0.000175499047798	0.00117156438311	0.000212384568293	0	0.0011842936305	0	0	0.00026809022416	0.000192912693602	0.000806536009859	0	0	0.000766229363882	0.000345597963431	0.00988559816106	0.00261086854935
taxid:446469|Sanguibacter_keddieii_DSM_10542	0	0	0.00089993381591	0	0.000175477839557	0	0.000279315986354	0	0.000445124502384	0	0	0.00120235053592	0.00235681407212	0	0	0.0003337846183	0.000463350205309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131437216662	0	0.000262774043891	0	0	0.000273817508519	0.000199712914217	0.000704479017642	0	0	0.000759176319267	0.000412671926221	0	0.000739547389174	0	0	0.000459977314882	0	0	0	0.000243394176556	0.00022190822924	0.000432456169504	0	0	0.00269423789005	0	0.000596420610528	0	0	0	0.000712473508629	0	0	0	0.000407231602698	0.00165950024312	0	0	0	0	0.000360459296419	0	0	0	0	0	0	0	0	0	0	0.000235748458541	0	0.00190096027221	0
taxid:446470|Stackebrandtia_nassauensis_DSM_44728	0	0	0	0	0	0	0	0	0	0.000215894814316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360548449605	0	0.000207133491859	0.000189347051053	0	0	0.000624423464964	0	0	0	0	0	0	0	0	0.000235990902777	0	0	0.000229889225452	0	0	0.000571938081002	0	0	0	0	0	0.000268859075982	0	0	0.000478575541739	0	0	0	0.000380905978116	0.000119579886627	0	0	0	0	0	0	0	0	0	0	0	0.000609378169762	0	0	0	0	0	0	0	0	0	0	0	0.00354549518522	0
taxid:446471|Xylanimonas_cellulosilytica_DSM_15894	0	0.000401946038089	0	0	0	0	0	0	0	0.000385515578759	0	0	0	0	0	0	0	0	0	0	0	0	0.000355081571474	0	0	0.000443993957652	0	0	0	0	0	0.000676220391901	0	0	0	0	0	0	0	0	0	0.00686350022038	0.00148991144764	0.000105350109675	0	0.00184527248722	0	0	0	0	0.000975289581337	0	0	0.000270204457582	0	0.00192036779781	0	0.000981509225031	0.000427287537077	0	0.000993176027287	0.00128678818264	0.00816204070885	0	0	0	0	0	0	0.000614099002412	0	0	0	0	0	0.00036271486888	0	0.00134837451501	0	0	0	0.000329460388423	0	0	0	0.00026171655077	0	0.0200483655435	0.00055736208329
taxid:447217|Anaeromyxobacter_sp._K	0	0	0.0002520787888	0	0	0	0	0.000344429110587	0.000187024495761	0	0	0.000336788174251	0.00198048843	0	0	0	0	0	0.0010146997179	0	0	0	0	0	0	0	0	0	0.000649780616011	0	0	0	0	0	0.000337600894548	0	0	0.00180147009188	0.000230095540403	0	0	0.00692706159446	0	0	0	0	0.00124291946915	0	0	0	0	0	0	0	0.00018647490514	0.00145361392792	0	0	0	0	0	0	0	0.000484890610624	0.000299354445736	0	0	0	0	0	0	0.000498747674764	0.00474018135918	0	0.00121161100401	0.0021964433516	0	0	0	0.000268904704098	0.000346567664506	0	0.000521315728972	0	0	0	0	0.00798711673854	0.00168757107484
taxid:447454|candidate_division_TM7_single-cell_isolate_TM7a	0	0.00107528792529	0	0.000386768918698	0.000521148655676	0.000404282432704	0	0	0	0.00103133308347	0.000649997678503	0.00119028014597	0	0	0.000345726137561	0	0.000344023976494	0.00143811036305	0.00119538730937	0	0	0.00268085628781	0	0	0.000458409969957	0	0	0.000874601451547	0	0.000925690196631	0	0	0.00549173113232	0	0	0.00195102042608	0	0	0.000813205968489	0.0029656199617	0	0	0.000664303014823	0.115128824312	0	0	0.000549092307966	0	0.00143322788429	0.000683039407988	0	0	0.000318451439819	0.0112042095891	0.00164760370375	0	0	0	0.00285770405543	0	0.0447253109254	0.00229494785215	0.00181959413044	0.00199932280705	0.00158697223036	0.000395158306864	0.000333326867436	0	0.00241886044221	0	0.013282473723	0	0.00186142183771	0	0.000535260971497	0.000970336517515	0.000557480439924	0.000450897227911	0.00117078235342	0	0	0	0	0	0.00123082776081	0.00035007267173	0	0	0
taxid:447455|candidate_division_TM7_single-cell_isolate_TM7b	0	0	0	0	0.00661959969121	0	0	0	0	0	0.0165124648603	0.0151188686776	0	0	0	0	0.00873954478733	0	0	0	0.0215103202353	0	0.0120657759112	0	0	0.0150870448633	0	0.0444365455847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107394828486	0	0.020900966721	0	0	0	0	0.00828515648396	0	0	0.00918162669454	0	0	0	0	0	0	0	0	0	0	0.0134384188614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140415334893	0	0	0	0	0	0
taxid:447456|candidate_division_TM7_single-cell_isolate_TM7c	0.00252087370725	0	0.0107632776982	0	0	0	0	0	0	0.0186898619907	0.00785285704507	0	0	0.00492646774771	0	0	0.00207813904329	0	0.010831429824	0.00252003506832	0	0	0.00573813868313	0	0	0	0	0.00528318823094	0.00173402362767	0	0	0	0.00276448291909	0	0.00540558994939	0	0	0	0.00245615885639	0.0125400545768	0.00473941308852	0.0123238399537	0	0.0383054366481	0	0.00496995164419	0.00331689138409	0	0.00173153444398	0.00412602306476	0.00197009198854	0	0	0	0.00597158887502	0	0.00105138999631	0	0	0.00870932453521	0.00534992730232	0	0	0	0	0	0	0	0.00730578196388	0	0	0.0106477814939	0	0	0	0.00586149320965	0	0	0	0.00861128385196	0	0	0.0333887630098	0	0	0	0	0	0.0045035017128
taxid:448384|Enterobacteria_phage_Phi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120473770221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:448385|Sorangium_cellulosum_So_ce56	0	0	0	0	0	8.8846991043e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000131351942327	0	0	0	0	9.48740039314e-05	0	0	0	0.000192206489933	0	0	0	0	0	0	0	0	0	0.000116599320685	0	0	0	0.00112087716567	0.000145990325657	3.09684783828e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017994711778	6.27686421882e-05	0.000232506940908	0	0	9.6039488069e-05	0	0	0	0.000290530918605	0	0	0.000470525779932	0	0	9.90912756253e-05	0	0	0	9.68474256772e-05	0	9.7891738352e-05	0	0	0	0.000310177467882	0
taxid:449216|Rickettsia_prowazekii_Rp22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123837538001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:449447|Microcystis_aeruginosa_NIES-843	0	0	0	0	0	0	0	0	0	0	0	0	0.000285950577105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000428763444919	0.000140726756586	0	0	0.000221713861698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281268040792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655114179227	0	0	0	0	0
taxid:450851|Phenylobacterium_zucineum_HLK1	0	0	0	0	0	0.000793298215647	0.000813873198834	0	0.000216167900832	0	0.0008502999501	0	0	0	0	0	0	0	0.000390938999909	0.00109146807617	0	0.00292248731949	0.000310660120764	0	0	0.000388449380603	0	0.000572058635902	0.000187758442006	0	0	0.00088743569994	0	0	0	0	0	0.00138812478935	0	0	0	0.000667206880091	0.000434506798283	0	0.000400815607974	0	0	0	0	0.000893523767448	0	0	0.000208292469606	0	0	0.000420031437779	0.000113843516603	0	0	0	0	0	0.000595079355467	0	0	0	0	0	0	0	0.000202041629361	0	0.00304379336278	0.000786675805945	0	0.0012693539065	0	0.000589845014948	0	0	0	0	0	0	0	0	0	0	0
taxid:451515|Staphylococcus_aureus_subsp._aureus_USA300_FPR3757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118083005384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451516|Staphylococcus_aureus_subsp._aureus_USA300_TCH1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193072721506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129354723078	0	0	0	0	0	0	0	0	0	0.00133465148302	0	0	0	0	0	0	0	0	0	0	0
taxid:45151|Pyrenophora_tritici-repentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86097288156e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451640|Catenibacterium_mitsuokai_DSM_15897	0.0662262772266	0.0357429087148	0.0415548142656	0.0269568009654	0.0455431074566	0.0624238846717	0.0515901224253	0.023168290642	0.163367328552	0.877504413828	0.0557577476062	8.53397699167	0.162614847665	0.00466392878736	0.0318811585152	0.0430491037961	0.0328308515375	0.00719618676	0.0672932298418	0.0585997035296	0.505714492305	0.0871961079112	0.00712995221391	0.0435131634549	0.0324415368032	0.0235618417124	0.0330486778606	0.0665843204309	0.0261632370031	0.0175357242852	0.00583543429872	0.0198825724822	0.0255173043357	0.0470883690372	0.0249478994606	0.0669445495513	0.0212130112064	0.374341080023	0.0287751718814	0.0158996999902	0.0622549404576	0.0514080878868	0.0676695452279	0.00423080952693	0.0427101462172	0.0723408411731	0.377993052043	0.0260693335814	0.0172122125645	3.05997322091	0.00524560159575	0.007227523018	0.026975762989	0.0108512805243	0.0286201037136	0.117058726499	0.00298607947213	7.48874867979	1.62649073762	0.0654462065964	0.0465330478817	0.00492159923572	0.0438995910406	0.084833635401	0.0538858958042	0.0762688240304	0.00643348444293	0.0201494811349	0.0414986743775	0.143127210599	0.0175545543443	0.058119489261	0.0558864167626	0.0533051660945	3.20489951013	0.123814858704	0.0388549558526	0.156164932117	0.0147508641606	2.45539357667	0.102442089343	0.0519788110677	0.0879137133883	0.0496735221574	0.531870322756	0.0060059487348	0.0249727311581	0.127126212331	0.392508768493
taxid:451707|Bacillus_cereus_NVH0597-99	0	0.000287921711767	0	0	0	0	0	0	0	0	0	0.000318712308629	0	0	0	0	0	0	0	0	0	0.00334988548502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54643186851e-05	0	0	0	0	0	0	0	0.000138832885037	0	0	0	0	0	0	0	0	0.00023714372475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451708|Bacillus_cereus_H3081.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165653874826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037932494771	0	0	0.000353703093393	0	0	0	0.000386637155548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162548071823	0	0.000340107371999	0	0	0	0	0	0	0	0
taxid:451709|Bacillus_cereus_03BB108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310408873312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451754|Clostridium_perfringens_B_str._ATCC_3626	0.00276110529403	0	0	0	0	0	0.000304916131429	0	0	0	0	0	0	0	0	0	0	0	0.000439393781418	0	0	0	0.0757687546522	0	0.0208939718378	0.00261957352333	0	0	0	0	0.00200039158932	0	0.000336436635759	0	0	0	0	0	0	0	0	0	0.00048836157353	0	0	0	0	0	0	0	0	0	0	0	0	0.00330464449089	0.000127953806763	0	0	0	0.00130216868458	0	0	0	0	0	0	0.000321267832668	0.00266733357824	0	0	0	0	0	0	0	0.00819662168554	0	0	0	0.00045022090951	0	0.0115129699522	0	0.000603227712456	0	0	0	0
taxid:451755|Clostridium_perfringens_E_str._JGS1987	0	0.000373145129782	0	0	0	0	0.0161204132726	0	0	0	0.00180449133594	0	0	0.000377347518936	0	0.00206400108552	0.00143259346642	0	0.00165928749763	0	0	0.00434143519915	0.00362602541552	0.000299621090074	0.000318153759027	0	0	0.000607006299374	0	0	0	0	0	0.00203189828856	0	0	0	0	0.000282197762586	0	0	0	0	0.00176042498047	0	0	0	0	0.000795771242012	0.000474055036881	0	0.00053978021929	0.00331525913328	0.000250843316858	0.00114349893346	0	0.00144958004059	0	0	0	0	0	0.00947150068349	0.00237875180331	0.000734278940466	0	0.00185073105403	0.00121320719746	0	0	0	0.000305841385857	0	0	0	0	0	0	0.00101570873005	0	0	0	0.00319680538047	0.000309151381188	0	0	0	0	0
