NormalizedPercentage	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
taxid:716544|Waddlia_chondrophila_WSU_86-1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000564959653011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:717231|Flexistipes_sinusarabici_DSM_4947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000734387057554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00130937523454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:717773|Thioalkalimicrobium_cyclicum_ALM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224219342226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:717774|Marinomonas_mediterranea_MMB-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000394581344052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115096389193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045702542703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128636853844	0	0	0	0	0	0	0	7.1553811703e-05	0	0	0	0	0	0	0	0	0	0	0	0.000582414956503	0.000189072353327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:717785|Hyphomicrobium_sp._MC1	0	0	0	0	0	0	0	0	0	0.000793006166223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003872101431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051310802911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140856365536	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000344729534068	0.000498044276233	0	0	0	0	0	0	0	0	0	0	0	0.000807909189817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002647107613	0	0	0	0	0.000184709898702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303065013444	0	0	0	0	0	0	0	0	0	0	0.000176662329025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236585764316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127759744424	0.000318986804936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000363591375872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068954550167	0	0	0	0	0	0.000220443086152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:718251|Edwardsiella_tarda_FL6-60	0.00427455235239	0	0	0	0	0	0	0	0	0	0.00423288585249	0.00063518214058	0	0	0	0	0	0	0.000451417972581	0.000990102007291	0	0.000495693844548	0	0	0.000988304328786	0	0	0	0	0.0502621848268	0.000250384533672	0	0	0	0	0	0.000275734814446	0	0	0	0	0	0	0.00152046335546	0	0	0	0	0.00193633569729	0	0	0	0	0	0	0.000223170768138	0	0.00336240866024	0	0.0151418865792	0	0	0.00498129361676	0	0.00166443566226	0.0125211400747	0	0	0	0	0	0.00297805339844	0.00332007409014	0.000654667764656	0	0	0	0	0	0	0.00114906707652	0	0.000563520542192	0	0	0	0	0	0	0	0	0.00017433740366	0	0	0	0.00380566220288	0	0	0	0	0	0	0.00496602922899	0	0	0	0	0	0.000931194108501	0	0	0	0.00146301998653	0.000480772075106	0	0	0.00634316566657	0.000343600225382	0.0021067013476	0.00574139386962	0	0	0	0	0	0.000791737877064	0	0.000826787107196	0	0	0.00182418995952	0.00241794405102	0	0.00424258725194	0	0.0765927982175	0	0.00103137583031	0.00792885066004	0	0	0	0	0	0	0	0	0	0	0.000218927326839	0	0.000358428456787	0	0	0	0	0	0	0	0	0	0	0.000391270109181	0	0	0	0.00094541548788	0.00114925153041	0	0	0	0	0	0	0	0.0469852779187	0.00116622569583	0	0	0.000216118729475	0	0	0.00108925925335	0	0	0	0	0	0	0.000218339584628	0	0	0	0	0.000385064523616	0	0	0.00107086816582	0.000256011998457	0	0.000335371152358	6.58684770689e-05	0	0.00467527832471	0	0.0130285766589	0	0	0.00329607123994	0	0.000485518756595	0.0174182760462	0	0	0	0	0	0.00085895860706	0	0	0	0	0	0.00119230951259	0.000142745854868	0	0	0.000386654377464	0.000607813927477	0.000481779382832	0	0	0	0	0	0	0.00107469476477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000888684539357	0	0	0	0.000257349910615	0	0	0.000202149712722	0	0	0.00713475526166	0	0	0	0	0	0	0.000241942715963	0.000741729696701	0	0	0.00103919611946	0.00156016497405	0	0.00351083432418	0.000606595901673	0.0755653820964	0.000199587666552	0	0	0	0	0	0.00066919464654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:718271|Campylobacter_jejuni_subsp._jejuni_S3	0	0	0.000656188205173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00157692409753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793842427887
taxid:718274|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_T000240	0	0	0	0	0	0	0	0	0.000644378371282	0	0	0.000467153965266	0.00111206942134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000607423464865	0	0	0	0	0	0.000492285947967	0	0	0	0.0272509656473	0	0	0	0.00158418316611	0	0	0	0	0	0	0	0.00339561479889	0	0	0.000326266564616	0	0	0	0	0	0	0	0	0	0.000489653389087	0.00278407244394	0	0	0	0	0.000365975777436	0	0.00377368610452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254448158891	0	0	0	0	0	0	0.00171874757342	0	0	0	0	0	0	0	0	0.000590436746039	0	0	0	0	0	0	0	0	0	0	0	0	0.0267659334879	0	0.000231172642576	0.000121614526254	0	0	0	0	0	0.0028891413378	0	0.000395307298625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164919850184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0199070886691	0	0	0	0.00224813442797	0	0	0	0	0.00113280527016	0	0.000828872752985	0.00013126426736	0	0	0.000246653603196	0	0	0	0	0	0	0	0.000127586507635	0	0.0757013517025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104564834365	0.0010748950567	0	0	0.000541309911918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108576029627	0.00179894241221	0.000355880595213	0	0	0	0.000382145967967	0.000191241012495	0	0.000573798730282	0	0.000222302647559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167553697551	0.00713143916069	0	0	0.000623069606163	0
taxid:720554|Clostridium_clariflavum_DSM_19732	0.00743860607817	0.02060872771	0.00878024518889	0.0402548801754	0	0.000119853793134	0.00240732052627	0.014512103947	0	0.000770313818095	0.0472657938438	0.000483589938125	0.0299310852283	0.00932146502815	0	0.0624705006305	0.000346225248925	0	0.0147783612695	0.0301521933854	0.0426899211576	0.000377391838183	0.0305515421508	0.00979868710359	0.0199395590097	0.00580280358373	0	0	0.000297547018305	0	0.00514695345173	0.00468401986815	0.0211027723976	0.00287740764462	0	0.00509606144479	0.000419856206081	0	0	0.0154213255761	0	0.0036100834549	0.0630166254933	0.00655967921705	0	0.0107547277594	0.00721045511154	0.000496170532312	0.0889440599996	0	0.0119456177162	0.0135195515544	0	0.160898768221	0.000675491334875	0	0.00479046249629	0	0.00705800880443	0.00840593008072	0.0326163477761	0.0331506429403	0	0.00562727471585	0.00836353590178	0.0004433884662	0.00244565035862	0.00104517228881	0.000651517412476	0	0.00340966779803	0.0120923354456	0.00229791557019	0.000498425134424	0.0166340657662	0.00620306814883	0	0.0174847082809	0	0.00560637399588	0.0102792688601	0.0106796353107	0.047622447147	0.000288440146754	0.0130440105965	0.00036106045269	0	0.000290491953031	0.115983929526	0	0	0.000929110977842	0.0102406164011	0	0	0.00948241656556	0.00810017611607	0.000854411588391	0.0116809938655	0.0140269422738	0.0114203994619	0.00502574848917	0	0.0102054243802	0.00301378402108	0.0362844329918	0.0155395111413	0.013838230636	0.0125248868762	0.0427559088344	0	0.00142615713804	0.011806878713	0.000732062579217	0.0137116003012	0.00151828077783	0	0.0112486621522	0.00561371027673	0.0135505839966	0.0331250641246	0.0599882453642	0.0324227541999	0.00983441178266	0	0.012055643461	0	0.00100714651869	0.0345826260541	0	0	0.000613626307227	0.00122279021333	0	0.00555146811057	0.0104349946282	0.00216843152295	0.0251273046693	0.00362193344724	0.00920230132635	0	0.00812445545036	0	0	0.000441209419768	0	0.0284505862878	0.00157622857314	0.00412675922017	0.0410028513655	0.00659577437694	0	0.00269029447376	0.00957539175406	0	0.000847198636274	0.000656622920509	0.0157025057599	0.0327783141316	0.0084636473167	0.000178126872447	0.0106992324695	0.00774513508931	0.00658374383521	0.00136292771219	0.0109352849748	0.0266319774422	0.01815566536	0.00598970314006	0.041233667763	0.000907525768717	0.00836521310994	0	0	0.00613636593065	0	0.00621526461841	0.00256892978515	0.00722236098539	0.0121759569247	0.000460564588895	0.00317617565968	0	0.0138895065638	0	0.0132476681659	0.0120501133687	0.0168523304431	0.0492968021624	0.00257657717662	0	0.0110478499396	0.0171892119978	0.000300114498851	0.0202284020448	0	0.00943838666576	0.0120935482622	0.00233894787495	0.163592561701	0.00076599500107	0	0.00248915454485	0.000485383513997	0.00489275153734	0.0118186023148	0.0192190302683	0.0105873588354	0.00105660327721	0.00342550066388	0.0138616924064	0.0026026733407	0.00153110782104	0.0112971785358	0.0131290067932	0.00885703599427	0.00482613012959	0.0111173207223	0	0.00634990889432	0.00267468768956	0.000426399904317	0.00150905106488	0.000363101445447	0.00173885138673	0.013410589328	0.00470412032044	0.00338532017364	0	0.00275098645391	0.000111078323727	0.00670160641714	0.0356337626632	0	0.000442346137274	0.0118044767919	0.0152732296924	0	0.00306501815372	0.00860889545451	0.0114665868565	0.0118438307512	0.0154897930511	0.0645675579688	0.0189207868059	0.00167112805255	0	0.00811828201307	0.00623119452388	0.0336845976792	0.024947404684	0.00504319435661	0.0225898282141	0.000676591600966	7.92783195038e-05	0.00382030065476	0.0025078604475	0.00391861859457	0.00579402335726	0.00618077232665	0	0.0166833719922	0.00296717485018	0	0.0255930877674	0.0919803919626	0	0.00953945666541	0.0053240249432	0.0204845846539	0	0.000941181526834	0.00250346411727	0.0041766246986	0.00514268413344	0.0195989789048	0	0	0.00831286934044	0.000115061983383	0.0107887474502	0.0221155041493	0.000669813742649	0.00036125922494	0	0.00156225080101	0.00934055904973	0	0.00663818421668	0.000191731323652	0.0364372951795	0	0.0247481334115	0.0007354060549	0	0.0114488248551	0.120627349951	0.0046309443962	0	0	0.00592025898752	0.00800110611945	0.00530024450831	0.0163041846929	0.0107659212987	0.0365940625519	0.00374716578571	0.0380544802506	0.0388547155795
taxid:720555|Bacillus_atrophaeus_1942	0.000546268780287	0	0	0	0	0	0	0	0.000195944457247	0	0	0	0	0	0	0.00059195419705	0	0	0	0	0	0	0	0	0	0	0.00038000195035	0	0	0	0	0	0	0.000198878243066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424888899968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000401087979623	0	0	0	0	0	0.000508335961864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000497725687673	0	0	0	0.000828726286958	0.000209297598663	0	0	0	0.00160142876476	0	0	0	0	0	0	0	0.000143203789126	0	0	0	0	0	0	0.000193333087328	0	0	0	0	0	0	0	0.000244461093638	0.00250028779548	0	0	0	0.000325760993858	0	0	0	0.000201636838167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000540063133272	0	0.00017835014511	0	0	0	0	0	0.000127695997899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212480357503	0	0	0	0.000261723158207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:72638|Streptococcus_phage_Sfi19	0	0	0	0.0369924705612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0465197422112	0	0	0	0	0	0	0	0	0.0434680887282	0	0.0216150303166	0	0	0	0	0	0	0	0	0	0.031560840834	0	0	0.038336159459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0474472185621	0	0	0	0	0	0	0	0	0	0	0	0	0.0568521466706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026887652699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039752875341	0	0	0	0	0	0	0	0	0	0	0	0	0.0304205038585	0	0	0	0	0	0	0	0	0	0.0591573991885	0	0.0287586508397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283880387249	0	0	0.0199466285472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143632864992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0365902207326	0	0	0	0	0	0.0151203795185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183666425723
taxid:741091|Rahnella_sp._Y9602	0	0	0	0	0	0	0.000560016699428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83626416262e-05	0	0	0	0	0	0.000889125319804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271867939024	0	0	0	0	0	0	0	0	0.000193954566749	0	0	0	0	0	0	0	0	0	0	0	0.000560304696355	0	0	0	0	0	0.000399268096593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194016048014	0	0	0	0	0.00373134256972	0	0	0	0	0	0.000638625909357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00160591868612	0	0.000834899708687	0	0.000178492667606	0	0	0	0	0.000486781847728	0	0	0	0.00115468721493	0	0	0	0	0	0	0	0.00029336490546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029640217622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187677169765	0	0	0	0	0	0	0	0	0.00449727401819	0	0	0	0	0	0.00170923322297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000518105057932	0	0	0	0.000100376068736	0	0	0	0	0.000243454930428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026833757014	0	0	0	0
