order	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
d__Bacteria|p__Cyanobacteria|o__Chroococcales	5	6	6	7	9	22	19	2	15	6	8	6	11	7	3	7	4	2	15	23	4	9	14	9	16	6	0	4	4	1	8	3	7	14	6	2	4	2	1	37	3	16	3	1	6	6	10	6	10	1	7	9	7	8	15	3	2	7	4	2	12	1	4	7	4	3	4	3	6	11	13	7	8	10	13	5	1	10	4	2	5	7	3	5	22	4	3	7	9	0	4	7	13	3	7	8	2	11	6	5	6	8	3	9	12	17	10	5	7	8	4	2	6	5	8	3	3	8	6	13	5	6	5	1	5	11	4	7	16	3	8	6	3	1	7	0	4	1	3	4	2	4	7	1	4	4	6	8	10	15	19	3	9	13	7	27	17	17	18	16	2	16	6	7	20	24	10	8	16	20	14	10	1	7	8	6	4	6	12	13	5	19	4	3	0	40	12	25	17	4	6	6	6	1	13	7	16	14	1	26	12	3	1	11	4	10	13	10	18	18	13	6	9	8	11	15	13	12	14	12	10	7	21	4	6	13	26	4	14	6	6	11	19	2	8	9	9	7	12	11	11	14	7	14	10	9	1	11	13	23	12	15	13	12	10	7	9	14	15	6	5	5	12	10	7	18	20	9	6	26	3	8	11	7	22	11	5	1	7	7	4	9	13	10	5	7	10	0	9	7	12	3	1	0	8	4	6	4	2	5	15	7	7	12	12	12	10	13	8
d__Bacteria|p__Cyanobacteria|o__Nostocales	3	1	1	2	1	1	1	3	1	3	1	3	4	4	0	0	1	2	0	1	2	1	4	7	2	0	1	1	1	0	0	1	0	4	6	2	0	1	2	3	3	4	0	2	1	1	3	1	3	1	1	0	1	4	3	0	0	1	1	1	0	1	3	1	2	0	0	0	1	2	2	5	4	3	1	0	7	4	0	2	0	0	1	1	0	3	3	0	4	0	2	0	1	4	0	3	2	1	0	4	0	0	0	2	1	3	0	1	1	1	0	0	0	2	8	0	1	2	1	2	3	1	2	0	6	1	0	3	2	2	1	1	1	0	4	1	1	3	1	4	1	1	1	2	2	1	2	1	1	2	0	4	1	1	2	5	0	2	0	4	0	1	1	2	1	3	2	6	1	3	6	3	0	1	2	1	4	4	0	2	2	1	0	1	0	2	3	11	4	1	0	2	2	1	4	0	3	1	1	5	4	1	0	0	2	3	3	3	4	1	8	3	0	0	2	3	6	3	2	3	2	0	7	2	1	1	3	4	1	2	0	1	1	2	0	1	1	5	1	4	2	1	1	2	2	0	0	5	2	4	1	3	4	6	0	2	2	2	7	0	2	5	2	11	4	3	4	0	2	3	0	0	3	3	3	2	3	0	1	1	1	3	0	0	3	3	4	0	2	3	4	2	3	2	0	0	2	2	1	3	3	3	3	5	2	0	0	3	1
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales	4	2	4	1	3	0	3	2	0	1	1	3	6	1	1	4	1	0	0	2	1	0	2	4	2	1	0	1	0	3	3	2	1	4	0	3	2	4	0	7	1	2	1	0	1	5	12	2	0	0	2	5	0	1	3	0	1	1	0	6	3	2	2	1	1	0	1	1	1	2	0	2	2	1	4	0	0	1	0	0	1	4	3	1	1	2	0	4	1	1	1	3	3	9	3	9	1	6	3	2	3	0	3	3	3	3	2	1	1	2	1	3	4	1	2	0	3	2	3	5	3	3	1	1	0	2	0	4	0	2	1	1	0	0	1	1	0	1	2	1	3	2	0	0	0	2	1	2	3	4	4	0	1	0	2	8	2	6	4	6	2	9	3	4	4	3	3	4	3	1	3	7	0	3	1	1	2	6	2	2	0	6	4	3	2	5	2	0	2	2	0	6	8	2	5	0	3	3	0	4	4	0	1	3	1	2	2	1	1	2	2	2	0	1	2	11	3	4	7	3	2	3	1	1	3	4	4	1	3	0	0	3	2	1	1	2	2	9	5	5	4	2	3	5	3	6	3	8	3	1	1	5	1	5	1	1	5	4	2	0	4	6	7	2	6	3	5	6	5	2	0	3	0	2	3	0	3	0	1	3	1	0	0	2	4	4	2	0	4	1	0	0	1	1	2	1	1	1	2	1	5	1	1	6	6	3	2	5	6
d__Bacteria|p__Cyanobacteria|o__Pleurocapsales	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Prochlorales	0	4	2	2	2	1	0	0	1	6	0	1	1	1	1	0	2	2	3	0	2	1	0	4	3	2	0	0	0	1	1	0	6	6	1	3	0	1	0	7	1	1	0	1	0	3	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	2	0	0	3	1	0	1	0	1	0	2	3	0	1	1	1	1	0	3	1	1	1	1	2	0	2	1	1	2	1	1	2	1	2	1	1	1	0	0	3	0	0	0	3	0	0	0	1	0	0	1	2	3	0	0	3	2	1	0	0	1	2	0	0	3	0	0	2	1	1	0	0	0	1	4	0	2	0	0	0	1	0	0	0	0	2	2	2	6	1	3	0	0	1	2	3	2	0	2	5	1	9	5	5	0	4	2	5	0	3	2	0	3	2	1	1	3	2	4	0	1	0	2	0	8	1	4	0	0	0	5	0	6	3	2	6	0	2	1	2	1	0	1	2	4	7	1	2	2	1	1	4	2	2	1	1	3	1	0	2	2	0	0	4	2	3	4	1	2	1	1	1	1	3	3	3	0	4	0	1	0	2	2	2	0	0	3	2	1	1	2	2	2	0	2	0	2	1	2	5	7	1	0	1	0	2	0	0	2	0	1	0	2	0	4	3	0	1	2	1	5	0	0	0	2	2	0	0	2	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	2
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales	0	1	0	0	1	1	0	3	2	3	0	0	0	1	0	2	1	3	0	0	0	2	2	2	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	6	0	1	0	0	0	0	1	0	0	0	1	0	0	8	0	1	0	0	0	0	0	1	1	1	0	2	2	0	1	2	0	2	2	0	1	0	1	1	0	3	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	2	1	5	1	1	0	0	0	1	2	0	0	0	2	1	0	0	0	0	1	0	1	1	0	0	2	7	0	2	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	2	0	3	1	1	2	1	4	3	4	0	1	0	1	2	2	0	1	4	1	0	1	1	2	1	2	0	1	0	0	1	0	4	0	1	0	0	1	0	1	1	1	3	1	1	1	0	0	0	3	0	3	2	3	1	1	0	0	0	5	1	0	0	0	0	0	1	4	0	0	0	3	1	0	1	0	1	11	2	0	1	0	1	5	2	1	1	4	0	0	0	4	1	0	1	0	1	0	1	0	0	5	2	2	0	0	2	1	5	4	0	1	2	2	0	1	1	1	1	0	2	0	1	0	3	3	0	0	1	3	0	2	0	0	3	1	0	1	5	8	1	0	1	0	1	1	0	0	1	4	0	0	3	0	0	0	0	1	2	1	0	0	3	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales	3	9	7	6	7	9	12	4	2	11	8	9	9	9	2	7	1	8	9	4	0	5	5	23	24	8	1	2	10	1	5	4	0	14	1	8	2	8	1	19	8	8	2	5	0	5	28	3	8	8	7	18	0	6	5	5	1	3	2	17	13	7	5	2	6	4	0	3	4	6	10	3	12	13	11	7	5	13	3	2	6	3	5	1	31	12	6	14	11	7	5	14	13	0	2	16	4	9	3	7	5	7	0	9	9	20	12	6	6	23	9	14	5	5	11	7	7	12	7	31	4	22	11	4	5	8	1	8	16	4	5	5	3	0	5	3	2	1	5	4	0	6	3	2	1	2	3	8	12	14	9	8	18	6	0	13	14	17	13	9	3	12	3	12	16	10	7	12	18	31	23	8	0	5	5	1	6	5	1	18	0	13	8	5	3	36	16	11	6	3	1	17	13	3	9	13	15	22	0	23	15	0	0	7	2	8	8	18	15	4	14	8	0	7	20	14	10	12	10	17	4	9	14	2	4	13	10	3	41	9	3	15	29	7	9	11	4	0	4	10	8	2	2	20	9	12	1	9	9	18	10	8	10	34	10	13	19	7	14	6	2	6	8	19	5	21	13	6	3	13	1	2	11	8	15	11	7	0	7	4	5	4	1	4	0	6	10	0	4	4	10	4	3	1	2	5	4	1	4	1	10	8	3	21	6	20	1	10	10
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	1	3	10	6	10	3	11	3	3	12	11	5	8	9	7	5	3	5	20	4	2	12	5	5	22	15	1	1	22	1	5	6	1	12	3	8	7	1	4	30	5	4	2	16	5	15	16	4	6	0	7	8	1	9	14	5	3	2	3	10	21	3	4	4	4	8	1	2	6	7	7	9	12	7	12	3	3	10	4	2	8	11	8	1	18	2	1	10	6	1	4	5	9	2	8	14	2	3	0	6	16	8	3	7	6	20	18	7	4	6	3	11	4	9	9	8	14	12	10	10	5	7	8	2	5	11	1	5	9	8	4	1	3	0	3	6	1	8	0	5	3	3	4	3	5	5	2	2	11	3	10	4	15	3	4	10	11	10	13	6	14	11	2	5	24	14	0	30	15	8	6	15	3	3	30	3	6	5	1	4	3	14	5	1	7	25	8	16	9	17	2	7	19	1	5	1	16	7	1	15	11	6	2	2	1	11	15	12	12	2	6	10	0	5	9	10	9	6	6	9	9	5	10	4	6	15	19	2	17	5	2	13	11	1	5	5	1	1	13	5	11	7	3	9	20	5	0	7	15	21	6	8	13	8	3	9	9	18	14	11	10	12	10	4	8	7	13	10	3	15	0	8	7	5	17	5	2	1	8	3	6	4	5	7	4	10	5	1	3	4	11	3	4	2	4	2	5	3	1	0	8	8	2	9	15	9	10	5	10
d__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales	0	1	0	0	1	12	0	3	0	1	0	1	0	0	5	1	2	1	3	0	0	0	0	6	1	3	1	0	0	0	2	2	0	1	2	0	1	0	0	0	3	3	1	1	0	0	4	1	2	0	1	0	0	1	0	1	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	4	1	0	1	0	0	0	0	4	0	0	3	0	1	1	0	2	0	3	0	1	0	0	0	3	0	0	0	2	0	1	3	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	4	0	0	0	1	1	0	1	0	0	0	2	0	1	1	0	3	1	0	1	10	2	3	0	0	0	0	1	1	2	6	1	1	1	0	2	0	3	3	4	0	3	0	1	0	2	3	1	3	1	1	0	0	1	0	9	1	6	0	0	2	2	0	1	0	7	1	0	1	5	2	0	0	2	0	2	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	2	3	0	2	1	5	0	1	0	1	0	0	0	3	1	0	1	2	1	0	4	0	3	0	2	2	3	1	1	0	5	2	1	0	2	2	0	0	0	2	1	0	0	0	0	2	1	2	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	3	1	2
d__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	1	2	2	0	1	1	0	1	0	0	3	2	0	1	0	1	0	0	2	1	3	3	3	3	6	2	0	0	0	0	0	0	0	0	0	2	1	0	0	4	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	1	1	2	1	4	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	3	1	0	2	0	1	1	0	1	0	0	0	2	3	3	0	0	0	0	2	0	5	2	3	0	0	2	1	5	1	0	0	1	2	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	2	3	2	6	0	0	0	2	0	3	2	1	0	2	4	1	2	0	0	0	0	3	0	1	0	0	4	0	0	0	2	5	2	1	0	1	0	1	0	0	0	1	1	0	6	1	0	0	0	1	5	2	0	1	1	0	0	0	0	0	8	2	7	1	2	2	0	0	0	0	1	1	0	3	3	1	0	1	0	0	1	0	1	0	1	1	2	1	2	0	1	0	0	2	3	1	0	1	0	0	3	2	4	2	0	0	0	3	2	2	4	3	3	0	2	0	1	5	0	2	3	1	0	3	0	2	0	0	1	2	3	1	0	4	1	1	0	1	0	0	0	0	0	1	2	3	1	0	5	2	1	0	3	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	19	68	41	54	84	143	56	75	25	49	32	35	53	45	92	35	29	35	85	37	20	65	43	72	69	64	33	20	92	18	73	44	43	74	53	36	29	46	14	49	23	56	76	72	84	100	46	71	61	75	36	53	22	31	68	116	55	32	70	78	248	19	19	27	30	834	37	47	28	34	43	34	33	33	55	22	25	47	26	58	42	35	43	37	84	38	42	62	25	36	23	49	67	75	106	61	9	49	34	23	37	29	49	43	62	76	46	27	58	25	50	48	31	57	30	28	58	63	34	89	23	67	36	21	52	31	43	24	53	42	14	63	22	16	35	42	31	30	21	13	21	51	18	7	59	15	30	87	56	105	154	163	82	136	88	109	94	93	89	92	141	66	123	111	131	81	63	130	75	88	81	90	107	40	178	21	95	117	97	84	64	62	65	50	59	60	108	111	289	111	67	229	73	72	80	93	93	122	47	88	95	107	57	70	115	79	385	100	62	72	67	2256	114	120	52	83	58	83	55	68	47	73	92	53	120	96	82	107	97	61	98	94	79	79	61	93	77	122	211	77	78	93	115	64	99	40	63	95	108	95	73	75	79	63	95	83	87	148	46	57	96	141	76	91	70	88	68	71	164	55	56	49	86	93	56	94	65	21	67	76	87	83	35	37	61	94	73	14	183	26	78	19	19	24	23	22	22	85	28	21	73	47	123	77	52	94	178	69	87
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	7836	27615	4324	2670	1714	3536	8890	5444	1290	931	166	2006	264	658	14955	1444	937	2042	1408	216	209	738	849	2888	7606	1101	5122	41951	1160	9060	23642	11867	593	2201	1004	1788	5277	5620	252	2127	499	2477	736	1663	2088	681	1970	23022	430	33831	11642	36343	4770	233	2503	12953	6653	7455	8353	1384	5585	2606	244	1692	3938	9538	1678	416	626	390	338	364	5076	374	630	287	3258	771	1562	1071	2641	1762	757	322	2690	20585	5455	2294	514	2074	3871	8635	931	16180	60639	6636	1023	8786	4389	669	909	359	11916	5395	4065	523	3227	6068	378	676	3528	600	3996	2992	958	763	4691	2228	2955	5428	1007	657	253	690	3832	1598	1389	4069	536	1488	1084	13152	1311	9153	335	15627	354	1704	524	207	1316	375	460	1788	6280	1043	1316	38173	7543	5576	3053	4132	16514	8715	3894	1726	389	5109	430	1291	28513	2847	2931	5599	2481	444	927	1450	2819	4679	11947	2050	16744	93505	1862	18478	46516	34779	970	3024	1016	4564	9021	7573	769	3634	2055	4993	3118	2296	2162	957	3275	39806	670	50936	28260	95086	7135	697	4196	24188	6855	13988	12583	1883	7208	8071	786	5116	9171	22153	4509	959	2229	1096	475	1173	10974	530	1066	13530	1498	1915	1988	7268	4354	576	3580	46220	12124	3663	1661	4728	8301	15407	1551	26660	90179	10788	4081	17885	9729	2745	1758	512	15919	10337	7151	806	6748	17242	564	1163	6668	914	10210	7586	1504	1037	7232	4046	5373	8347	2378	1637	421	2424	10047	2748	2184	6873	422	3931	6018	24355	5056	15711	606	38138	1124	2785	993	836	807	561	1998	4378	15909	666	3465	131	195	728	734	576	831	2147	476	362	369	926	3137	3361	2287	3220	4653	1966	1362
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	36362	93059	130636	44606	99625	71539	54841	88520	22139	73217	29046	58074	17566	85851	116960	109110	46053	50870	143272	22268	43539	97798	51515	78161	97683	126196	44405	18301	78892	17650	138281	62084	54123	149161	263003	74501	57336	247665	10757	93450	41712	107102	51708	72959	107587	123626	81383	129436	49122	54672	75998	66490	174604	32738	58126	17601	279965	63964	176677	92877	94669	70150	23570	60416	29533	37041	53177	71542	37916	25792	51213	52996	35522	51645	64687	17393	21448	37360	21705	106889	47829	47101	69870	126736	57740	61381	83132	66368	57175	67546	53392	66483	156326	140229	76171	81103	67804	91451	93311	33096	57057	170599	140450	96987	65802	61488	120791	41386	108471	89847	63827	88513	52754	47777	77797	170533	111671	57025	69618	50505	66372	32761	59775	71046	37040	42393	36794	38103	69631	74379	20416	123010	25380	2520	71215	77186	51761	40349	23739	12731	50948	101757	49115	2561	59903	33295	64487	117588	204830	82843	152768	84861	94184	128279	60867	144778	90910	141129	33359	153384	199460	224193	132687	136407	217406	44614	156573	176997	123492	103931	123078	205631	128321	31263	135829	27722	226032	144276	116366	186322	323340	171248	100430	336846	33483	136988	128643	198485	166220	94994	120969	205679	107467	205256	92824	74531	154383	138115	238959	110928	82351	30157	260701	110588	283787	111399	119320	210369	80693	165434	51176	72831	126708	180513	112157	87273	88655	126365	60966	96505	45603	59101	65881	35784	201755	114024	99264	270501	65235	124023	177676	105719	147209	128184	93549	100041	226156	224927	122247	103323	215809	169820	204929	91090	113209	314019	178271	165512	106449	83812	201008	108098	174666	156931	118734	156096	121608	99341	134829	281827	165662	97019	127534	59059	145753	53757	107765	197020	81313	76734	49903	56116	93442	157890	64918	205832	62851	1589	142298	162054	150448	98407	43484	29627	65410	129445	184154	3601	126947	77385	151211	27366	18620	27202	38018	35443	50265	69245	34336	19719	97173	63353	108721	117473	114065	157126	144861	120848	72722
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	0	3	3	4	4	12	1	1	0	4	2	4	3	4	4	1	0	1	2	1	5	6	0	4	3	1	0	0	2	0	2	6	0	3	2	1	0	5	1	2	0	8	6	1	2	3	8	1	4	3	1	6	0	3	3	1	2	1	8	4	9	1	2	0	4	0	0	2	0	2	3	1	1	1	3	1	0	12	1	0	0	2	3	0	3	3	3	3	4	1	1	1	5	5	2	3	0	0	1	3	3	1	0	1	3	2	0	0	5	0	1	0	1	1	0	2	0	3	2	1	2	5	2	0	1	2	1	1	3	6	1	4	0	0	0	2	0	1	0	1	1	7	0	0	2	2	1	5	5	6	8	12	4	1	2	6	3	3	3	3	5	0	1	0	4	3	11	11	4	3	10	1	6	2	2	0	2	3	2	6	1	4	0	5	3	4	10	9	24	2	0	0	9	3	4	4	11	9	1	16	6	1	1	3	10	2	11	5	1	1	6	1	0	4	4	3	5	12	0	2	2	4	10	1	1	7	2	1	7	2	3	10	3	4	2	4	10	3	1	2	2	8	3	7	7	2	1	4	5	9	6	0	4	0	6	1	3	1	6	2	2	3	2	2	4	13	6	4	2	7	1	7	3	10	7	5	3	0	2	8	0	1	0	1	3	11	1	0	4	0	1	1	0	0	4	0	1	4	0	2	2	1	1	5	2	1	7	4	21
d__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales	1	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	2	0	0	1	4	0	0	0	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	3	17	20	20	15	19	6	3	2	27	14	9	21	12	12	10	5	4	21	30	10	9	17	31	28	9	6	5	10	2	7	5	6	18	15	8	3	7	7	35	6	6	13	9	16	10	30	11	14	4	10	18	4	16	25	3	1	5	12	17	33	9	4	10	16	8	3	10	7	14	14	8	9	11	14	5	8	24	8	5	11	10	9	1	30	10	8	9	19	6	5	10	17	2	2	28	6	19	10	12	13	13	1	14	7	38	19	5	14	16	5	6	4	18	20	10	14	10	10	28	8	20	15	1	5	19	14	9	16	20	7	15	7	0	8	6	6	9	9	1	6	15	6	2	15	2	9	32	27	51	20	18	6	12	9	34	27	21	40	17	15	24	12	18	31	48	28	29	23	35	52	18	19	2	12	4	7	18	5	27	9	23	17	10	22	38	19	18	52	15	5	14	30	11	14	0	24	34	6	48	33	7	2	5	24	18	37	12	20	11	26	10	9	21	22	34	15	35	11	18	16	13	38	10	9	31	21	8	39	31	11	31	39	5	14	22	14	4	13	23	13	29	24	33	31	24	3	17	15	58	27	21	32	28	6	6	14	30	23	16	6	17	16	22	7	33	36	11	16	25	16	18	20	32	30	26	24	1	16	15	18	29	12	10	20	22	16	0	13	6	18	9	2	5	13	5	8	20	2	13	43	15	21	24	21	31	28	36	38
