family	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11789
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.20013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15725	0	0.66214	0	0	0	0	0	0.30977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15493	0	0.46846	0	0	0	0	0.12617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27654	0	0	0	0	0	0	0	0	0	0.09091	0	0	0	0.01813	0	0	0	0	0	0	0	0	0	0	1.27399	0	0	0	0	0	0	0	0	0	0	0	0.1236	0	0.05933	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09094	0	0	0	0	0	0	0	0.44313	0	0	0	0	0	0	0	0	0	1.46194	0.10635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12727	0	0	0	0	0	0.10927	0	0	0	0	0	0	1.05985	0.33468	1.42867	0	0	0.21939	0.3292	0	0	1.56566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43806	0	0	0	0	0	0	0	0	0.48037	0	0	0	0	0	0	0.07344	0	0	0	1.05916	0	0	0.29284	0	0	0	0	0	1.69816	0	1.28921	0	0	0	0	0	0.5757	0	0.06385	0.13993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07487	0.0977	0	0	0	0	0	0	0	0.20943	0	0	0	0	0	0	0	0	0	0.8344	0.06345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03378	0	0	0	0.05391	0	0	0.77499	0.25267	0	0.48242	0.09078	0.0575	0	0	1.1735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27748	0	0	0	0	0	0	0	0	0.35276	0	0	0	0	0	0	0.04083	0.04203	0.01534	0	0.75436	0	0	0.21432	0	0.30109	0	0	0	1.05869	0	0.50594	0	0	0.1235	0	0.09626	0.41837	0	0.02866	0.04858	0	1.18215	1.71643	0.06311	0	0	0	0	0	0	0.84795	0.7999	0.11454	0	0.24904	0	0	0.11505	0.04952
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0	0.24722	0	0	0	0.46285	0.80289	0	30.21068	0	0	23.69046	3.80587	0	0	0	0	0	0	2.94139	0.41457	0.52617	0.73121	0	0.27948	0	34.77399	4.45058	0.45199	87.71985	0	0.86035	0	0	0	2.87211	36.81175	0	41.30399	1.05156	15.41868	0.13609	0	58.6257	6.39028	0	0.25807	0	0.68948	0.53037	0.22203	0.31242	39.81374	0.54037	13.24156	70.42705	4.35385	14.26479	1.68446	4.41201	1.91728	0	6.03853	0.35761	1.71574	28.97085	0.7783	0	0.87142	0	0.3056	0	27.18213	0.60123	0	39.4166	1.91578	0.40002	24.41892	0	0.4105	0	0	0	0	1.86987	0	0.25563	0	0	70.67214	0.14415	0.15704	2.04224	0.20087	6.03811	0	0	0	7.09388	0.30021	0	2.65786	0	0.5448	0	0	23.29993	5.86074	0.47042	0	9.9372	0	1.24204	0.47391	0	12.35997	0	0	23.04996	0	0.6372	0	0	4.1874	1.44972	27.23718	68.23513	0	2.74658	0	3.38994	0	97.68634	0.30499	21.67001	1.14616	5.16166	0.80744	0	12.95656	0	2.4618	0	1.53015	1.22712	9.88047	0.39532	0	0	0	0.21516	1.19548	0	27.08989	0	0.49352	14.19175	1.20673	0	0	0	0	0	0	3.29223	0.19352	0.46037	0	0	0	0	16.41595	3.62087	0.26899	83.97107	0.1102	0.11015	0	0	0	2.12223	21.23594	0	25.20743	0.47526	9.14109	0	0	44.85033	3.79964	0	0.45691	0	0.42593	0.34299	0	0.50428	34.36071	0	9.12051	55.19253	4.52265	12.94244	1.07225	6.02337	0.79634	0	5.32832	0.22344	1.31873	19.01798	0.19928	0	0.45453	0	0.2814	0	20.47817	0.47252	27.52807	1.28996	0.43785	16.03019	0	0.30773	0	0	0	2.09717	0.12073	0.10015	0	0	60.80677	0	0	1.17657	0.54593	4.46532	0	0	0	7.59411	0.12253	0	1.91326	0	0.27514	0.21485	0.15913	19.94908	5.43175	0.25752	0.08572	8.91305	0	1.39974	0.27452	0	9.3922	0	0	13.72188	0	0.69467	0	0.11263	2.96658	0.12349	22.44586	59.82467	0.39868	0.61427	0	1.84611	0.15116	95.43114	1.20717	15.85978	0.40154	2.82322	0.46746	0.19036	6.54546	0	1.10942	0	0.5259	0.36168	6.39464	0.5631	0.47331	0	0	0	0.66727	1.11793	0	0.4228	0	0	0.23707	0	0.16401	0.90795	0.83175	0	0.33394
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20966	0	0	0	0	0	0	0	0	1.1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15451	1.21832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32018	0	0	0	0	0	0	0	0	1.8871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81484	0	0	0	0	0	0	0.82061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0	0	17.0019	65.16391	0.1259	0	0	4.36958	0	0	0	0	3.69654	0	0	0	0	1.29386	7.94091	5.8138	8.84892	1.12754	5.04337	0	3.20034	0	0	0	4.83986	0.45115	0	0.98462	1.12053	0	40.21094	6.06898	0	1.01917	0	8.97302	0	0.11533	0	0.29167	0	0	35.34741	17.75602	0	0	0	0.32876	0	0.27592	0	0	0	0	0	0.28319	2.39664	0	15.37331	0	55.51672	3.43055	0	0.72667	9.95447	27.39937	0	4.05835	1.75577	0	15.32386	0	0.22098	4.20491	0	0	0	1.19151	0.12991	0	31.5751	2.09488	3.27378	2.21395	0.19242	0.67213	0.0454	0	0	0	0.10493	15.90543	1.49113	0.18791	8.747	0	0.28772	26.69592	0	7.52039	7.20883	0	3.97452	0	0	0.93029	0.05904	11.52263	10.32001	22.60955	9.9917	2.64047	0	0	2.03056	0	8.04454	1.51838	1.36541	14.12967	0	23.13981	0	0.02292	0.6035	0.51856	1.93493	0.42912	0.9123	0	2.25696	0	34.52651	0	0	4.03407	0	5.15375	8.11601	0	0	0	0	0	13.53458	60.97229	0.09802	0	0	4.07905	0	0	0	0	2.23271	0	0	0	0	0.81887	5.95857	5.41937	4.6111	0.95576	3.96751	0	2.24473	0	0	0	4.27652	0.3815	0	0.42206	1.01108	0	24.06334	5.84423	0	0.56134	0	6.89327	0	0.10563	0.15214	0.18793	0	0	31.29076	9.69221	0	0	0	0.16369	0	0.11272	0	0	0	0	0	0.10399	1.83014	0	13.87938	0	45.58465	2.70833	0	0.40775	8.38451	20.57697	0.05174	2.06211	1.62161	0	0	0.02454	2.94371	0	0	0	1.22295	0	27.13172	1.82581	3.1888	2.34896	0.33291	0.61485	0.11122	0	0	0	0.12497	10.43193	1.16868	0.1952	6.32939	0	0.30987	23.44148	0	5.55868	4.96944	0	2.22871	0	0	0.79943	0.05564	11.44975	8.35003	15.60551	8.59673	1.99337	0	0	1.69399	0	7.85226	1.34344	1.07491	9.68456	0	20.712	0	0	0.85552	0.40326	1.5247	0.45027	0.60067	0	2.0654	0	22.34579	0	0	2.18685	0	4.44156	5.26142	0	0	0	0	6.80966	0	10.00513	0	2.20555	0	0	0	0	5.08149	0	8.08088	0.02316	1.938	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54631	0	0	0	0.26144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44729	0	0	0	0.27389	0	0	0	0	0	0	0	0	0.36918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08069	0	0	0	0	0	0	0	0	0	0	0	0	0.33674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	0	0	0	0	0	0.04134	3.41243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38107	0	0	0	0	0	0	0.83672	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23687	0	0	0	0	0	0	0	0	0.06849	0	0	0	0.06135	4.98794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95827	0	0.35698	0.03293	0	0	0	0	0	1.45224	0	0	0	0	2.81235	0	0	0	0	0	0	0	4.46232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09695	0	0	1.23712	0	0.10276	0	0	0	0	0	0	0	0	0	0	0.56555	0	0	0	0	2.64373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48309	0	0	0.16498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.84883	0	0.108	0.12681	0	0	0	0	0	1.57725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03658	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
