PercentCoverage	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
taxid:868864|Desulfurobacterium_thermolithotrophum_DSM_11699	0	0	0	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:869209|Treponema_succinifaciens_DSM_2489	0.00289999999999	0	0.0619	0.0155	0.1352	0.0069	0.011	0.0499	0	0.1403	0.0503	0.1568	0.0213	0.0257	0.0066	0.0277	0.0095	0.0262	0.081	0.0174	0.0886	0.0561	0.0564	0.0959	0.1064	0.0099	0.0131	0	0.00329999999999	0.0352	0.0495	0.0563	0.0233	0.0045	0.0952	0.0484	0.0381	0.1608	0.0237	0.0158	0.03	0.0917	0.0596	0.1021	0.0188	0.0066	0.0939	0.0422	0.01	0.1124	0.0191	0.032	0.0111	0.0767	0.0371	0.00329999999999	0.00329999999999	0.00329999999999	0.0063	0.0176	0.1462	0	0.0353	0.0158	0.1689	0.0141	0.0327	0.1057	0.2106	0.123	0.1205	0.1096	0.0901	0.0068	0.1235	0.0303	0.0139	0.2191	0.0931	0.0455	0.0065	0.0405	0.0927	0.00329999999999	0.0314	0.0816	0.00329999999999	0.03	0.0535	0	0.0225	0.0091	0.1472	0.0194	0.0966	0.0983	0.0273	0.0505	0.0366	0.095	0.0178	0.164	0	0.0494	0.0487	0.2258	0.1807	0.0193	0.007	0.1334	0	0.0476	0.0067	0.207	0.1348	0.1169	0.0359	0.0234	0.0066	0.0031	0.0418	0.1213	0.0221	0.078	0.1197	0.1964	0.0656	0.1442	0.0308	0.0545	0.0835	0.1593	0.0119	0	0.0783	0.024	0.0395	0.0733	0.0377	0.0407	0.00329999999999	0.0626	0.1314	0	0.0291	0.1719	0.0339	0.0357	0.0748	0.0296	0.1711	0.0071	0.0447	0.0935	0.00329999999999	0.2782	0.082	0.2461	0.0144	0	0.0097	0.2175	0.0245	0.0465	0.0399	0	0.0892	0.0972	0.0592	0.0937	0.091	0.0222	0.0129	0.0215	0.00329999999999	0.0065	0.0653	0.095	0.0262	0.0099	0.0764	0.1062	0.0162	0.1717	0.0329	0.0365	0.0781	0.11	0.1116	0.061	0.0063	0.0101	0.1026	0.0436	0.0834	0.0837	0.0236	0.0857	0.021	0.1225	0.0349	0.00329999999999	0	0.00329999999999	0	0.0906	0.1586	0.017	0.0686	0.017	0.1725	0.1142	0.0291	0.1426	0.2734	0.2414	0.1249	0.1987	0.1158	0.1478	0.1415	0.118	0.2439	0.1145	0.1058	0.1033	0.0781	0.00329999999999	0.1412	0.1156	0.0104	0.0067	0.0988	0	0.0269	0.0066	0.0923	0.00329999999999	0.0254	0.1111	0.0618	0.0936	0.0912	0.2097	0.2234	0.1795	0.00329999999999	0.0671	0.1024	0.251	0.1851	0.0226	0.0229	0.1774	0	0.0543	0.0194	0.2554	0.1681	0.1524	0.0148	0.0308	0.1308	0.00329999999999	0.1009	0.1768	0.2785	0.0665	0.2054	0.2022	0.079	0.1867	0.1033	0.1282	0.1545	0.2254	0.0639	0.0166	0.1209	0.022	0.083	0.1453	0.0739	0.0778	0.0066	0.0426	0.1379	0	0.0605	0.2368	0.1177	0.0782	0.0639	0.0322	0.0612	0.114	0.0892	0.00329999999999	0.0093	0.0736	0.1295	0.2013	0.2115	0.122	0.0127	0.1527	0.0816	0.1214	0.137
taxid:869210|Marinithermus_hydrothermalis_DSM_14884	0	0	0.0042	0	0	0	0	0	0	0	0.0042	0	0.0042	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0.00329999999999	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0.0043	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0.0081	0	0	0	0	0	0.0041	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0
taxid:869211|Spirochaeta_thermophila_DSM_6578	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0.0036	0	0	0	0.0036	0	0	0	0	0.0037	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0.0038	0.0037	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0.0037	0	0	0	0	0	0	0	0	0.0037	0	0	0	0.0037	0.0032	0	0	0	0	0	0	0	0.0074	0	0	0	0	0	0	0	0	0.0037	0	0.0036	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0.0038	0.0038	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0.0037	0.0036	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0.0038	0.00329999999999	0	0	0	0.0038	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0.0036	0.0038	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0.0035
taxid:869212|Turneriella_parva_DSM_21527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:869215|Streptococcus_pneumoniae_OXC141	0	0	0.1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425	0	0	0	0	0	0	0	0	0.2081	0.0281	0	0	0	0.0783	0	0	0	0	0.0325	0	0	0	0	0.0572	0	0.1546	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0.0413	0.0046	0	0	0	0	0.0282	0	0.1087	0	0	0	0	0	0	0	0	0	0	0	0.1619	0	0	0	0	0	0	0	0	0	0.0182	0	0.0039	0.0188	0.1466	0	0	0	0	0.1267	0	0	0	0	0	0	0.2402	0.0359	0	0	0.0045	0	0	0	0	0	0	0.0047	0.0039	0.0047	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0.0093	0	0	0	0	0.0282	0	0	0	0	0.0471	0	0	0	0.0047	0	0.0047	0	0	0.0279	0	0	0	0	0.0048	0	0	0.0181	0	0	0.0048	0	0	0	0	0	0.079	0	0.0233	0	0	0	0	0	0.014	0	0	0	0	0	0	0.4068	0	0	0	0	0	0	0	0	0.0046	0	0	0	0.0189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:869216|Streptococcus_pneumoniae_INV200	0	0	0.0037	0	0	0.0556	0.1339	0	0.2833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2839	0	0	0.0227	0.1103	0	0.0969	3.0882	0.1206	0	0	0	0	0.0044	0	0	0	0	0	0.0089	0.0047	0	0	0.0617	0.0319	0.3011	0	0.5911	0.4232	0	0	0.0672	0.1401	0.0092	0	0	0	0	0	0	0	0.0358	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1181	0	0.0046	0	0	0.0139	0	0.0463	0	0	0	0.0045	0	0	0.0045	0	0	0.0878	0.0046	0	0	0	0	0	0.1811	0	0.0232	0	0	0	0	0	0.0039	0.0046	0	0.0415	0	0	0	0	0	0	0	0.0274	0	0.0336	0.0221	0	0	0	0	0	0.0719	0	0.0454	0.1853	0	0	0	0	0	0	0.0447	0	0.0046	0	0	0	0.1586	0.0046	0	0.0046	0	0	0.0045	0	0	0	0	0	0	0.009	0.0092	0	0	0	0	0	0	0.0413	0.3902	0	0.1977	0.0182	0	0.077	0.2393	7.4977	0.1735	0	0	0	0.0046	0.0044	0.2947	0	0.0046	0	0.0412	0	0	0	0	1.0141	0	0.5815	0.0266	1.1801	0.0046	0	0.1138	0.0045	0	0	0	0	0	0	0.0046	0	0	0.0046	0.1437	0	0.0046	0	0	0.0046	0	0.1689	0	0.0183	0	0	0	0	0	0	0.0463	0.2797	0	0	0.0365	0	0	0.0718	0	0.2301	0.2436	0	0	0.0041	0	0	0	0	0.0325	0	0.0925	0	0	0	0	0	0.5651	0	0.0046	0.0046	0	0.0971	0.0046	0.0943	0	0	0.0754	0	0.0289	0	0.0581	0.0381	0	0	0.0044	0.1526	0	0	0.2839	0.0316	0.1664	0.6056	0	0	0	0	0.0813	0	0	0	0.053	0	0	0	0.0043	0	0.0039	0.0045	0	0	0	0	0.0714	0.1372	0	0	0	0	0.0046	0	0
taxid:869269|Streptococcus_pneumoniae_INV104	0	0	0	0	0	0.0045	0	0	0	0	0	0	0.0581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0.0044	0	0	0.0327	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0.0036	0	0	0	0.0045	0	0.0315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0.0039	0	0.0089	0	0.0179	0	0	0	0	0	0	0.0136	0.0042	0	0	0	0	0	0	0	0.0045	0	0	0.0044	0	0	0	0.009	0.0045	0	0	0	0	0	0	0	0	0.0224	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0.0046	0.0269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089	0	0.0045	0	0
taxid:869309|Streptococcus_pneumoniae_SPNA45	0	0	0	0	0	0	0.2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0662	0.0045	0	0	0.0774	0	0	0	0	0	0	0	0	0	0	0	0.0126	0	0	0	0	0	0	0	0.0043	0	0.0228	0	0.0217	0.0045	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0.0314	0	0	0	0	0	0	0.0319	0.009	0	0	0	0	0	0	0	0	0.0037	0	0	0	0.0401	0	0	0	0	0	0	0	0.0046	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0541	0	0	0	0	0	0	0	0	0	0.012	0	0	0.0046	0.0917	0	0	0	0.0045	0	0.0751	0	0	0	0.0043	0	0.0044	0	0	0	0.0128	0	0.2409	0.0218	0.0218	0.0225	0	0.0045	0.0223	0	0.1177	0	0	0	0	0	0.0043	0	0.0045	0	0	0	0	0	0	0.0045	0	0	0.1397	0	0	0	0.0045	0	0	0	0.0045	0	0	0.0091	0	0	0	0.0133	0.2956	0.0225	0	0	0.0046	0	0	0	0	0.0227	0.0135	0	0	0	0	0	0	0	0	0	0	0	0.0046	0.0132	0.0256	0	0	0	0	0	0	0.0085	0.0045	0	0	0	0.0086	0	0	0.0622	0	0	0.0631	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0
taxid:869729|Escherichia_coli_UM146	0	0	0	0	0	0	0	0	0.0304	0	0	0	0	0	0	0	0	0	0	0.0237	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191	0	0	0	0	0	0	0	0	0	0.0164	0	0	0	0	0	0.0076	0	0	0	0	0	0.0037	0.0019	0	0	0	0.0091	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0.0147	0	0	0	0	0	0	0	0	0	1.3906	0	0.0134	0	0.0037	0	0.0077	0	0	0	0	0	0	0	0	0.0057	0.0019	0	0	0.0068	0	0	0	0	0	0	0	0	0	0.0092	0	0	0	0	0	0	0	0	0	0	0.0336	0	0	0	0	0	0	0.1367	0	0	0	0	0	0	0	0	0	0	0	0.2976	0	0	0	0	0	0	0	0	0	0	0	0.0113	0	0	0	0	0	0	0	0	0	0	0	0.0648	0.0181	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0.0166	0	0	0	0	0	0	0.0038	0.0448	0	0	0.0998	0	0.0199	0	0.1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0488	0	0.0258	0	0	0	0	0	0	0	0.00559999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0.0923	0	0	0	0	0	0	0.0055	0	0	0.0075	0	0	0	0.0054	0	0	0	0	0	0	0	0
taxid:869816|Staphylococcus_aureus_subsp._aureus_JKD6159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:871271|Candidatus_Zinderia_insecticola_CARI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:871585|Acinetobacter_calcoaceticus_PHEA-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:875328|Mycobacterium_sp._JDM601	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0.002	0	0.002	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0.0017	0	0.0021	0.0021	0	0	0	0	0	0.0016	0	0	0	0.0071	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0.0041	0	0	0	0	0	0	0	0	0.00790000000001	0.002	0	0	0	0	0	0.0021	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.002	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.0039	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0.0021	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0.0017	0.00599999999999	0	0	0.0021	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021
taxid:87626|Pseudoalteromonas_tunicata_D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
