kegg_modules	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
M00277: PTS system, N-acetylgalactosamine-specific II component	0.000703437	6.88799e-05	0.000693331	0.00115468	0.00224436	0.00266761	0.000662373	0.00186065	0.000428504	0.000832126	0.00105239	0.00454724	0.00119456	0.00404144	0.000286892	0.00173976	0.00214316	0.000917757	0.00110108	0.00676334	0.00164527	0	0.00159326	0.0028321	0.00106511	0.00891531	0.00262142	0.000705625	0.00179217	0.00160672	0.00184136	0	0.000874735	0.00186273	0.00202001	0.000477458	0.00554545	0.00245988	0.0022845	0.00284122	0.000658034	0.000795774	0	4.7219e-06	0.000921992	0	0.00327556	0.0036324	0.00160399	0	0.000613184	0.00226917	0.00924355	0.0038281	0.000683595	0.00143119	0.00430756	0.00110545	0.004679	0.00142177	0.00342762	0.000391049	0.00408028	0.00169544	0.00123187	0.00118735	0.00173202	0.00250114	0.00202349	0.00504033	0.000837168	0.00135638	0.00104185	0.000644223	0.00199778	0.00101248	0.00401453	0.00173287	0.00219146	0.00209211	0.00222151	0.00353392	0.0129726	0.00278983	0.000680283	0.00173172	0.00238274	0.00390349	0.00311745	0.00211694	0.00103998	0.00137036	0.00683911	0.00251779	0.00097181	0.000577497	0.00383622	0.00313404	0.00250585	0.00416142	0.000481614	0.00146712	0.0029364	0.00295859	0.00117742	0.00184883	0.00117131	0.00611824	0.00251915	0.00111714	0.000982242	0.00273321	0.005842	0.00315178	0.0036363	0.00233891	0.00151226	0.00119849	0.00270233	0.00184863	0.000442609	0.000807093	0.00094281	0.0058734	0.00266857	0.00285487	0.00267226	0.00086845	0.00150526	0.00172523	0	0.0010301	0.00136672	0.00275223	0.00316921	0.00153519	0.00107594	0.00112258	0.0016771	0.00251895	0.0013324	0.00242192	0.000845876	0.000916841	0	0.00211854	0.0029508	0.00115797	0.00321057	0.00194596	0.00297025	0.00120467	0.00126749	0.000821719	0.00272611	0.000286186	0.0022358	0.00124262	0.00310878	0.00234099	0.00195052	0.00100413	0.00286324	0.00173901	0.000569573	0.000466363	0.000158483	0.000656478	0.000636947	0	0.00201427	0.000697645	0.00166239	0.00226736	0.00126264	0.000834802	0.00144551	0.00111198	0.00104404	0.000588425	0.00238937	0.00104472	0.0011802	0.00336633	0	0.00181914	0.00084337	0.000715772	0.000217495	0.00214313	0.00209225	0.00101228	0.000424978	0.000123281	0.000736156	0.000933175	0.00105631	0.00163133	0.00105528
M00278: PTS system, sorbose-specific II component	0	0	5.58209e-05	0	0.000757856	0	0	0.00018263	0.000575072	0	0	2.85792e-06	0	0.0018335	0	0	0	9.1729e-05	0	0	0	0	0	0	0.000172174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303458	0	0	0	0	0	3.34201e-05	1.48529e-05	0	3.07371e-05	0	0	0	0.00118203	0	0	0	0.00269319	0	0	0	0	0.000101277	0.000545839	0	0	0	0	0	0	0.000399702	0	0.000313998	0.000294287	0	2.6265e-06	0	0.000392445	0.000124968	0	8.18491e-06	0	0	0	0	0	0	4.49087e-05	0.000178046	0.000397298	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000382686	0.00118551	0	0	0	0	0	0	0	0.000987227	0	0.000107472	0	0	0	0	0	0	0	0	0	0.00048119	0	0.000266217	0	0	1.8221e-05	0	0	0	0	0	0	0.000109084	0	0	2.38834e-06	0.000225481	0.000492372	5.11543e-06	0	0	0	0.000147811	0	0	0.000356779	0.000219685	0.000317798	0.000192826	0	0	0.000251828	0	0	0	0	0.000287811	0	0	0	5.47705e-05	0	0	8.34598e-07	0	0	0	0	0	0	0	0	0	0	0	0.000115472	0	0	0.000117535	0	0.000292408	0	0	0	0	0	3.95773e-05	0	0	0	0	0	0	2.34655e-05	0	0
M00284: Origin recognition complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30073e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00285: MCM complex	0	6.89496e-07	0	0	3.12718e-09	9.73756e-07	0	0	7.12967e-06	3.24392e-06	2.67438e-06	0	0	0	0	0	4.62167e-07	0	2.13834e-06	1.14124e-08	0	5.28244e-06	9.5569e-06	0	0.000322224	0	0	0	0	1.73248e-07	0	0	5.23231e-06	7.42306e-08	6.06616e-07	0	0	0	0	0	0	0.000164434	2.73477e-07	4.63477e-06	0	1.13582e-06	2.90527e-07	0	3.95713e-07	6.74104e-06	2.02749e-08	2.20989e-05	2.8653e-12	0	8.54796e-07	7.13004e-08	0	6.53649e-05	0	1.54949e-06	0	8.64838e-07	0	0	0	2.26927e-06	0	0	0	5.12768e-06	0	0	1.56793e-06	0	1.39957e-06	0	0	0	0	0	0	0	0	3.59455e-07	0	1.55123e-07	4.36251e-07	1.78364e-07	0	2.64762e-07	4.20062e-06	0	0	3.0506e-08	0	0	0	7.80652e-07	0	0	2.69469e-07	6.48533e-08	0	0	1.17486e-06	2.32074e-06	0	0	0	0	2.18751e-07	2.06581e-06	0	2.56684e-07	5.06536e-07	0	0	0	0	2.64214e-06	4.75165e-07	0	0	4.17839e-07	0	3.44218e-07	0	0	0	2.90643e-07	0	0.000112298	0	0	2.12535e-05	0	4.41397e-07	0	0	0	0	2.97372e-07	0	1.118e-05	0	0	0	3.15936e-05	0	0	0	2.37834e-06	0	0	0	2.0071e-06	0	0	0	0	0	0	0	0	2.58075e-09	1.2486e-07	0	0	0	0	0	1.86448e-05	1.31863e-06	0	6.68379e-07	6.72214e-09	0	0	2.95908e-07	3.68483e-08	0	0	1.36606e-08	0	0	4.27466e-07	4.1147e-06	0	2.48313e-05	0	0	0	0	0	0	0	0	0	0
M00286: GINS complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000319687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21107e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25465e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00287: PTS system, galactosamine-specific II component	1.36609e-05	3.70118e-05	3.31688e-05	0.000509817	0.00153406	0.000792477	0	0.00106718	0.00027246	0.00024386	0.000128487	0.000338521	4.43706e-05	0.00335826	0.000134907	0.000296545	0.000355376	0.00048032	0.000254764	0.00486862	6.99399e-07	0	1.71289e-05	3.61712e-05	2.60203e-05	0.00236392	0.000523697	7.17864e-07	0.000330107	0.000131912	0.000351252	2.38705e-05	7.35253e-05	0.000745154	0.000898492	0.000793013	0.00043231	0.00068748	0.000718893	0.000979824	0.000121505	2.47435e-05	0	0	1.99967e-05	0	0.000457208	0.000866532	0.00012833	0	0.000293877	0	0.0055496	0.00067137	0.000204805	0.000125051	0.00359998	6.01466e-06	0.00116796	0.000619282	0.000545689	0.000240647	0.000864925	0.000671289	0.000865471	0.000740698	2.50682e-05	0.000101625	0.000504776	0.0032703	0	0.00180279	0.000120437	0	5.43543e-05	9.24315e-07	0.00258729	0.000249287	0.000425239	6.12161e-05	0.000457568	0.000447651	0.00260108	0.000905909	0.000176651	0.000295446	0.000774498	0.00172398	3.71541e-05	0.00150426	3.6414e-05	0.000949419	0.003013	0.00118868	0.000173826	1.34602e-06	0.00276396	0.000270033	0.000135881	0.00313614	0.000364161	0.00106892	0.000533263	0.00219231	0.000517683	0.000570028	6.0331e-05	0.00193806	0.00061237	5.88398e-05	0.000732942	0.00248671	0.00126573	0.000142342	0.000743975	0.000761698	0.000297711	0.000488896	0.00138079	0.000170288	0.00125494	3.981e-07	4.11336e-05	0.00214453	0.00093317	0.000551932	0.000351529	1.32911e-07	0.000233096	0.00105959	0	1.5345e-05	9.37115e-06	0.000509903	0.00064005	0.000121743	0.000219534	0.0017838	0	0.00235814	0.000129067	0.000959213	2.3897e-05	3.54773e-06	0	9.9423e-05	0.00012673	4.35825e-05	0.000454237	0.000753104	9.64242e-05	0.000654193	0.000457826	0.0001745	0.000939748	0.000106211	0.000612185	1.42878e-05	0.0016924	0.000843839	6.16044e-07	0.000207777	0.000545309	0.000385087	0	0	2.67253e-06	0.000271799	0	0	0.000182857	9.62699e-05	5.04853e-05	0.000388958	0.000202604	5.75321e-06	0.000816374	0.000552031	1.09656e-05	0.000335677	8.16694e-05	0.000599043	0.000337415	0.000895429	1.50621e-05	9.26103e-06	0.000112333	2.74923e-05	7.12077e-05	8.68859e-05	8.77132e-05	0.000395638	0.000158197	4.60228e-06	0.000774585	0.000741236	0.00106726	0.000856593	0.000395604
M00290: Holo-TFIIH complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00295: BRCA1-associated genome surveillance complex (BASC)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00296: BER complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.82801e-07	3.17624e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86087e-07	0	0	0	0	0	0	0	2.89745e-07	3.90677e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56167e-09	0	0	0	0	0	0	0	0	1.92038e-10	0	0	1.17218e-09	0	3.79552e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58025e-12	0	0	0	0	5.33848e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9059e-07	0	1.25709e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00259e-10	0	0	0	0	0	0	0
M00299: Spermidine/putrescine transport system	0.026478	0.0211482	0.0315103	0.0277853	0.0213189	0.026875	0.0330428	0.0260194	0.01974	0.0261648	0.0275155	0.0222154	0.028461	0.0209086	0.0342776	0.0289238	0.0280018	0.0342486	0.0240134	0.0250881	0.0293426	0.0267728	0.021965	0.0288369	0.0259482	0.0263421	0.0260393	0.023643	0.0211319	0.0265198	0.0312849	0.0300652	0.0200034	0.0296274	0.025099	0.0308445	0.0259174	0.0226506	0.0233747	0.0319938	0.0197806	0.0225958	0.0253363	0.0306552	0.0168252	0.0300656	0.020398	0.0284783	0.0280842	0.0316293	0.0280035	0.0251495	0.0174497	0.0316616	0.0276477	0.0209147	0.0193219	0.0193987	0.0280321	0.0193402	0.0264325	0.0295347	0.0237267	0.0297878	0.0230609	0.0311626	0.0265759	0.0281518	0.0286751	0.0187794	0.0392902	0.0252398	0.023168	0.0274994	0.0259705	0.0287681	0.0253029	0.0308284	0.0223074	0.028994	0.025807	0.0241512	0.0241097	0.0263109	0.0350751	0.0296764	0.0239429	0.0261556	0.024089	0.0211924	0.0217674	0.0218401	0.0282587	0.0245474	0.0285658	0.0321735	0.0338195	0.0320971	0.0263641	0.0198187	0.0322616	0.021836	0.0300321	0.0213069	0.0304447	0.0288856	0.0265728	0.0242866	0.02637	0.0267816	0.024757	0.0213021	0.0274404	0.0295912	0.024098	0.0270327	0.0303401	0.0234151	0.0284144	0.0272593	0.0264601	0.0283105	0.0278137	0.0127125	0.0255545	0.025103	0.0300221	0.0306735	0.0276287	0.0252302	0.0262354	0.0257902	0.0276872	0.0297084	0.0255588	0.0165757	0.0268171	0.0272727	0.0291747	0.0203123	0.0239528	0.0231921	0.022461	0.0228674	0.0308157	0.0228856	0.0275533	0.0202465	0.0237142	0.0255889	0.0254494	0.02666	0.0261309	0.0368254	0.0271817	0.0303225	0.0287637	0.0281609	0.0247241	0.028263	0.0176605	0.0259174	0.020495	0.0268887	0.0240408	0.0284602	0.0276698	0.0248566	0.0265716	0.0248952	0.0268726	0.028064	0.0293261	0.0220563	0.0273211	0.0160032	0.0259954	0.0220443	0.0254423	0.0233133	0.026489	0.0222955	0.0314987	0.0245408	0.0241178	0.0262025	0.0304254	0.026553	0.0338463	0.0252551	0.0218848	0.0253368	0.0236034	0.0288597	0.0315446	0.0230472	0.029417	0.0259103	0.0281099
M00300: Putrescine transport system	0.00245685	0.000330632	0.00262429	0.00178699	0.00257764	0.00200292	0.0019927	0.00168365	0.00241382	0.00145961	0.00150482	0.00146576	0.00161628	0.00341532	0.00144509	0.00272975	0.00248275	0.0022939	0.00200028	0.00292195	0.00142976	0.00195534	0.00128264	0.00155211	0.00157703	0.0028816	0.00245947	0.00162304	0.00579384	0.00176065	0.00171629	0.00119614	0.00140702	0.0018582	0.00218664	0.00262462	0.0021219	0.00208816	0.00190941	0.00266751	0.00108718	0.00124201	0.00228758	0.000934756	0.000616972	0.00177735	0.00238245	0.00248265	0.00233673	0.00247616	0.00261546	0.00193547	0.00614159	0.00170772	0.00195309	0.0021533	0.00361106	0.00153591	0.00244446	0.00180781	0.00153968	0.00139756	0.00300473	0.00174907	0.00180321	0.00189732	0.00119066	0.00213931	0.00237043	0.00460914	0.00118273	0.00194788	0.00192402	0.000692806	0.00193211	0.0020676	0.00220011	0.00152145	0.00188231	0.00194713	0.00183712	0.00145426	0.00241864	0.00160171	0.00218793	0.00174325	0.00140548	0.00251475	0.00152613	0.00166343	0.00112347	0.00163555	0.00204464	0.00265791	0.00183358	0.00131785	0.00300117	0.00263877	0.0017928	0.00389031	0.00183035	0.00300246	0.00232463	0.00323272	0.00204915	0.00209439	0.00173219	0.00180638	0.00176557	0.00152072	0.00171125	0.00255094	0.00192087	0.00220566	0.00156759	0.00194593	0.00169111	0.00171196	0.00215996	0.00262067	0.00183994	0.00181978	0.001861	0.00254621	0.00295317	0.00249683	0.00235356	0.000846373	0.00211644	0.00241135	0.00148992	0.0021226	0.00200372	0.00138556	0.00192651	0.00231586	0.00181623	0.00188217	0.0015642	0.00229935	0.00305321	0.00154659	0.0020422	0.00205432	0.00135367	0.00212127	0.00177277	0.000786257	0.00257894	0.00206371	0.00179712	0.0021717	0.00170613	0.00186214	0.00252856	0.00162773	0.00210036	0.00205329	0.00191412	0.00174273	0.00111868	0.00178641	0.00170117	0.00195903	0.00133015	0.00110952	0.00164491	0.00114837	0.00175256	0.00159069	0.00114072	0.00239486	0.00207877	0.00154398	0.00137634	0.00102026	0.00188754	0.000770824	0.00195263	0.00239196	0.0019839	0.00221313	0.0016827	0.00220057	0.000570552	0.00206966	0.00217938	0.00163828	0.00233825	0.00205989	0.00111464	0.00187123	0.0007865	0.00104843	0.00163767	0.00163601	0.0013028	0.00131881	0.00157591
M00301: Mannopine transport system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.39786e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08763e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.56989e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6794e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25039e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00302: 2-Aminoethylphosphonate transport system	0	0	7.76513e-08	0	0	2.89594e-07	0	1.25499e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18659e-08	1.20659e-08	0	0	0	0	0	0	0	0	8.56779e-11	0	0	0	1.38886e-07	0	0	1.53705e-06	8.43914e-07	0	0	0	0	0	5.68631e-09	0	0	0	0.000365738	0	7.63459e-07	0	0	0	0	0	0	0	9.01547e-09	0	0	7.11331e-05	0	0	0	7.59509e-09	0	0	0	0	3.7804e-07	0	0	0	0	6.9817e-07	0	0	0	0	0	0	0	0	8.53225e-07	3.14831e-08	0	0	0	0	0	0	3.55241e-08	0	0	3.42298e-10	6.16219e-09	0	0	4.65874e-14	1.66259e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.56544e-05	0	0	0	3.1077e-13	0	0	0	0	0	0	0	2.24776e-08	0	0	0	0	0	0	0	1.81013e-11	0	2.29383e-07	0	0	0	0	1.08968e-06	0	0	6.30018e-09	1.03442e-07	0	0	0	0	0	0	0	5.05258e-07	0	0	0	1.36398e-07	0	1.31463e-07	0	0	0	1.54612e-07	0	0	0	0	0	4.52107e-08	0	1.65266e-07	0	0	0	0	0	1.03644e-07	0	0	0	0	1.4014e-07	0	0	0	1.09946e-07	0	8.00248e-07	0	0	0	1.31695e-07	1.08035e-07
M00304: PTS system, fructose-specific II component	0	0	2.20985e-06	0	0	0	0	0	0	0	0	5.84683e-06	0	0	0	0	5.99933e-07	0	0	2.49512e-10	0	0	0	0	2.76756e-06	0	0	0	0	0	0	0	0	0	0	4.81123e-06	2.25545e-06	0	0	0	0	0	0	0	0	0	0	2.00654e-05	0	0	0	1.94825e-07	2.3539e-11	2.09623e-05	0	2.45272e-06	7.45313e-06	0	0	0	0	8.22893e-06	0	0	0	0	2.29338e-05	0	0	0	0	4.54275e-06	0	0	1.66325e-06	0	0	0	0	2.70496e-05	1.338e-05	0	3.94921e-06	0	0	0	3.89248e-06	0	0	0	3.07916e-06	0	2.07468e-06	0	0	0	0	0	1.84051e-05	1.03931e-11	0	0	0	0	0	0	0	0	0	0	0	3.07859e-07	0	3.59835e-06	3.26046e-05	0	0	0	0	0	0	0	0	0	0	7.06721e-06	2.17688e-05	0	1.81847e-05	0	0	0	0	0	1.11861e-06	0	0	0	5.34454e-07	0	0	1.46128e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35525e-05	0	0	0	0	1.47428e-06	0	0	1.9984e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74704e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
