NormalizedPercentage	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
taxid:743720|Pseudomonas_fulva_12-X	0	0	0.000221654406149	0	0	0	0.000576156410778	0	0	0	0	0	0	0	0	0	0.000331314485935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108772564294	0.0017789938359	0	0	0.000418916202776	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004616748489	0	0	0	0	0	0.000101082330759	0	0	0	0	0	0	0	0	0	0.000291452069915	0	0	0	0	0	0	0	0	0.000467778418721	0	0	0.000285703329472	0	0	0	0.00018027135986	0	0	0	0	0	0	0	0.000218475708796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022972352898	0	0.000310226460721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000592454936229	0	0	0	0	0	0	0	0	0	0	0.000140900564475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000926885055043	0	0	0	0	0	0	0	0	0.000356636182298	0	0	0	0	0	0	0.000970593006218	0	0	0	0	0	0
taxid:743721|Pseudoxanthomonas_suwonensis_11-1	0.00124294260918	0	0.00191405878738	0	0	0.000976769941697	0	0	0.00147224184733	0	0	0	0	0.00194200856795	0	0	0	0	0	0	0	0	0.000329342351295	0	0	0	0.00266048042683	0	0.00080556440705	0	0	0	0	0	0	0	0.000819866679619	0	0	0	0.000996004500049	0	0.00768109879579	0	0	0.0030145661326	0	0	0	0.00120285797737	0	0.00193533467101	0.000755118293367	0	0.000368014719636	0.00053156822805	0.00026944618814	0.00039893943892	0.0018703974776	0.000664452391453	0	0.00111518657457	0.00167885024548	0.000427110344338	0.000830523351147	0	0	0	0	0.00281015495927	0	0	0.00167023473342	0	0.000866035436114	0	0	0	0	0	0.00135506535917	0	0	0	0.00269294712268	0.00250044389059	0.000668905808773	0	0	0	0	0	0.000258330812421	0	0	0	0	0	0	0.000314434948167	0	0	0	0	0.000732389499957	0	0	0.00132226827369	0.000751773370428	0	0.0030991364902	0	0	0	0	0	0.000729234839153	0	0.000330623053363	0.0022493166387	0	0	0	0	0	0.000449891278509	0	0.000335713387444	0	0	0	0	0.0015412517523	0	0.00113499251025	0.00605583599132	0.00313206752999	0.00198957245993	0	0	0.000194269183803	0.000513022888715	0.00503542372038	0	0	0	0	0	0	0	0	0.000474059994247	0.00496678689345	0	0	0.000513836702998	0	0	0	0	0.00278761888749	0	0	0.000521070564978	0.000481303529025	0.000788745464497	0	0.00289838274247	0	0.000812359446669	0.000325911696261	0.00205858508928	0.00209106847516	0	0.00266504340459	0.000502233335331	0	0.00154784772507	0.00287324850524	0.000378527115818	0	0.00191436764305	0.00100230649942	0	0	0	0	0	0.00500957521208	0.000295594575162	0	0	0	0.0010440732202	0	0.000441599931687	0.00196599296799	0	0
taxid:743722|Sphingobacterium_sp._21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000354876043427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233676329599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000603018034856	0	0	0	0	0	0	0.000281024177014	0	0	0	0	0	0	0	0	0	0.000283633244504	0	0	0	0	0.000980594594977	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000262776822332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000479728879954	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212478201524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117894025175	0	0	0	0	0	0	0	0	0	0
taxid:743965|Mycoplasma_putrefaciens_KS1	0	0	0	0	0	0.00133702148258	0	0	0.00302284943478	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135243043426	0	0	0	0	0	0	0	0	0	0	0.00188529050496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244483973642	0	0	0	0	0	0	0	0.00567949864113	0	0	0	0	0	0	0	0	0	0	0	0.00211958707882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00219051763857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116519968316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00327063972682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136949640027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:743973|Taylorella_equigenitalis_ATCC_35865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126348095933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00305515528925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:744872|Treponema_caldaria_DSM_7334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034484609416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000399411063779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021807116095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598979268492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437025206072	0	0	0	0	0	0.000483592226724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:745277|Rahnella_aquatilis_ATCC_33071_=_CIP_78.65	0	0	0	0	0.000200265977668	0.000204299601289	0	0	0	0	0.000410896686366	0	0	0	0	0	0.000299202050256	0	0	0	0	0	0	0	0	0.0311249019207	0	0	0.000379103697126	0.00272270143351	0.00236315622747	0.00202756830799	0	0	0.0361761164461	0	0	0	0	0.00441681098217	0	0	0	0.000219071448184	0	0	0	0	0	0	0.0194125821538	0.000303593572628	0	0.000267019839179	0	0.00133418327996	0	0	0.0015648370926	0	0	0	0	0	0	0	0	0	0	0.000813831796961	0	0	0	0	0	0.0234250912378	0	0.00189958081131	0	0	0	0	0	0	0.052382474109	0	0	0.0510863214958	0	0	0	0	0	0.00436406745511	0	0.00103265908922	0	0.00302347655425	0.00014275193156	0	0.00192674279026	0	0	0	0	0	0	0	0	0	0	0.00137367858273	0	0	0.000362477707114	0	0	0.00181826001649	0	0.00254050227525	0	0	0	0	0.0029187747286	0	0	0	0	0.0255231803818	0	0	0.000644731384617	0	0	0	0	0.00107006327299	0.000739002676381	0	0	0.00354099989741	0	0	0.000187283593688	0	0	0.000446484822024	0.000127243871195	0	0	0	0	0.000295426132113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:74546|Prochlorococcus_marinus_str._MIT_9312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00091837986004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:74547|Prochlorococcus_marinus_str._MIT_9313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00030656170873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124187997119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000536819134318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:745776|Deinococcus_gobiensis_I-0	0	0	0	0	0.000123833450942	0	0	0	0	0	0	0	0	0	0	0	0	0.00122339937834	0	0	0	0	0	0	0	0	0	0.000278786905735	0	0.000280594768954	0.000324721257835	0	0	0	0	0.000335949820852	0	0.000240826727815	0	0	0	0.0002429597318	0.000496705980096	0	0	0	0	0	0	0	0	0.000375451089799	0	0	0	0	0	0	0.000241902268668	0.000515609787243	0	0	0	0	0	0.000112891224594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000388064926554	0	0	0.000215889802548	0.000381863787094	0	0.000201331473276	0	0.000284052522448	0	0	0	0	0	0	0.000397130542051	0.000460738934968	0	0	0.00028416422238	0	0	0.000171011615993	0.000291685087275	0	0	0	0	0	0	0	0	0	0	0.00139636150122	0	0	0	0.000281882513577	0	0	0	0	0	0.00185672106578	0	0.000352217124248	0.000398666379671	0	0.000440372594231	0.00213603668718	0	0	0	0	0	0.000398101693821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000398733207252	0	0	0.000317802238315	0	0	0	0	0	0.000373487722208	0.000306030113195	0	0	0	0	0	0	0.00194718306766	0	0	0.000389729085947	0	0	0	0	0	0.000247589018625	0	0	0	0	0.0031774082366	0	0	0	0	0.000263201350654	0	0.000270064180097	0	0.000342678045489	0	0	0
taxid:746361|Lactococcus_lactis_subsp._cremoris_NZ9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000665846211699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000539065219181	0	0	0	0	0	0.000577131035247	0	0	0	0	0	0	0	0	0.00112844878798	0	0	0	0	0.00051133513945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000646626823428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000451454130699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:746697|Aequorivita_sublithincola_DSM_14238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00030138892061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007743280589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000365036947558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000323291643926	0	0	0	0	0	0	0	0	0	0	0	0.000444552665096	0	0	0	0	0	0	0	0	0	0	0.000457227457854	0	0	0	0	0	0.000287663635353	0	0	0	0	0	0	0	0	0.000810077783748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113612880509	0	0	0	0	0	0	0	0	0	0	0.000268147799694	0
taxid:747365|Thermodesulfobium_narugense_DSM_14796	0	0	0	0	0	0	0	0	0	0	0	0	0.00086869862194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010855905313	0	0	0	0	0	0	0	0	0	0.000957128504948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000755276605038	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00177211712579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000960485109487	0	0	0	0	0	0	0	0	0.00110494636643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000511767798851	0	0	0	0	0	0	0	0	0	0.00256242665669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377159503337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128858804145	0	0	0.000610719891215	0	0	0	0	0	0	0
taxid:747725|Mucor_circinelloides_f._lusitanicus_CBS_277.49	0	0	0	0	0	3.04263106591e-05	0	0	0	2.4925893014e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196711914356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9198826038e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77425193839e-05	0	0	0	0	0	0	3.51265264277e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89795137716e-05	0	0	0	0	0	3.11094878209e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.79657587362e-05	0	0	0	0	0	0	3.26349598542e-05	0	0	0	0	0	0
taxid:748280|Pseudogulbenkiania_sp._NH8B	0.00719233056037	0	0.00125860995742	0	0	0.000256914235411	0.00654312457159	0.00352796649913	0	0	0.000775076461318	0	0.000380693125367	0	0	0.000217962901542	0	0	0.00092288069584	0	0.0118070244367	0	0	0	0.00232025740162	0	0	0	0	0	0	0	0	0.00398493047726	0	0	0	0.000244886327474	0	0.000222172066764	0	0	0.00101015783758	0	0	0	0	0	0	0	0.000567721708244	0	0	0.00100736169903	0	0	0	0	0.00245979998646	0	0	0	0	0	0.00152913479264	0	0	0	0	0	0	0	0	0	0.000341682553501	0	0	0	0	0.00258435305872	0	0.000214324731957	0	0	0	0.00118381953134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129031316539	0	0	0	0	0.00365178128896	0	0	0.00326059289019	0	0	0	0	0	0	0.00228652860293	0.00286974266523	0	0	0	0	0.000143317093903	0	0	0	0	0	0	0	0.000358154424192	0	0	0	0	0.00339821578145	0	0.000232330736784	0.00015166043139	0	0	0	0	0	0	0	0	0	0	0	0.000374067902057	0	0	0	0.00121636387687	0.000884800724873	0	0	0	0	0.000241462447509	0	0	0	0	0	0	0	0.000320505418743	0	0	0	0	0.000700971190246	0	0.00289469868414	0.00284985100881	0.00498784566862	0.000298685495093	0	0	0	0	0	0.00162005658454	0.000461567084237	0	0	0	0	0	0.00523570968555	0.000823849900462	0.00159423162661	0	0	0	0
taxid:748671|Lactobacillus_crispatus_ST1	0	0	0	0	0	0	0.00416286225898	0	0.0258684967395	0	0.00054790957598	0	0	0	0	0	0.000797941058799	0	0	0	0	0	0.000551125259758	0	0	0	0	0	0.00370711191922	0	0	0	0	0.000768269622561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024289583903	0.000758174156364	0	0	0.00088953235626	0.00225447167432	0	0	0	0.0010324239515	0.00559849792931	0.000401343887729	0	0	18.0112329518	0	0.0013162964249	0.00764382210736	0	0	0	0	0	0	0	0	0.00633248302674	0	0	0	0	0	0	0	0	0	0	0	0	0.0483698423144	0.00434167311919	0	0	0	0	0	0	0.000380704702116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000966690720063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151909842568	0.00171943221393	0	0	0	0	0.0375743560825	0	0.00385957185505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00945846241243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000743285688812	0	0	0	0	0	0.0142328677631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:748727|Clostridium_ljungdahlii_DSM_13528	0	0	0	0.000465300636796	0.00106057512923	0	0.0159206075375	0.00474606198321	0	0.000590897231079	0.00386851580587	0	0	0.000239011131673	0.000256150486177	0	0.00739444545258	0	0	0	0.0007366315282	0.00238173997713	0	0.000291988109029	0.000482530481389	0.00228933716475	0.00785847537161	0	0	0	0	0	0.000180743312449	0.00169511500411	0	0	0	0.000229174154686	0.00204545500566	0.00332667624987	0	0	0	0.00232033151286	0	0.000445218342338	0	0.000122233258914	0	0	0.00478166460058	0	0	0.000314242759379	0.00353286285809	0.00117760192473	0.00159176982632	0	0.00782672026071	0	0.000227794680331	0	0	0.00693874628226	0.00367977559695	0.000322286706328	0	0	0.000168653779382	0	0.000879288260126	0.000468097971702	0	0	0.000319759829701	0	0	0	0.0091918598257	0.000537452924248	0.00520333543442	0	0	0.000209909286267	0.000497148429172	0.00664718630541	0.00469252731819	0.00151820772156	0	0.000363387035179	0.000381155461227	0.00019158990623	0.000190763133105	0.00783894471333	0	0.000607643317239	0.000376949897508	0	0.00100798714473	0	0.000377915097299	0	0.000120752527104	0.000226198973317	0	0	0.00350073063516	0.000325474193768	0.00027757169612	0	0.00839132169811	0	0.0244224555293	0	0	0.000219780320273	0	0	0.000488293974264	0.000332199388312	0.000989113166378	0.00203920418383	0.00160151325132	0	0.000228997672368	0.0029899802558	0	0.000247905919599	0	0.00954116437503	0	0	0	0.000197285967996	0	0	0	0	0	0	0.00143457134752	0.00340955333278	0.000338034925207	0.00645128786681	0	0	0	0.00157633930413	0.000149747169803	0.00446870541112	0.000693275035087	0.00105020189734	0.00633511757029	0.000347672754329	0	0.000758880432801	0	0	0.00181455090099	0	0	0.00158178968205	0	0.000769564053255	0	0	0	0	0.000615977823418	0.000299941442914	0	0.00532053254505	0	0.00135334570354	0.0203358796338	0	0	0.000190500105166	0	0.00251569358341	0	0	0	0.00114253346369	0	0.000379027998555	0	0	0.00581318017017	0	0	0.00400745864685	0	0.000256996931969	0	0.000652194647303	0	0.00448575214519	0
taxid:749222|Nitratifractor_salsuginis_DSM_16511	0	0	0	0	0	0	0	0.000454681932748	0	0	0	0	0.000785015554173	0	0	0	0	0	0	0	0	0	0	0	0.000531614581866	0	0.00086578573995	0	0	0	0	0	0.000398257868378	0	0	0.000704429434782	0	0	0	0	0	0.000509445089487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000507227769785	0	0	0	0	0	0	0	0	0.000159985765841	0	0.000351728274085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109543900124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000498416896989	0	0	0	0	0	0	0	0	0.000867960108899	0	0	0	0	0	0	0.000731982934655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000637032360932	0	0	0	0	0.000834751304387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000641692914489	0	0	0	0.000660904340386	0	0	0	0	0	0	0	0	0	0	0	0	0.00108725059017	0.000419584857327	0	0	0.00190356650161	0	0	0	0	0	0	0	0	0	0	0	0
taxid:749414|Streptomyces_bingchenggensis_BCW-1	0	0	0	0	0	9.32594169974e-05	0	0	0	0	0	0	0	0.000370835708838	0	0	0	0	0	0.000419376050928	0	0	0.000377336865477	5.66289614975e-05	0	8.88000450353e-05	0.000152409391166	0	0.000115369746368	0	0	0	0	0	0	0	0	0	0	0	0	0.00134520954213	0	0	0.000107254961356	0.000863468462813	0	0	0.00013879717877	0	0	0	0.000173032085769	0	0	0	0	0	0	0	0	0	0	0	7.92961783776e-05	0	6.46224628865e-05	0	0	0	0	0	0	0	0	0.000120147976672	0.000106378825141	0	0	0	0	0	0	0	0	0.000143241471415	9.57980427468e-05	0	0	0	0	7.43149264489e-05	0	0.000419394781548	0	0	0	0	0	0.000270192773427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000364166976627	0	0.000128863296939	0	0	0	0	0	0	0	0	0	0.00031537922356	0.000784984053928	0	0	0	5.56449273734e-05	0	0	0.000125118017112	0	0	0	0	0	0	0	0	0	0	0.000114828465649	0	0	0	0	0	0	0	0	0	0.00013786077335	0.000112961003976	0	0.000355795633771	0	0.000116342905051	0	0.00103187843382	0.000119789820655	0	0	0	9.5524595179e-05	0	0	0	0	0	0.000382790320622	0	0	0.000588077699685	0	0	0.000614958459899	8.46677704863e-05	0	9.71521675018e-05	0	0	0	0	0	0	0
